gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;246;159;87;88;62;4;1;3;1;0;0;0;0;39;41;6;0;0;0;0;1;0;0
Gewest Vlaanderen;ALLE SPECIALITEITEN;136;99;37;59;33;2;1;3;1;0;0;0;0;19;14;4;0;0;0;0;0;0;0
Gewest Wallonië;ALLE SPECIALITEITEN;54;32;22;17;15;0;0;0;0;0;0;0;0;9;11;1;0;0;0;0;1;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;56;28;28;12;14;2;0;0;0;0;0;0;0;11;16;1;0;0;0;0;0;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;21;15;6;8;6;1;0;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;31;26;5;17;8;0;0;0;1;0;0;0;0;4;1;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;43;29;14;16;11;1;0;1;0;0;0;0;0;6;6;2;0;0;0;0;0;0;0
Prov Antwerpen;ALLE SPECIALITEITEN;25;20;5;12;7;0;0;1;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0
Prov Limburg;ALLE SPECIALITEITEN;16;9;7;6;1;0;1;1;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;6;2;4;1;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;10;8;2;5;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Prov Luik;ALLE SPECIALITEITEN;31;19;12;10;9;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0
Prov Namen;ALLE SPECIALITEITEN;5;1;4;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov Luxemburg;ALLE SPECIALITEITEN;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;56;28;28;12;14;2;0;0;0;0;0;0;0;11;16;1;0;0;0;0;0;0;0
België;ALGEMENE TANDHEELKUNDE;171;108;63;72;27;4;1;3;1;0;0;0;0;32;28;3;0;0;0;0;0;0;0
België;PARODONTOLOGIE;31;18;13;5;13;0;0;0;0;0;0;0;0;5;6;2;0;0;0;0;0;0;0
België;ORTHODONTIE;43;33;10;11;22;0;0;0;0;0;0;0;0;2;7;1;0;0;0;0;0;0;0
Gewest Vlaanderen;ALGEMENE TANDHEELKUNDE;91;66;25;48;11;2;1;3;1;0;0;0;0;15;8;2;0;0;0;0;0;0;0
Gewest Vlaanderen;PARODONTOLOGIE;21;14;7;5;9;0;0;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0;0
Gewest Vlaanderen;ORTHODONTIE;24;19;5;6;13;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0
Gewest Wallonië;ALGEMENE TANDHEELKUNDE;41;24;17;14;10;0;0;0;0;0;0;0;0;9;7;1;0;0;0;0;0;0;0
Gewest Wallonië;PARODONTOLOGIE;4;2;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Gewest Wallonië;ORTHODONTIE;8;6;2;3;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALGEMENE TANDHEELKUNDE;39;18;21;10;6;2;0;0;0;0;0;0;0;8;13;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PARODONTOLOGIE;6;2;4;0;2;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ORTHODONTIE;11;8;3;2;6;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;ALGEMENE TANDHEELKUNDE;15;11;4;6;4;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;PARODONTOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Vlaams Brabant;ORTHODONTIE;5;4;1;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;ALGEMENE TANDHEELKUNDE;20;16;4;15;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;PARODONTOLOGIE;7;6;1;2;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;ORTHODONTIE;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALGEMENE TANDHEELKUNDE;25;18;7;13;3;1;0;1;0;0;0;0;0;5;1;1;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;PARODONTOLOGIE;9;5;4;1;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ORTHODONTIE;9;6;3;2;4;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
Prov Antwerpen;ALGEMENE TANDHEELKUNDE;17;13;4;9;3;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0
Prov Antwerpen;PARODONTOLOGIE;3;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Antwerpen;ORTHODONTIE;5;4;1;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
