Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;ALLE SPECIALITEITEN;26018;9769;16249;0;18;1234;1776;1754;1428;1144;881;703;831;0;10;774;1446;1559;1801;2188;2190;1958;4323
Gewest Vlaanderen;ALLE SPECIALITEITEN;13793;5055;8738;0;8;710;986;1021;798;555;403;310;264;0;6;459;838;872;1018;1247;1215;1000;2083
Gewest Wallonië;ALLE SPECIALITEITEN;8621;3157;5464;0;5;330;549;519;453;406;308;267;320;0;3;200;412;510;612;716;732;730;1549
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;3604;1557;2047;0;5;194;241;214;177;183;170;126;247;0;1;115;196;177;171;225;243;228;691
Prov Vlaams Brabant;ALLE SPECIALITEITEN;3667;1522;2145;0;4;206;300;302;223;175;130;106;76;0;1;100;204;216;278;327;289;250;480
Prov West-Vlaanderen;ALLE SPECIALITEITEN;2256;649;1607;0;0;108;118;126;113;53;51;37;43;0;1;88;130;140;164;211;207;188;478
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;2974;1142;1832;0;1;177;213;224;178;135;78;72;64;0;1;89;183;185;217;248;255;209;445
Prov Antwerpen;ALLE SPECIALITEITEN;3475;1265;2210;0;3;155;255;267;194;144;116;73;58;0;3;123;214;231;257;318;314;244;506
Prov Limburg;ALLE SPECIALITEITEN;1421;477;944;0;0;64;100;102;90;48;28;22;23;0;0;59;107;100;102;143;150;109;174
Prov Waals Brabant;ALLE SPECIALITEITEN;1776;687;1089;0;0;58;108;102;108;116;66;45;84;0;0;33;80;113;128;160;148;136;291
Prov Henegouwen;ALLE SPECIALITEITEN;2340;792;1548;0;0;73;139;127;93;100;85;84;91;0;0;43;89;133;167;203;207;222;484
Prov Luik;ALLE SPECIALITEITEN;2813;1090;1723;0;3;137;184;185;164;114;105;94;104;0;2;77;144;158;191;211;230;224;486
Prov Namen;ALLE SPECIALITEITEN;1247;439;808;0;2;49;88;80;61;57;37;33;32;0;1;42;76;81;89;98;104;104;213
Prov Luxemburg;ALLE SPECIALITEITEN;445;149;296;0;0;13;30;25;27;19;15;11;9;0;0;5;23;25;37;44;43;44;75
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;3604;1557;2047;0;5;194;241;214;177;183;170;126;247;0;1;115;196;177;171;225;243;228;691
België;ARBEIDSGENEESKUNDE;1103;583;520;0;0;27;98;105;102;105;71;56;19;0;0;3;36;27;41;85;110;112;106
België;ANESTHESIE-REANIMATIE;2281;881;1400;0;1;122;153;176;121;69;73;64;102;0;0;104;195;208;195;202;171;121;204
België;HEELKUNDE;1697;269;1428;0;0;41;63;52;32;25;30;13;13;0;0;65;131;141;150;169;189;146;437
België;NEUROCHIRURGIE;207;20;187;0;0;1;3;7;6;2;0;0;1;0;0;16;28;30;20;19;24;16;34
België;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;248;53;195;0;0;6;11;7;9;9;7;1;3;0;0;16;23;28;29;32;17;17;33
België;NEUROLOGIE;494;223;271;0;0;46;49;39;39;23;15;9;3;0;0;19;46;35;46;41;41;22;21
België;PSYCHIATRIE;999;437;562;0;0;4;27;96;116;79;35;36;44;0;0;0;21;69;88;73;69;68;174
België;GYNAECOLOGIE-VERLOSKUNDE;1541;692;849;0;1;106;138;126;105;85;62;28;41;0;0;25;50;59;78;97;126;104;310
