Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;TOUTES SPECIALITES;4896;2851;2045;32;2179;534;62;22;13;8;0;1;0;13;1522;424;35;24;12;4;6;4;1
Région Flandre;TOUTES SPECIALITES;2703;1561;1142;22;1218;270;27;10;8;6;0;0;0;7;878;217;12;14;3;1;5;4;1
Région Wallonie;TOUTES SPECIALITES;1200;709;491;9;548;122;17;8;3;1;0;1;0;3;367;98;5;7;8;2;1;0;0
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;993;581;412;1;413;142;18;4;2;1;0;0;0;3;277;109;18;3;1;1;0;0;0
Prov Brabant flamand;TOUTES SPECIALITES;827;471;356;3;354;99;4;6;3;2;0;0;0;1;254;82;8;3;1;1;4;2;0
Prov Flandre occidentale;TOUTES SPECIALITES;297;173;124;4;150;14;3;0;2;0;0;0;0;4;103;15;0;2;0;0;0;0;0
Prov Flandre orientale;TOUTES SPECIALITES;689;401;288;5;309;73;11;1;1;1;0;0;0;1;233;47;1;4;0;0;0;2;0
Prov Anvers;TOUTES SPECIALITES;701;413;288;7;323;69;8;3;1;2;0;0;0;0;222;58;2;2;2;0;1;0;1
Prov Limbourg;TOUTES SPECIALITES;189;103;86;3;82;15;1;0;1;1;0;0;0;1;66;15;1;3;0;0;0;0;0
Prov Brabant wallon;TOUTES SPECIALITES;199;114;85;2;90;20;2;0;0;0;0;0;0;0;56;24;0;2;2;1;0;0;0
Prov Hainaut;TOUTES SPECIALITES;273;172;101;3;138;25;3;2;1;0;0;0;0;2;78;16;0;1;3;0;1;0;0
Prov Liège;TOUTES SPECIALITES;532;308;224;3;236;54;7;5;1;1;0;1;0;0;173;42;3;4;2;0;0;0;0
Prov Namur;TOUTES SPECIALITES;147;85;62;1;63;17;4;0;0;0;0;0;0;1;45;13;2;0;1;0;0;0;0
Prov Luxembourg;TOUTES SPECIALITES;49;30;19;0;21;6;1;1;1;0;0;0;0;0;15;3;0;0;0;1;0;0;0
Prov Région de Bruxelles-capitale;TOUTES SPECIALITES;993;581;412;1;413;142;18;4;2;1;0;0;0;3;277;109;18;3;1;1;0;0;0
Belgique;MEDECINE DU TRAVAIL;80;48;32;0;10;12;10;4;6;5;0;1;0;0;2;9;1;4;3;3;5;4;1
Belgique;ANESTHESIE-REANIMATION;559;234;325;5;177;48;1;3;0;0;0;0;0;2;247;61;8;6;0;0;1;0;0
Belgique;CHIRURGIE;331;168;163;0;126;40;1;1;0;0;0;0;0;0;114;44;4;1;0;0;0;0;0
Belgique;NEUROCHIRURGIE;53;17;36;1;9;6;1;0;0;0;0;0;0;1;26;9;0;0;0;0;0;0;0
Belgique;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;46;23;23;0;15;6;2;0;0;0;0;0;0;1;17;4;1;0;0;0;0;0;0
Belgique;NEUROLOGIE;137;92;45;3;77;11;1;0;0;0;0;0;0;0;34;11;0;0;0;0;0;0;0
Belgique;GYNECOLOGIE-OBSTETRIQUE;300;266;34;3;229;32;2;0;0;0;0;0;0;0;27;6;1;0;0;0;0;0;0
Belgique;OPHTALMOLOGIE;128;92;36;3;80;7;1;1;0;0;0;0;0;0;34;2;0;0;0;0;0;0;0
Belgique;OTO-RHINO-LARYNGOLOGIE;93;72;21;0;61;11;0;0;0;0;0;0;0;0;19;2;0;0;0;0;0;0;0
Belgique;UROLOGIE;113;51;62;0;38;13;0;0;0;0;0;0;0;0;47;15;0;0;0;0;0;0;0
Belgique;CHIRURGIE ORTHOPEDIQUE;235;76;159;1;58;17;0;0;0;0;0;0;0;0;113;43;1;2;0;0;0;0;0
Belgique;STOMATOLOGIE;56;17;39;1;14;2;0;0;0;0;0;0;0;0;37;2;0;0;0;0;0;0;0
Belgique;DERMATO-VENEREOLOGIE;81;69;12;1;61;6;1;0;0;0;0;0;0;0;7;4;1;0;0;0;0;0;0
Belgique;PNEUMOLOGIE;65;41;24;0;22;17;2;0;0;0;0;0;0;0;17;7;0;0;0;0;0;0;0
Belgique;GASTRO-ENTEROLOGIE;90;59;31;0;33;24;1;1;0;0;0;0;0;0;13;18;0;0;0;0;0;0;0
