Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;ALLE SPECIALITEITEN;27407;10950;16457;0;32;1278;1853;1863;1609;1330;1010;846;1129;0;18;714;1321;1616;1545;2041;2131;2142;4929
Gewest Vlaanderen;ALLE SPECIALITEITEN;14668;5721;8947;0;20;702;1053;1041;921;739;465;378;402;0;9;393;787;930;859;1176;1178;1185;2430
Gewest Wallonië;ALLE SPECIALITEITEN;8999;3513;5486;0;7;354;506;615;496;419;373;300;443;0;5;206;351;507;517;677;714;728;1781
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;3740;1716;2024;0;5;222;294;207;192;172;172;168;284;0;4;115;183;179;169;188;239;229;718
Prov Vlaams Brabant;ALLE SPECIALITEITEN;3938;1715;2223;0;8;213;308;310;273;211;155;111;126;0;6;88;197;223;233;303;306;286;581
Prov West-Vlaanderen;ALLE SPECIALITEITEN;2408;762;1646;0;2;101;149;126;111;107;42;61;63;0;1;79;126;147;129;191;198;219;556
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;3141;1268;1873;0;6;147;250;234;197;158;108;78;90;0;1;83;166;214;177;242;249;237;504
Prov Antwerpen;ALLE SPECIALITEITEN;3678;1438;2240;0;3;170;255;265;246;185;121;102;91;0;1;105;207;228;221;311;286;303;578
Prov Limburg;ALLE SPECIALITEITEN;1503;538;965;0;1;71;91;106;94;78;39;26;32;0;0;38;91;118;99;129;139;140;211
Prov Waals Brabant;ALLE SPECIALITEITEN;1892;757;1135;0;1;61;97;115;118;104;112;52;97;0;1;28;71;111;117;165;148;144;350
Prov Henegouwen;ALLE SPECIALITEITEN;2382;871;1511;0;2;86;111;160;111;92;87;91;131;0;1;45;71;122;144;178;209;207;534
Prov Luik;ALLE SPECIALITEITEN;2948;1208;1740;0;3;141;182;210;170;137;114;105;146;0;2;91;124;155;164;195;219;230;560
