Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;ALLE SPECIALITEITEN;3962;2388;1574;22;1879;407;52;22;4;2;0;0;0;12;1103;325;76;33;16;6;1;1;1
Gewest Vlaanderen;ALLE SPECIALITEITEN;2193;1322;871;10;1088;192;23;7;2;0;0;0;0;2;644;163;37;16;7;1;0;1;0
Gewest Wallonië;ALLE SPECIALITEITEN;898;545;353;8;432;88;7;9;1;0;0;0;0;8;245;67;16;8;5;3;0;0;1
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;871;521;350;4;359;127;22;6;1;2;0;0;0;2;214;95;23;9;4;2;1;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;676;419;257;3;336;69;8;3;0;0;0;0;0;0;178;59;12;6;2;0;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;278;157;121;1;137;17;2;0;0;0;0;0;0;2;105;12;2;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;529;336;193;2;279;47;6;2;0;0;0;0;0;0;137;41;10;3;1;0;0;1;0
Prov Antwerpen;ALLE SPECIALITEITEN;546;309;237;4;252;45;4;2;2;0;0;0;0;0;176;39;10;7;4;1;0;0;0
Prov Limburg;ALLE SPECIALITEITEN;164;101;63;0;84;14;3;0;0;0;0;0;0;0;48;12;3;0;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;130;90;40;3;63;20;0;3;1;0;0;0;0;3;25;8;3;1;0;0;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;187;116;71;1;96;17;1;1;0;0;0;0;0;2;49;15;1;1;1;2;0;0;0
Prov Luik;ALLE SPECIALITEITEN;422;241;181;2;195;35;6;3;0;0;0;0;0;2;125;35;9;6;3;0;0;0;1
