gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;4056;1445;2611;0;0;101;290;308;228;170;131;117;100;0;0;61;193;293;305;368;354;364;673
Gewest Vlaanderen;ALLE SPECIALITEITEN;2374;852;1522;0;0;71;187;208;145;100;63;50;28;0;0;45;137;186;200;209;190;199;356
Gewest Wallonië;ALLE SPECIALITEITEN;1218;392;826;0;0;18;62;80;57;46;44;44;41;0;0;12;37;85;80;127;129;128;228
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;464;201;263;0;0;12;41;20;26;24;24;23;31;0;0;4;19;22;25;32;35;37;89
Prov Vlaams Brabant;ALLE SPECIALITEITEN;598;242;356;0;0;20;51;61;33;27;24;17;9;0;0;16;25;39;47;46;41;46;96
Prov West-Vlaanderen;ALLE SPECIALITEITEN;444;119;325;0;0;11;29;24;23;16;3;10;3;0;0;6;24;36;40;43;36;40;100
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;522;196;326;0;0;18;47;49;29;24;10;10;9;0;0;9;35;44;49;48;41;36;64
Prov Antwerpen;ALLE SPECIALITEITEN;570;225;345;0;0;15;44;54;46;26;24;11;5;0;0;10;29;40;45;51;49;55;66
Prov Limburg;ALLE SPECIALITEITEN;240;70;170;0;0;7;16;20;14;7;2;2;2;0;0;4;24;27;19;21;23;22;30
Prov Waals Brabant;ALLE SPECIALITEITEN;261;82;179;0;0;2;12;10;14;13;15;7;9;0;0;1;7;17;20;28;27;24;55
Prov Henegouwen;ALLE SPECIALITEITEN;315;87;228;0;0;4;12;25;9;8;7;11;11;0;0;3;6;13;23;45;40;33;65
Prov Luik;ALLE SPECIALITEITEN;413;147;266;0;0;8;23;28;23;14;14;21;16;0;0;6;15;36;25;28;43;48;65
Prov Namen;ALLE SPECIALITEITEN;171;56;115;0;0;4;10;14;7;7;7;2;5;0;0;2;7;14;10;20;13;19;30
Prov Luxemburg;ALLE SPECIALITEITEN;58;20;38;0;0;0;5;3;4;4;1;3;0;0;0;0;2;5;2;6;6;4;13
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;464;201;263;0;0;12;41;20;26;24;24;23;31;0;0;4;19;22;25;32;35;37;89
België;NUCLEAIRE IN VITRO GENEESKUNDE;213;82;131;0;0;0;2;5;10;24;19;12;10;0;0;0;0;3;7;19;31;31;40
België;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;958;329;629;0;0;5;38;52;59;43;30;47;55;0;0;4;21;32;36;59;53;106;318
België;GERIATRIE;165;54;111;0;0;6;8;13;10;4;7;2;4;0;0;1;2;5;4;7;12;15;65
België;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;179;42;137;0;0;3;17;9;5;2;5;1;0;0;0;2;27;21;21;17;19;11;19
België;INTENSIEVE ZORGEN;789;236;553;0;0;26;54;71;42;23;11;4;5;0;0;30;59;86;84;106;83;56;49
België;PEDIATRISCHE NEUROLOGIE;91;63;28;0;0;4;14;15;6;5;4;9;6;0;0;0;1;3;4;1;3;8;8
België;NEFROLOGIE;314;118;196;0;0;16;32;29;12;12;7;5;5;0;0;10;25;23;18;31;14;27;48
België;URGENTIEGENEESKUNDE;448;117;331;0;0;4;28;26;23;14;10;9;3;0;0;5;22;56;62;47;60;31;48
België;ENDOCRINO-DIABETOLOGIE;304;154;150;0;0;15;37;29;29;13;15;11;5;0;0;5;11;17;17;11;20;18;51
België;NEONATOLOGIE;121;84;37;0;0;10;20;19;16;8;7;4;0;0;0;1;4;7;9;4;6;5;1
