gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;5093;2934;2159;27;2240;559;61;23;17;6;0;1;0;13;1599;466;36;18;13;4;8;1;1
Gewest Vlaanderen;ALLE SPECIALITEITEN;2736;1561;1175;13;1203;288;29;13;9;6;0;0;0;9;888;242;14;8;6;0;6;1;1
Gewest Wallonië;ALLE SPECIALITEITEN;1305;772;533;11;605;125;19;5;6;0;0;1;0;2;410;97;7;7;5;4;1;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;1052;601;451;3;432;146;13;5;2;0;0;0;0;2;301;127;15;3;2;0;1;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;802;452;350;1;330;101;7;7;4;2;0;0;0;2;252;83;6;1;1;0;5;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;312;170;142;2;142;21;2;0;3;0;0;0;0;1;118;21;1;1;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;702;416;286;2;326;70;15;1;1;1;0;0;0;4;220;55;4;1;0;0;0;1;1
Prov Antwerpen;ALLE SPECIALITEITEN;717;410;307;7;313;78;5;5;0;2;0;0;0;1;224;72;2;4;3;0;1;0;0
Prov Limburg;ALLE SPECIALITEITEN;203;113;90;1;92;18;0;0;1;1;0;0;0;1;74;11;1;1;2;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;227;138;89;1;112;22;2;1;0;0;0;0;0;0;70;17;0;0;1;1;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;304;193;111;3;153;30;4;1;2;0;0;0;0;1;88;18;1;1;0;1;1;0;0
Prov Luik;ALLE SPECIALITEITEN;562;325;237;5;256;50;7;3;3;0;0;1;0;1;175;46;6;5;3;1;0;0;0
Prov Namen;ALLE SPECIALITEITEN;155;85;70;2;63;15;5;0;0;0;0;0;0;0;53;15;0;1;1;0;0;0;0
