gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;27988;11422;16566;0;31;1435;1736;1932;1707;1380;1082;881;1238;0;8;789;1239;1590;1563;1945;2144;2151;5137
Gewest Vlaanderen;ALLE SPECIALITEITEN;15037;5995;9042;0;23;811;975;1064;988;766;518;389;461;0;3;461;720;919;889;1080;1214;1199;2557
Gewest Wallonië;ALLE SPECIALITEITEN;9152;3658;5494;0;5;387;495;627;522;434;388;316;484;0;3;209;343;474;513;678;709;723;1842
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;3799;1769;2030;0;3;237;266;241;197;180;176;176;293;0;2;119;176;197;161;187;221;229;738
Prov Vlaams Brabant;ALLE SPECIALITEITEN;4041;1783;2258;0;11;235;272;331;293;217;164;119;141;0;0;122;177;228;244;282;315;272;618
Prov West-Vlaanderen;ALLE SPECIALITEITEN;2458;805;1653;0;2;112;139;126;121;112;55;61;77;0;1;71;120;140;139;181;195;224;582
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;3250;1340;1910;0;4;186;238;232;212;164;124;70;110;0;1;107;153;210;174;223;259;251;532
Prov Antwerpen;ALLE SPECIALITEITEN;3768;1503;2265;0;5;196;241;268;261;189;133;113;97;0;0;120;190;224;233;282;306;307;603
Prov Limburg;ALLE SPECIALITEITEN;1520;564;956;0;1;82;85;107;101;84;42;26;36;0;1;41;80;117;99;112;139;145;222
Prov Waals Brabant;ALLE SPECIALITEITEN;1951;802;1149;0;1;80;88;126;117;102;120;63;105;0;1;27;75;102;115;156;156;149;368
Prov Henegouwen;ALLE SPECIALITEITEN;2403;905;1498;0;0;88;114;163;117;100;87;95;141;0;1;41;79;107;135;186;204;200;545
Prov Luik;ALLE SPECIALITEITEN;3004;1259;1745;0;4;150;189;205;182;144;118;101;166;0;1;96;110;153;165;202;214;228;576
Prov Namen;ALLE SPECIALITEITEN;1323;513;810;0;0;50;80;96;78;61;51;40;57;0;0;37;67;83;75;93;96;102;257
Prov Luxemburg;ALLE SPECIALITEITEN;471;179;292;0;0;19;24;37;28;27;12;17;15;0;0;8;12;29;23;41;39;44;96
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;3799;1769;2030;0;3;237;266;241;197;180;176;176;293;0;2;119;176;197;161;187;221;229;738
België;ARBEIDSGENEESKUNDE;1166;636;530;0;1;9;48;130;102;111;105;75;55;0;0;0;13;47;30;46;101;112;181
België;ANESTHESIE-REANIMATIE;2514;1026;1488;0;0;159;150;167;163;118;66;67;136;0;0;114;164;189;214;200;197;157;253
België;HEELKUNDE;1745;329;1416;0;0;42;67;68;46;28;29;27;22;0;0;63;112;140;131;162;171;169;468
België;NEUROCHIRURGIE;232;26;206;0;0;6;1;5;7;5;1;0;1;0;0;15;25;33;28;20;22;20;43
België;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;278;69;209;0;0;13;10;12;7;7;11;5;4;0;0;11;38;20;27;35;19;19;40
België;NEUROLOGIE;596;282;314;0;0;46;59;50;45;33;20;19;10;0;0;18;33;46;35;43;52;41;46
België;PSYCHIATRIE;986;441;545;0;0;5;7;39;116;105;66;38;65;0;0;4;2;32;73;92;66;66;210
België;GYNAECOLOGIE-VERLOSKUNDE;1678;843;835;0;2;138;146;140;120;110;75;57;55;0;0;28;36;56;64;83;101;118;349
België;OFTALMOLOGIE;1251;747;504;0;13;80;94;98;81;81;80;73;147;0;4;31;34;39;41;57;57;52;189
België;OTORHINOLARYNGOLOGIE;736;305;431;0;1;45;44;48;47;48;28;21;23;0;0;18;27;36;32;42;71;57;148
België;UROLOGIE;476;61;415;0;0;9;17;15;7;6;5;2;0;0;0;29;38;56;45;45;40;52;110
België;ORTHOPEDISCHE HEELKUNDE;1194;108;1086;0;0;9;26;17;20;14;8;5;9;0;0;66;102;130;109;148;152;124;255
België;STOMATOLOGIE;357;87;270;0;0;11;16;15;14;4;11;5;11;0;0;18;25;25;20;32;33;26;91
België;DERMATO-VENEREOLOGIE;852;601;251;0;10;68;74;87;91;74;49;58;90;0;1;13;6;18;14;30;26;31;112
