Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;TOUTES SPECIALITES;273;176;97;79;80;13;3;1;0;0;0;0;0;28;51;13;2;2;0;1;0;0;0
Région Flandre;TOUTES SPECIALITES;124;78;46;37;32;5;3;1;0;0;0;0;0;15;23;8;0;0;0;0;0;0;0
Région Wallonie;TOUTES SPECIALITES;87;63;24;36;23;4;0;0;0;0;0;0;0;9;13;0;1;1;0;0;0;0;0
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;62;35;27;6;25;4;0;0;0;0;0;0;0;4;15;5;1;1;0;1;0;0;0
Prov Brabant flamand;TOUTES SPECIALITES;34;19;15;4;10;2;3;0;0;0;0;0;0;3;9;3;0;0;0;0;0;0;0
Prov Flandre occidentale;TOUTES SPECIALITES;21;18;3;13;4;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
Prov Flandre orientale;TOUTES SPECIALITES;32;21;11;9;11;1;0;0;0;0;0;0;0;3;5;3;0;0;0;0;0;0;0
Prov Anvers;TOUTES SPECIALITES;25;13;12;6;5;1;0;1;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0
Prov Limbourg;TOUTES SPECIALITES;12;7;5;5;2;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0
Prov Brabant wallon;TOUTES SPECIALITES;11;6;5;5;0;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0
Prov Hainaut;TOUTES SPECIALITES;13;10;3;5;3;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
Prov Liège;TOUTES SPECIALITES;51;37;14;20;17;0;0;0;0;0;0;0;0;4;8;0;1;1;0;0;0;0;0
Prov Namur;TOUTES SPECIALITES;7;5;2;3;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Prov Luxembourg;TOUTES SPECIALITES;5;5;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;TOUTES SPECIALITES;62;35;27;6;25;4;0;0;0;0;0;0;0;4;15;5;1;1;0;1;0;0;0
Belgique;DENTISTERIE GENERALE;197;127;70;68;43;12;3;1;0;0;0;0;0;23;36;7;1;2;0;1;0;0;0
Belgique;PARODONTOLOGIE;28;12;16;2;10;0;0;0;0;0;0;0;0;4;7;5;0;0;0;0;0;0;0
Belgique;ORTHODONTIE;48;37;11;9;27;1;0;0;0;0;0;0;0;1;8;1;1;0;0;0;0;0;0
Région Flandre;DENTISTERIE GENERALE;80;52;28;32;11;5;3;1;0;0;0;0;0;12;13;3;0;0;0;0;0;0;0
