Territoire-Spécialité;Unnamed: 1;Unnamed: 2;Total;Genre;Unnamed: 5;Femme;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Homme;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;;;;Femme;Homme;-25;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65+;-25;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65+
;Belgique;"Tous les
kinésithérapeutes";35533.0;21238;14295;1316;3544;1851;1988;2630;2168;2043;2094;1604;2000;678;2127;1000;902;1642;1325;1248;1486;1477;2410
;"Région
flamande";"Tous les
kinésithérapeutes";19927.0;12304;7623;729;1907;1042;1278;1716;1370;1145;1201;911;1005;308;1000;445;515;921;693;644;833;860;1404
;"Région
wallonne";"Tous les
kinésithérapeutes";12707.0;7240;5467;479;1269;641;614;804;683;762;734;539;715;300;861;393;303;625;565;518;559;511;832
;"Région de
Bruxelles
Capitale";"Tous les
kinésithérapeutes";2899.0;1694;1205;108;368;168;96;110;115;136;159;154;280;70;266;162;84;96;67;86;94;106;174
;"Brabant
flamand";"Tous les
kinésithérapeutes";4287.0;2726;1561;162;451;234;286;340;291;270;255;222;215;61;225;109;105;206;134;138;148;183;252
;"Flandre
occidentale";"Tous les
kinésithérapeutes";3759.0;2182;1577;139;309;133;213;345;243;209;222;165;204;60;134;63;105;195;148;135;217;174;346
;"Flandre
orientale";"Tous les
kinésithérapeutes";4574.0;2941;1633;162;428;254;327;443;321;271;276;205;254;68;202;74;105;203;140;167;185;191;298
;Anvers;"Tous les
kinésithérapeutes";4861.0;3020;1841;188;473;275;312;382;335;287;329;214;225;80;265;134;122;193;173;136;198;205;335
;Limbourg;"Tous les
kinésithérapeutes";2446.0;1435;1011;78;246;146;140;206;180;108;119;105;107;39;174;65;78;124;98;68;85;107;173
;"Brabant
Wallon";"Tous les
kinésithérapeutes";2198.0;1397;801;81;217;114;107;163;111;143;172;121;168;44;142;67;39;100;85;66;90;70;98
;Hainaut;"Tous les
kinésithérapeutes";3863.0;1978;1885;121;319;153;162;216;201;216;216;134;240;94;276;124;88;198;197;162;204;174;368
;Liège;"Tous les
kinésithérapeutes";3678.0;2143;1535;150;388;193;189;232;200;233;200;178;180;83;236;99;98;174;170;166;154;157;198
;Namur;"Tous les
kinésithérapeutes";1801.0;1024;777;70;190;87;86;103;103;115;100;73;97;35;111;54;34;107;76;81;75;84;120
