gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;216;148;68;99;47;2;0;0;0;0;0;0;0;31;34;1;2;0;0;0;0;0;0
Gewest Vlaanderen;ALLE SPECIALITEITEN;138;95;43;67;26;2;0;0;0;0;0;0;0;24;17;1;1;0;0;0;0;0;0
Gewest Wallonië;ALLE SPECIALITEITEN;42;29;13;21;8;0;0;0;0;0;0;0;0;5;8;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;36;24;12;11;13;0;0;0;0;0;0;0;0;2;9;0;1;0;0;0;0;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;36;23;13;15;7;1;0;0;0;0;0;0;0;6;6;1;0;0;0;0;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;32;24;8;18;6;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;33;18;15;13;5;0;0;0;0;0;0;0;0;8;6;0;1;0;0;0;0;0;0
Prov Antwerpen;ALLE SPECIALITEITEN;25;19;6;10;8;1;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0
Prov Limburg;ALLE SPECIALITEITEN;12;11;1;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;5;3;2;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;12;10;2;9;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Prov Luik;ALLE SPECIALITEITEN;17;10;7;5;5;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0
Prov Namen;ALLE SPECIALITEITEN;3;2;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Luxemburg;ALLE SPECIALITEITEN;5;4;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;36;24;12;11;13;0;0;0;0;0;0;0;0;2;9;0;1;0;0;0;0;0;0
België;ALGEMENE TANDHEELKUNDE;148;102;46;78;22;2;0;0;0;0;0;0;0;25;18;1;2;0;0;0;0;0;0
België;PARODONTOLOGIE;27;14;13;8;6;0;0;0;0;0;0;0;0;5;8;0;0;0;0;0;0;0;0
België;ORTHODONTIE;41;32;9;13;19;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0
Gewest Vlaanderen;ALGEMENE TANDHEELKUNDE;96;64;32;52;10;2;0;0;0;0;0;0;0;21;9;1;1;0;0;0;0;0;0
Gewest Vlaanderen;PARODONTOLOGIE;18;12;6;7;5;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0
Gewest Vlaanderen;ORTHODONTIE;24;19;5;8;11;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
Gewest Wallonië;ALGEMENE TANDHEELKUNDE;30;22;8;18;4;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0
Gewest Wallonië;PARODONTOLOGIE;4;1;3;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Gewest Wallonië;ORTHODONTIE;8;6;2;2;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALGEMENE TANDHEELKUNDE;22;16;6;8;8;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PARODONTOLOGIE;5;1;4;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ORTHODONTIE;9;7;2;3;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;ALGEMENE TANDHEELKUNDE;27;17;10;12;4;1;0;0;0;0;0;0;0;6;3;1;0;0;0;0;0;0;0
Prov Vlaams Brabant;PARODONTOLOGIE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;ORTHODONTIE;7;5;2;3;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;ALGEMENE TANDHEELKUNDE;21;14;7;12;2;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;PARODONTOLOGIE;7;6;1;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;ORTHODONTIE;4;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALGEMENE TANDHEELKUNDE;19;9;10;9;0;0;0;0;0;0;0;0;0;6;3;0;1;0;0;0;0;0;0
Prov Oost-Vlaanderen;PARODONTOLOGIE;5;3;2;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ORTHODONTIE;9;6;3;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Antwerpen;ALGEMENE TANDHEELKUNDE;17;13;4;8;4;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0
Prov Antwerpen;PARODONTOLOGIE;4;2;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Antwerpen;ORTHODONTIE;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limburg;ALGEMENE TANDHEELKUNDE;12;11;1;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;ALGEMENE TANDHEELKUNDE;5;3;2;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Henegouwen;ALGEMENE TANDHEELKUNDE;11;9;2;8;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Prov Henegouwen;PARODONTOLOGIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luik;ALGEMENE TANDHEELKUNDE;8;5;3;4;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
Prov Luik;PARODONTOLOGIE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Luik;ORTHODONTIE;6;5;1;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov Namen;ALGEMENE TANDHEELKUNDE;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namen;ORTHODONTIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Luxemburg;ALGEMENE TANDHEELKUNDE;4;3;1;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Luxemburg;ORTHODONTIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALGEMENE TANDHEELKUNDE;22;16;6;8;8;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;PARODONTOLOGIE;5;1;4;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ORTHODONTIE;9;7;2;3;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
