gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;3713;1291;2422;0;0;89;249;271;214;152;130;102;84;0;0;57;184;257;293;336;336;339;620
Gewest Vlaanderen;ALLE SPECIALITEITEN;2124;737;1387;0;0;61;159;181;134;80;57;45;20;0;0;36;128;166;184;183;181;187;322
Gewest Wallonië;ALLE SPECIALITEITEN;1160;368;792;0;0;16;58;73;57;48;45;36;35;0;0;15;39;74;85;122;121;118;218
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;429;186;243;0;0;12;32;17;23;24;28;21;29;0;0;6;17;17;24;31;34;34;80
Prov Vlaams Brabant;ALLE SPECIALITEITEN;534;208;326;0;0;11;51;49;29;21;26;14;7;0;0;11;25;34;46;45;38;44;83
Prov West-Vlaanderen;ALLE SPECIALITEITEN;406;110;296;0;0;11;24;26;24;11;4;8;2;0;0;5;24;35;40;33;31;36;92
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;466;169;297;0;0;19;30;45;30;22;5;13;5;0;0;10;22;45;42;45;38;33;62
Prov Antwerpen;ALLE SPECIALITEITEN;496;188;308;0;0;14;39;44;37;21;20;9;4;0;0;5;29;32;41;43;49;51;58
Prov Limburg;ALLE SPECIALITEITEN;222;62;160;0;0;6;15;17;14;5;2;1;2;0;0;5;28;20;15;17;25;23;27
Prov Waals Brabant;ALLE SPECIALITEITEN;247;78;169;0;0;1;11;9;15;13;14;8;7;0;0;0;10;16;18;24;24;26;51
Prov Henegouwen;ALLE SPECIALITEITEN;300;82;218;0;0;3;14;22;8;8;7;10;10;0;0;0;6;13;27;42;39;25;66
Prov Luik;ALLE SPECIALITEITEN;394;138;256;0;0;10;19;26;24;14;16;16;13;0;0;9;15;29;21;35;38;45;64
Prov Namen;ALLE SPECIALITEITEN;165;52;113;0;0;2;11;13;6;8;7;0;5;0;0;5;5;14;16;15;14;17;27
Prov Luxemburg;ALLE SPECIALITEITEN;54;18;36;0;0;0;3;3;4;5;1;2;0;0;0;1;3;2;3;6;6;5;10
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;429;186;243;0;0;12;32;17;23;24;28;21;29;0;0;6;17;17;24;31;34;34;80
België;NUCLEAIRE IN VITRO GENEESKUNDE;215;82;133;0;0;0;2;6;11;25;20;11;7;0;0;0;0;4;8;21;30;31;39
België;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;938;312;626;0;0;0;36;51;56;41;36;44;48;0;0;2;15;27;48;52;64;120;298
België;GERIATRIE;170;54;116;0;0;6;9;14;9;5;6;1;4;0;0;1;3;5;6;7;16;15;63
België;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;171;38;133;0;0;2;15;11;3;1;6;0;0;0;0;5;24;20;19;20;15;13;17
België;INTENSIEVE ZORGEN;757;217;540;0;0;22;56;58;43;19;11;4;4;0;0;26;63;83;87;110;77;50;44
België;PEDIATRISCHE NEUROLOGIE;85;58;27;0;0;4;12;14;4;6;5;7;6;0;0;0;2;3;3;2;5;4;8
België;NEFROLOGIE;306;112;194;0;0;20;27;27;12;9;10;3;4;0;0;14;21;23;22;28;20;22;44
België;URGENTIEGENEESKUNDE;439;111;328;0;0;2;28;27;23;11;8;9;3;0;0;3;30;53;65;47;58;32;40
België;ENDOCRINO-DIABETOLOGIE;293;147;146;0;0;15;33;32;26;14;13;10;4;0;0;4;12;20;10;17;18;19;46
België;NEONATOLOGIE;101;68;33;0;0;9;13;18;14;6;4;4;0;0;0;1;3;10;4;4;5;5;1
België;KLINISCHE HEMATOLOGIE;132;61;71;0;0;9;18;12;8;7;4;1;2;0;0;1;10;8;13;14;8;9;8
België;BEHEER VAN GEZONDHEIDSGEGEVENS;106;31;75;0;0;0;0;1;5;8;7;8;2;0;0;0;1;1;8;14;20;19;12
Gewest Vlaanderen;NUCLEAIRE IN VITRO GENEESKUNDE;113;36;77;0;0;0;2;4;9;11;5;4;1;0;0;0;0;4;7;13;19;15;19
Gewest Vlaanderen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;545;184;361;0;0;0;30;36;41;26;15;20;16;0;0;2;10;24;34;30;32;74;155
Gewest Vlaanderen;GERIATRIE;111;35;76;0;0;6;4;11;6;2;4;1;1;0;0;1;2;4;2;4;12;9;42
Gewest Vlaanderen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;121;21;100;0;0;2;8;8;0;0;3;0;0;0;0;5;21;14;13;14;12;7;14
Gewest Vlaanderen;INTENSIEVE ZORGEN;485;164;321;0;0;18;44;48;32;12;7;3;0;0;0;14;47;52;55;57;44;25;27
Gewest Vlaanderen;PEDIATRISCHE NEUROLOGIE;47;31;16;0;0;2;5;10;3;4;3;3;1;0;0;0;1;1;3;1;3;3;4
