gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;9222;4470;4752;26;470;415;320;485;455;561;716;594;428;21;240;190;222;231;230;518;992;911;1197
Gewest Vlaanderen;ALLE SPECIALITEITEN;5428;2650;2778;23;281;235;177;313;276;357;424;353;211;15;136;105;96;135;102;268;602;597;722
Gewest Wallonië;ALLE SPECIALITEITEN;2661;1270;1391;3;106;115;90;124;131;141;231;183;146;3;54;40;79;57;79;179;293;255;352
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;1133;550;583;0;83;65;53;48;48;63;61;58;71;3;50;45;47;39;49;71;97;59;123
Prov Vlaams Brabant;ALLE SPECIALITEITEN;1217;663;554;9;45;48;47;91;77;98;112;88;48;4;32;28;12;36;30;61;122;112;117
Prov West-Vlaanderen;ALLE SPECIALITEITEN;998;454;544;3;54;44;37;56;39;45;77;53;46;2;13;11;19;15;16;29;123;133;183
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;1191;577;614;5;76;44;31;75;63;70;75;82;56;4;52;23;20;37;21;67;106;128;156
Prov Antwerpen;ALLE SPECIALITEITEN;1334;635;699;4;71;69;35;49;63;109;107;81;47;1;23;30;27;32;31;80;168;141;166
Prov Limburg;ALLE SPECIALITEITEN;688;321;367;2;35;30;27;42;34;35;53;49;14;4;16;13;18;15;4;31;83;83;100
Prov Waals Brabant;ALLE SPECIALITEITEN;541;295;246;0;12;19;21;30;35;31;49;55;43;0;10;6;16;13;16;27;40;46;72
Prov Henegouwen;ALLE SPECIALITEITEN;682;313;369;1;30;23;16;36;37;33;66;48;23;1;13;13;19;14;17;53;67;84;88
Prov Luik;ALLE SPECIALITEITEN;947;428;519;1;43;56;42;36;32;45;81;48;44;1;26;15;29;18;30;62;132;77;129
Prov Namen;ALLE SPECIALITEITEN;324;157;167;1;11;15;5;15;20;23;21;21;25;1;4;3;10;8;9;23;29;35;45
Prov Luxemburg;ALLE SPECIALITEITEN;167;77;90;0;10;2;6;7;7;9;14;11;11;0;1;3;5;4;7;14;25;13;18
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;1133;550;583;0;83;65;53;48;48;63;61;58;71;3;50;45;47;39;49;71;97;59;123
België;ALGEMENE TANDHEELKUNDE;8570;4045;4525;26;438;362;276;437;393;492;666;551;404;21;226;169;197;208;213;487;950;876;1178
België;PARODONTOLOGIE;181;104;77;0;16;17;14;18;19;13;3;3;1;0;8;14;10;9;9;10;10;5;2
