gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;136;76;60;0;2;48;10;6;8;0;2;0;0;0;1;36;8;7;5;1;2;0;0
Gewest Vlaanderen;ALLE SPECIALITEITEN;87;48;39;0;1;31;6;3;5;0;2;0;0;0;1;26;4;4;2;1;1;0;0
Gewest Wallonië;ALLE SPECIALITEITEN;30;16;14;0;0;9;2;3;2;0;0;0;0;0;0;7;2;2;2;0;1;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;19;12;7;0;1;8;2;0;1;0;0;0;0;0;0;3;2;1;1;0;0;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;27;12;15;0;0;10;0;0;1;0;1;0;0;0;1;9;0;3;1;1;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;9;3;6;0;0;3;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;16;11;5;0;0;8;3;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0
Prov Antwerpen;ALLE SPECIALITEITEN;27;16;11;0;1;7;3;1;3;0;1;0;0;0;0;7;2;0;1;0;1;0;0
Prov Limburg;ALLE SPECIALITEITEN;8;6;2;0;0;3;0;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;6;1;5;0;0;1;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;8;4;4;0;0;1;1;1;1;0;0;0;0;0;0;2;0;0;1;0;1;0;0
Prov Luik;ALLE SPECIALITEITEN;12;10;2;0;0;6;1;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Prov Namen;ALLE SPECIALITEITEN;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Prov Luxemburg;ALLE SPECIALITEITEN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;19;12;7;0;1;8;2;0;1;0;0;0;0;0;0;3;2;1;1;0;0;0;0
België;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;24;12;12;0;0;4;0;4;4;0;0;0;0;0;1;2;4;3;1;1;0;0;0
België;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;7;2;5;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
België;INTENSIEVE ZORGEN;41;22;19;0;0;17;2;1;1;0;1;0;0;0;0;18;1;0;0;0;0;0;0
België;PEDIATRISCHE NEUROLOGIE;11;10;1;0;0;6;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
België;NEFROLOGIE;10;5;5;0;0;4;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0
