gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;26965;10557;16408;0;30;1189;1854;1892;1523;1261;964;829;1015;0;12;697;1394;1610;1607;2134;2129;2124;4701
Gewest Vlaanderen;ALLE SPECIALITEITEN;14327;5478;8849;0;19;631;1057;1083;840;694;436;366;352;0;6;368;814;924;892;1229;1176;1136;2304
Gewest Wallonië;ALLE SPECIALITEITEN;8906;3397;5509;0;3;341;508;603;493;398;349;304;398;0;1;205;379;512;539;707;713;769;1684
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;3732;1682;2050;0;8;217;289;206;190;169;179;159;265;0;5;124;201;174;176;198;240;219;713
Prov Vlaams Brabant;ALLE SPECIALITEITEN;3867;1675;2192;0;9;223;314;317;232;218;140;112;110;0;1;90;195;229;245;315;289;284;544
Prov West-Vlaanderen;ALLE SPECIALITEITEN;2335;708;1627;0;0;74;151;131;105;91;44;60;52;0;2;69;125;149;137;210;199;212;524
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;3090;1231;1859;0;4;145;253;234;184;151;101;78;81;0;1;74;186;199;185;255;253;219;487
Prov Antwerpen;ALLE SPECIALITEITEN;3569;1353;2216;0;4;130;255;280;231;165;121;88;79;0;1;105;199;236;233;308;293;291;550
Prov Limburg;ALLE SPECIALITEITEN;1466;511;955;0;2;59;84;121;88;69;30;28;30;0;1;30;109;111;92;141;142;130;199
Prov Waals Brabant;ALLE SPECIALITEITEN;1834;725;1109;0;0;50;105;109;119;96;106;47;93;0;0;28;79;103;125;160;142;145;327
Prov Henegouwen;ALLE SPECIALITEITEN;2384;846;1538;0;1;75;118;154;114;91;79;98;116;0;0;46;76;127;143;201;208;214;523
Prov Luik;ALLE SPECIALITEITEN;2919;1173;1746;0;1;145;176;216;160;134;99;108;134;0;0;91;136;160;173;191;230;247;518
Prov Namen;ALLE SPECIALITEITEN;1292;479;813;0;1;53;79;91;74;52;50;36;43;0;1;38;69;93;69;107;95;115;226
Prov Luxemburg;ALLE SPECIALITEITEN;477;174;303;0;0;18;30;33;26;25;15;15;12;0;0;2;19;29;29;48;38;48;90
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;3732;1682;2050;0;8;217;289;206;190;169;179;159;265;0;5;124;201;174;176;198;240;219;713
België;ARBEIDSGENEESKUNDE;1154;623;531;0;0;8;79;147;84;115;92;67;31;0;0;3;30;39;28;80;88;120;143
België;ANESTHESIE-REANIMATIE;2384;940;1444;0;1;118;158;177;137;95;66;71;117;0;1;109;177;204;198;209;180;140;226
België;HEELKUNDE;1707;296;1411;0;0;37;68;65;35;27;32;17;15;0;0;57;123;138;140;160;176;174;443
België;NEUROCHIRURGIE;220;22;198;0;0;3;2;7;5;3;1;0;1;0;0;14;29;30;21;19;29;18;38
België;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;262;61;201;0;0;9;10;11;6;9;10;3;3;0;0;13;27;25;29;33;18;23;33
