Territoire-Spécialité;Unnamed: 1;Unnamed: 2;Total;Genre;Unnamed: 5;Femme;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Homme;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;;;;Femme;Homme;-25;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65+;-25;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65+
;Belgique;Tous les kinésithérapeutes;38361.0;23061;15300;1550;3931;2455;1815;2487;2323;2052;2089;1786;2573;701;2464;1445;804;1432;1453;1203;1387;1460;2951
;"Région
flamande";Tous les kinésithérapeutes;21637.0;13464;8173;862;2289;1307;1194;1538;1525;1209;1185;1019;1336;346;1198;642;463;792;764;630;768;826;1744
;"Région
wallonne";Tous les kinésithérapeutes;13673.0;7831;5842;553;1267;939;521;843;691;729;762;615;911;287;965;594;252;557;608;501;541;535;1002
;"Région de
Bruxelles
Capitale";Tous les kinésithérapeutes;3051.0;1766;1285;135;375;209;100;106;107;114;142;152;326;68;301;209;89;83;81;72;78;99;205
;"Brabant
flamand";Tous les kinésithérapeutes;4647.0;2956;1691;166;514;330;260;318;309;267;271;231;290;74;248;166;106;181;156;134;137;163;326
;"Flandre
occidentale";Tous les kinésithérapeutes;4063.0;2401;1662;179;375;193;179;291;290;223;202;201;268;65;169;74;89;171;153;141;187;192;421
;"Flandre
orientale";Tous les kinésithérapeutes;4962.0;3211;1751;189;530;290;309;406;375;284;280;204;344;77;265;114;90;165;156;148;190;179;367
;Anvers;Tous les kinésithérapeutes;5310.0;3324;1986;211;594;327;304;352;352;308;322;267;287;92;326;189;118;164;178;139;180;192;408
;Limbourg;Tous les kinésithérapeutes;2655.0;1572;1083;117;276;167;142;171;199;127;110;116;147;38;190;99;60;111;121;68;74;100;222
;Brabant Wallon;Tous les kinésithérapeutes;2388.0;1535;853;101;212;176;91;168;133;113;181;147;213;36;139;96;47;89;92;66;88;76;124
;Hainaut;Tous les kinésithérapeutes;4107.0;2131;1976;123;349;223;140;212;200;224;208;162;290;80;302;201;65;171;204;171;184;187;411
;Liège;Tous les kinésithérapeutes;3938.0;2284;1654;162;374;282;145;263;201;218;208;198;233;79;287;147;67;174;167;154;158;156;265
;Namur;Tous les kinésithérapeutes;1945.0;1107;838;89;183;132;81;103;91;123;100;82;123;45;128;76;39;73;101;71;73;85;147
;Luxembourg;Tous les kinésithérapeutes;1295.0;774;521;78;149;126;64;97;66;51;65;26;52;47;109;74;34;50;44;39;38;31;55
;"Région de
Bruxelles
Capitale";Tous les kinésithérapeutes;3051.0;1766;1285;135;375;209;100;106;107;114;142;152;326;68;301;209;89;83;81;72;78;99;205
;Belgique;"Sans qualification
professionnelle particulière
(QPP)";34903.0;20631;14272;1548;3668;1871;1398;2124;2059;1833;1902;1688;2540;701;2381;1247;667;1279;1320;1112;1286;1384;2895
;"Région
flamande";"Sans qualification
professionnelle particulière
(QPP)";18947.0;11560;7387;860;2061;842;853;1274;1311;1044;1055;951;1309;346;1134;509;350;680;659;558;688;761;1702
;"Région
wallonne";"Sans qualification
professionnelle particulière
(QPP)";13072.0;7409;5663;553;1241;845;470;757;649;683;710;596;905;287;950;553;233;527;585;486;527;525;990
;"Région de
Bruxelles
Capitale";"Sans qualification
professionnelle particulière
(QPP)";2884.0;1662;1222;135;366;184;75;93;99;106;137;141;326;68;297;185;84;72;76;68;71;98;203
;"Brabant
flamand";"Sans qualification
professionnelle particulière
(QPP)";4110.0;2569;1541;166;468;237;188;260;262;235;252;213;288;74;238;134;86;158;137;119;124;151;320
;"Flandre
occidentale";"Sans qualification
professionnelle particulière
(QPP)";3496.0;2011;1485;179;321;106;118;234;247;187;173;185;261;65;153;52;61;138;133;122;173;180;408
;"Flandre
orientale";"Sans qualification
professionnelle particulière
(QPP)";4282.0;2709;1573;188;476;163;213;329;314;242;254;193;337;77;251;84;62;140;133;133;169;166;358
;Anvers;"Sans qualification
professionnelle particulière
(QPP)";4701.0;2898;1803;211;541;220;226;301;305;277;282;254;281;92;309;155;93;148;153;125;155;171;402
;Limbourg;"Sans qualification
professionnelle particulière
(QPP)";2358.0;1373;985;116;255;116;108;150;183;103;94;106;142;38;183;84;48;96;103;59;67;93;214
