territoire;spécialité;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Belgique;TOUTES SPECIALITES;168;99;69;0;2;79;10;3;2;2;1;0;0;0;1;44;9;6;3;4;2;0;0
Région Flandre;TOUTES SPECIALITES;122;72;50;0;2;63;3;1;2;1;0;0;0;0;0;36;6;2;1;3;2;0;0
Région Wallonie;TOUTES SPECIALITES;34;18;16;0;0;11;4;2;0;0;1;0;0;0;1;7;3;3;1;1;0;0;0
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;12;9;3;0;0;5;3;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0
Prov Brabant flamand;TOUTES SPECIALITES;47;34;13;0;0;32;1;0;1;0;0;0;0;0;0;9;0;1;1;2;0;0;0
Prov Flandre occidentale;TOUTES SPECIALITES;13;5;8;0;0;4;1;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0
Prov Flandre orientale;TOUTES SPECIALITES;27;15;12;0;2;13;0;0;0;0;0;0;0;0;0;10;0;1;0;0;1;0;0
Prov Anvers;TOUTES SPECIALITES;27;15;12;0;0;11;1;1;1;1;0;0;0;0;0;8;3;0;0;0;1;0;0
Prov Limbourg;TOUTES SPECIALITES;8;3;5;0;0;3;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Prov Brabant wallon;TOUTES SPECIALITES;7;4;3;0;0;2;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Prov Hainaut;TOUTES SPECIALITES;4;3;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Prov Liège;TOUTES SPECIALITES;18;7;11;0;0;5;2;0;0;0;0;0;0;0;1;4;2;2;1;1;0;0;0
Prov Namur;TOUTES SPECIALITES;4;4;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;TOUTES SPECIALITES;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;TOUTES SPECIALITES;12;9;3;0;0;5;3;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0
Belgique;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;38;21;17;0;0;13;3;2;2;1;0;0;0;0;0;9;3;2;2;1;0;0;0
Belgique;GERIATRIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Belgique;CHIRURGIE ORALE ET MAXILLO-FACIALE;7;3;4;0;0;3;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Belgique;SOINS INTENSIFS;49;25;24;0;1;23;1;0;0;0;0;0;0;0;0;18;4;2;0;0;0;0;0
