Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;TOUTES SPECIALITES;171;98;73;0;2;72;17;2;2;2;1;0;0;0;2;46;8;10;6;1;0;0;0
Région Flandre;TOUTES SPECIALITES;106;63;43;0;1;49;9;1;1;2;0;0;0;0;1;28;3;5;5;1;0;0;0
Région Wallonie;TOUTES SPECIALITES;35;18;17;0;0;10;7;0;0;0;1;0;0;0;0;10;4;2;1;0;0;0;0
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;30;17;13;0;1;13;1;1;1;0;0;0;0;0;1;8;1;3;0;0;0;0;0
Prov Brabant flamand;TOUTES SPECIALITES;39;28;11;0;1;23;2;0;1;1;0;0;0;0;0;7;0;2;1;1;0;0;0
Prov Flandre occidentale;TOUTES SPECIALITES;8;4;4;0;0;3;1;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0
Prov Flandre orientale;TOUTES SPECIALITES;21;13;8;0;0;12;1;0;0;0;0;0;0;0;1;6;0;0;1;0;0;0;0
Prov Anvers;TOUTES SPECIALITES;29;14;15;0;0;7;5;1;0;1;0;0;0;0;0;9;2;2;2;0;0;0;0
Prov Limbourg;TOUTES SPECIALITES;9;4;5;0;0;4;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Prov Brabant wallon;TOUTES SPECIALITES;5;2;3;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Prov Hainaut;TOUTES SPECIALITES;10;7;3;0;0;4;2;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0
Prov Liège;TOUTES SPECIALITES;14;7;7;0;0;5;2;0;0;0;0;0;0;0;0;4;2;1;0;0;0;0;0
Prov Namur;TOUTES SPECIALITES;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Prov Luxembourg;TOUTES SPECIALITES;3;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;TOUTES SPECIALITES;30;17;13;0;1;13;1;1;1;0;0;0;0;0;1;8;1;3;0;0;0;0;0
Belgique;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;26;12;14;0;0;6;4;0;1;1;0;0;0;0;0;6;2;5;0;1;0;0;0
Belgique;CHIRURGIE ORALE ET MAXILLO-FACIALE;6;2;4;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Belgique;SOINS INTENSIFS;60;33;27;0;1;31;1;0;0;0;0;0;0;0;2;21;3;0;1;0;0;0;0
Belgique;NEUROLOGIE PEDIATRIQUE;12;11;1;0;0;5;5;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Belgique;NEPHROLOGIE;19;10;9;0;0;8;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0
Belgique;MEDECINE D'URGENCE;15;4;11;0;0;2;1;0;1;0;0;0;0;0;0;3;1;4;3;0;0;0;0
Belgique;ENDOCRINO-DIABETOLOGIE;14;9;5;0;0;7;1;1;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0
Belgique;NEONATOLOGIE;9;7;2;0;0;3;2;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0
Belgique;ONCOLOGIE;6;6;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Belgique;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Belgique;HEMATOLOGIE CLINIQUE;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Flandre;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;17;9;8;0;0;5;2;0;1;1;0;0;0;0;0;5;0;2;0;1;0;0;0
Région Flandre;CHIRURGIE ORALE ET MAXILLO-FACIALE;4;2;2;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Région Flandre;SOINS INTENSIFS;37;21;16;0;1;20;0;0;0;0;0;0;0;0;1;12;2;0;1;0;0;0;0
Région Flandre;NEUROLOGIE PEDIATRIQUE;8;8;0;0;0;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Flandre;NEPHROLOGIE;12;6;6;0;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Région Flandre;MEDECINE D'URGENCE;11;2;9;0;0;2;0;0;0;0;0;0;0;0;0;2;1;3;3;0;0;0;0
Région Flandre;ENDOCRINO-DIABETOLOGIE;6;5;1;0;0;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Flandre;NEONATOLOGIE;3;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Région Flandre;ONCOLOGIE;6;6;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Flandre;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Flandre;HEMATOLOGIE CLINIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;6;2;4;0;0;0;2;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0
Région Wallonie;CHIRURGIE ORALE ET MAXILLO-FACIALE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Région Wallonie;SOINS INTENSIFS;11;7;4;0;0;6;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Région Wallonie;NEUROLOGIE PEDIATRIQUE;3;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Région Wallonie;NEPHROLOGIE;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Wallonie;MEDECINE D'URGENCE;3;1;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Région Wallonie;ENDOCRINO-DIABETOLOGIE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
