Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;ALLE SPECIALITEITEN;8842;4196;4646;46;389;318;395;455;456;659;764;390;324;15;176;178;238;206;274;762;1121;630;1046
Gewest Vlaanderen;ALLE SPECIALITEITEN;5218;2485;2733;31;247;167;229;306;261;419;473;192;160;13;117;81;125;115;131;438;719;370;624
Gewest Wallonië;ALLE SPECIALITEITEN;2588;1216;1372;10;90;96;110;111;136;181;232;140;110;2;35;55;63;57;91;237;309;214;309
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;1036;495;541;5;52;55;56;38;59;59;59;58;54;0;24;42;50;34;52;87;93;46;113
Prov Vlaams Brabant;ALLE SPECIALITEITEN;1180;640;540;5;53;39;59;84;86;108;121;48;37;2;26;18;25;33;28;104;133;69;102
Prov West-Vlaanderen;ALLE SPECIALITEITEN;968;425;543;9;47;31;46;53;32;60;85;28;34;2;12;14;19;14;20;66;154;84;158
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;1125;534;591;7;62;31;49;67;52;77;92;51;46;5;33;17;31;30;31;86;142;85;131
Prov Antwerpen;ALLE SPECIALITEITEN;1290;593;697;4;60;44;43;60;66;126;111;45;34;3;30;23;31;26;42;122;190;79;151
Prov Limburg;ALLE SPECIALITEITEN;655;293;362;6;25;22;32;42;25;48;64;20;9;1;16;9;19;12;10;60;100;53;82
Prov Waals Brabant;ALLE SPECIALITEITEN;524;286;238;1;12;17;25;29;34;37;60;38;33;0;6;9;9;14;16;35;51;38;60
Prov Henegouwen;ALLE SPECIALITEITEN;677;305;372;5;22;23;22;33;34;49;64;33;20;2;9;19;12;17;23;51;96;57;86
Prov Luik;ALLE SPECIALITEITEN;916;405;511;2;40;46;43;31;42;55;74;45;27;0;17;21;28;14;34;101;108;75;113
Prov Namen;ALLE SPECIALITEITEN;315;145;170;1;8;8;13;14;16;26;21;16;22;0;2;5;12;8;10;33;31;29;40
Prov Luxemburg;ALLE SPECIALITEITEN;156;75;81;1;8;2;7;4;10;14;13;8;8;0;1;1;2;4;8;17;23;15;10
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;1036;495;541;5;52;55;56;38;59;59;59;58;54;0;24;42;50;34;52;87;93;46;113
België;ALGEMENE TANDHEELKUNDE;8235;3804;4431;46;363;271;347;411;382;600;717;359;308;15;163;159;211;185;258;719;1084;606;1031
België;PARODONTOLOGIE;165;89;76;0;8;15;18;12;23;9;3;1;0;0;10;10;15;8;10;14;4;4;1
België;ORTHODONTIE;441;303;138;0;18;32;30;32;51;50;44;30;16;0;3;8;12;13;6;29;33;20;14
Gewest Vlaanderen;ALGEMENE TANDHEELKUNDE;4836;2237;2599;31;228;142;202;279;213;378;437;175;152;13;109;68;108;103;121;412;695;355;615
Gewest Vlaanderen;PARODONTOLOGIE;119;67;52;0;7;8;11;11;19;7;3;1;0;0;7;8;9;6;6;10;2;3;1
Gewest Vlaanderen;ORTHODONTIE;262;181;81;0;12;17;16;16;29;34;33;16;8;0;1;4;8;6;4;16;22;12;8
Gewest Wallonië;ALGEMENE TANDHEELKUNDE;2425;1108;1317;10;85;80;98;95;118;169;222;128;103;2;33;51;58;52;86;225;297;208;305
Gewest Wallonië;PARODONTOLOGIE;31;16;15;0;1;5;4;1;4;1;0;0;0;0;1;2;3;2;3;2;2;0;0
Gewest Wallonië;ORTHODONTIE;132;92;40;0;4;11;8;15;14;11;10;12;7;0;1;2;2;3;2;10;10;6;4
Gewest Brussels hoofdstedelijk gewest;ALGEMENE TANDHEELKUNDE;974;459;515;5;50;49;47;37;51;53;58;56;53;0;21;40;45;30;51;82;92;43;111
Gewest Brussels hoofdstedelijk gewest;PARODONTOLOGIE;15;6;9;0;0;2;3;0;0;1;0;0;0;0;2;0;3;0;1;2;0;1;0
Gewest Brussels hoofdstedelijk gewest;ORTHODONTIE;47;30;17;0;2;4;6;1;8;5;1;2;1;0;1;2;2;4;0;3;1;2;2
Prov Vlaams Brabant;ALGEMENE TANDHEELKUNDE;1072;569;503;5;49;37;51;73;71;98;108;44;33;2;23;17;20;29;25;97;127;63;100
Prov Vlaams Brabant;PARODONTOLOGIE;35;19;16;0;1;2;1;5;5;2;3;0;0;0;2;0;2;3;2;4;1;1;1
Prov Vlaams Brabant;ORTHODONTIE;72;52;20;0;3;0;7;6;10;8;10;4;4;0;1;0;3;1;1;3;5;5;1
Prov West-Vlaanderen;ALGEMENE TANDHEELKUNDE;913;391;522;9;43;30;40;50;26;54;81;24;34;2;11;12;15;11;18;62;153;83;155
Prov West-Vlaanderen;PARODONTOLOGIE;19;12;7;0;3;0;2;2;4;1;0;0;0;0;1;2;2;0;1;1;0;0;0
Prov West-Vlaanderen;ORTHODONTIE;36;22;14;0;1;1;4;1;2;5;4;4;0;0;0;0;2;3;1;3;1;1;3
Prov Oost-Vlaanderen;ALGEMENE TANDHEELKUNDE;1036;477;559;7;54;23;44;59;40;72;86;48;44;5;32;13;25;28;28;78;138;82;130
Prov Oost-Vlaanderen;PARODONTOLOGIE;28;16;12;0;2;3;2;3;6;0;0;0;0;0;1;4;3;1;2;1;0;0;0
Prov Oost-Vlaanderen;ORTHODONTIE;61;41;20;0;6;5;3;5;6;5;6;3;2;0;0;0;3;1;1;7;4;3;1
Prov Antwerpen;ALGEMENE TANDHEELKUNDE;1201;534;667;4;57;35;37;56;52;113;106;41;33;3;28;18;31;23;41;116;183;76;148
Prov Antwerpen;PARODONTOLOGIE;26;14;12;0;1;3;4;1;3;1;0;1;0;0;2;2;0;2;0;3;1;2;0
Prov Antwerpen;ORTHODONTIE;63;45;18;0;2;6;2;3;11;12;5;3;1;0;0;3;0;1;1;3;6;1;3
