Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;TOUTES SPECIALITES;4510;1747;2763;0;0;166;285;315;315;220;156;128;162;0;0;83;188;258;317;351;364;366;836
Région Flandre;TOUTES SPECIALITES;2727;1074;1653;0;0;119;192;204;221;136;85;57;60;0;0;61;135;168;209;211;204;196;469
Région Wallonie;TOUTES SPECIALITES;1282;444;838;0;0;30;53;76;71;60;49;43;62;0;0;18;36;61;84;109;124;139;267
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;501;229;272;0;0;17;40;35;23;24;22;28;40;0;0;4;17;29;24;31;36;31;100
Prov Brabant flamand;TOUTES SPECIALITES;678;301;377;0;0;31;55;62;55;28;27;24;19;0;0;11;35;30;48;45;42;44;122
Prov Flandre occidentale;TOUTES SPECIALITES;501;152;349;0;0;14;33;29;27;26;7;6;10;0;0;8;21;33;40;46;39;39;123
Prov Flandre orientale;TOUTES SPECIALITES;599;244;355;0;0;28;47;45;49;33;19;6;17;0;0;15;29;30;54;52;49;38;88
Prov Anvers;TOUTES SPECIALITES;678;285;393;0;0;35;39;52;69;36;22;21;11;0;0;20;31;43;47;51;52;53;96
Prov Limbourg;TOUTES SPECIALITES;271;92;179;0;0;11;18;16;21;13;10;0;3;0;0;7;19;32;20;17;22;22;40
Prov Brabant wallon;TOUTES SPECIALITES;280;92;188;0;0;6;4;13;11;17;14;14;13;0;0;4;8;9;20;19;30;28;70
Prov Hainaut;TOUTES SPECIALITES;316;95;221;0;0;5;13;24;13;6;12;5;17;0;0;2;6;12;14;39;34;49;65
Prov Liège;TOUTES SPECIALITES;442;173;269;0;0;14;24;23;34;24;11;18;25;0;0;6;14;23;32;31;41;39;83
Prov Namur;TOUTES SPECIALITES;184;64;120;0;0;3;11;11;12;8;9;5;5;0;0;5;7;11;15;16;13;16;37
Prov Luxembourg;TOUTES SPECIALITES;60;20;40;0;0;2;1;5;1;5;3;1;2;0;0;1;1;6;3;4;6;7;12
