gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;195;133;62;84;41;5;1;1;1;0;0;0;0;40;15;5;2;0;0;0;0;0;0
Gewest Vlaanderen;ALLE SPECIALITEITEN;118;77;41;58;18;1;0;0;0;0;0;0;0;33;5;3;0;0;0;0;0;0;0
Gewest Wallonië;ALLE SPECIALITEITEN;34;28;6;18;8;1;0;1;0;0;0;0;0;1;4;0;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;43;28;15;8;15;3;1;0;1;0;0;0;0;6;6;2;1;0;0;0;0;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;24;15;9;11;3;1;0;0;0;0;0;0;0;5;3;1;0;0;0;0;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;20;14;6;13;1;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;31;19;12;10;9;0;0;0;0;0;0;0;0;9;2;1;0;0;0;0;0;0;0
Prov Antwerpen;ALLE SPECIALITEITEN;28;17;11;15;2;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0
Prov Limburg;ALLE SPECIALITEITEN;15;12;3;9;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;6;5;1;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Luik;ALLE SPECIALITEITEN;23;20;3;13;5;1;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
Prov Namen;ALLE SPECIALITEITEN;2;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov Luxemburg;ALLE SPECIALITEITEN;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
