gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;3403;1103;2300;0;0;117;233;227;156;129;117;69;55;0;0;68;206;243;319;340;340;273;511
Gewest Vlaanderen;ALLE SPECIALITEITEN;1938;625;1313;0;0;74;155;144;99;63;51;27;12;0;0;55;131;154;187;189;174;156;267
Gewest Wallonië;ALLE SPECIALITEITEN;1067;315;752;0;0;28;61;55;39;44;40;27;21;0;0;8;56;66;109;120;129;81;183
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;398;163;235;0;0;15;17;28;18;22;26;15;22;0;0;5;19;23;23;31;37;36;61
Prov Vlaams Brabant;ALLE SPECIALITEITEN;477;177;300;0;0;20;42;38;21;24;20;8;4;0;0;10;28;23;49;39;44;34;73
Prov West-Vlaanderen;ALLE SPECIALITEITEN;380;95;285;0;0;11;22;26;19;2;9;5;1;0;0;14;21;37;37;37;25;36;78
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;420;140;280;0;0;18;37;30;24;13;5;9;4;0;0;12;33;38;42;42;33;33;47
Prov Antwerpen;ALLE SPECIALITEITEN;469;166;303;0;0;19;44;37;24;21;16;2;3;0;0;12;28;39;40;50;52;31;51
Prov Limburg;ALLE SPECIALITEITEN;192;47;145;0;0;6;10;13;11;3;1;3;0;0;0;7;21;17;19;21;20;22;18
Prov Waals Brabant;ALLE SPECIALITEITEN;235;68;167;0;0;5;9;11;9;16;8;5;5;0;0;3;8;17;23;26;25;19;46
Prov Henegouwen;ALLE SPECIALITEITEN;288;73;215;0;0;8;23;9;3;9;8;5;8;0;0;0;6;18;40;37;39;23;52
Prov Luik;ALLE SPECIALITEITEN;350;115;235;0;0;7;16;25;17;12;18;13;7;0;0;3;24;20;26;39;45;24;54
Prov Namen;ALLE SPECIALITEITEN;142;45;97;0;0;7;11;7;6;6;3;4;1;0;0;2;13;10;14;13;14;10;21
Prov Luxemburg;ALLE SPECIALITEITEN;52;14;38;0;0;1;2;3;4;1;3;0;0;0;0;0;5;1;6;5;6;5;10
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;398;163;235;0;0;15;17;28;18;22;26;15;22;0;0;5;19;23;23;31;37;36;61
