gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;4510;1747;2763;0;0;166;285;315;315;220;156;128;162;0;0;83;188;258;317;351;364;366;836
Gewest Vlaanderen;ALLE SPECIALITEITEN;2727;1074;1653;0;0;119;192;204;221;136;85;57;60;0;0;61;135;168;209;211;204;196;469
Gewest Wallonië;ALLE SPECIALITEITEN;1282;444;838;0;0;30;53;76;71;60;49;43;62;0;0;18;36;61;84;109;124;139;267
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;501;229;272;0;0;17;40;35;23;24;22;28;40;0;0;4;17;29;24;31;36;31;100
Prov Vlaams Brabant;ALLE SPECIALITEITEN;678;301;377;0;0;31;55;62;55;28;27;24;19;0;0;11;35;30;48;45;42;44;122
Prov West-Vlaanderen;ALLE SPECIALITEITEN;501;152;349;0;0;14;33;29;27;26;7;6;10;0;0;8;21;33;40;46;39;39;123
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;599;244;355;0;0;28;47;45;49;33;19;6;17;0;0;15;29;30;54;52;49;38;88
Prov Antwerpen;ALLE SPECIALITEITEN;678;285;393;0;0;35;39;52;69;36;22;21;11;0;0;20;31;43;47;51;52;53;96
Prov Limburg;ALLE SPECIALITEITEN;271;92;179;0;0;11;18;16;21;13;10;0;3;0;0;7;19;32;20;17;22;22;40
Prov Waals Brabant;ALLE SPECIALITEITEN;280;92;188;0;0;6;4;13;11;17;14;14;13;0;0;4;8;9;20;19;30;28;70
Prov Henegouwen;ALLE SPECIALITEITEN;316;95;221;0;0;5;13;24;13;6;12;5;17;0;0;2;6;12;14;39;34;49;65
Prov Luik;ALLE SPECIALITEITEN;442;173;269;0;0;14;24;23;34;24;11;18;25;0;0;6;14;23;32;31;41;39;83
Prov Namen;ALLE SPECIALITEITEN;184;64;120;0;0;3;11;11;12;8;9;5;5;0;0;5;7;11;15;16;13;16;37
Prov Luxemburg;ALLE SPECIALITEITEN;60;20;40;0;0;2;1;5;1;5;3;1;2;0;0;1;1;6;3;4;6;7;12
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;501;229;272;0;0;17;40;35;23;24;22;28;40;0;0;4;17;29;24;31;36;31;100
België;NUCLEAIRE IN VITRO GENEESKUNDE;207;83;124;0;0;0;0;2;9;14;25;16;17;0;0;1;0;0;5;15;19;26;58
België;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;984;366;618;0;0;7;23;59;69;53;37;34;84;0;0;7;19;33;39;49;47;73;351
België;GERIATRIE;157;53;104;0;0;0;9;8;14;7;7;5;3;0;0;0;2;3;6;5;7;16;65
België;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;197;46;151;0;0;5;13;7;12;2;3;4;0;0;0;5;21;24;20;19;22;13;27
