Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;ALLE SPECIALITEITEN;4362;1662;2700;0;0;138;293;327;296;190;150;133;135;0;0;75;193;273;294;362;375;357;771
Gewest Vlaanderen;ALLE SPECIALITEITEN;2600;1009;1591;0;0;96;203;205;202;121;78;55;49;0;0;54;135;174;191;214;211;186;426
Gewest Wallonië;ALLE SPECIALITEITEN;1278;433;845;0;0;29;51;89;67;48;48;49;52;0;0;17;37;73;78;118;132;137;253
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;484;220;264;0;0;13;39;33;27;21;24;29;34;0;0;4;21;26;25;30;32;34;92
Prov Vlaams Brabant;ALLE SPECIALITEITEN;662;291;371;0;0;36;54;59;52;22;29;23;16;0;0;10;34;35;43;47;40;45;117
Prov West-Vlaanderen;ALLE SPECIALITEITEN;483;143;340;0;0;11;36;24;30;21;5;8;8;0;0;9;22;32;39;47;40;37;114
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;568;228;340;0;0;19;50;51;43;29;14;5;17;0;0;15;28;38;47;48;52;31;81
Prov Antwerpen;ALLE SPECIALITEITEN;632;263;369;0;0;21;49;54;57;35;24;18;5;0;0;14;30;40;42;55;55;54;79
Prov Limburg;ALLE SPECIALITEITEN;255;84;171;0;0;9;14;17;20;14;6;1;3;0;0;6;21;29;20;17;24;19;35
Prov Waals Brabant;ALLE SPECIALITEITEN;279;89;190;0;0;3;6;15;14;12;15;13;11;0;0;4;7;12;19;24;34;26;64
Prov Henegouwen;ALLE SPECIALITEITEN;318;94;224;0;0;8;10;28;12;3;11;9;13;0;0;2;5;11;18;41;39;45;63
Prov Luik;ALLE SPECIALITEITEN;438;167;271;0;0;13;23;25;30;22;12;19;23;0;0;5;17;29;29;31;39;44;77
Prov Namen;ALLE SPECIALITEITEN;183;63;120;0;0;5;10;15;9;6;8;5;5;0;0;5;8;12;11;18;14;15;37
Prov Luxemburg;ALLE SPECIALITEITEN;60;20;40;0;0;0;2;6;2;5;2;3;0;0;0;1;0;9;1;4;6;7;12
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;484;220;264;0;0;13;39;33;27;21;24;29;34;0;0;4;21;26;25;30;32;34;92
België;NUCLEAIRE IN VITRO GENEESKUNDE;211;83;128;0;0;0;0;3;8;17;30;10;15;0;0;1;0;1;6;15;24;33;48
België;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;979;361;618;0;0;5;31;59;76;38;35;46;71;0;0;4;22;32;36;55;55;75;339
België;GERIATRIE;157;52;105;0;0;0;10;9;14;5;7;4;3;0;0;0;2;5;4;6;11;12;65
België;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;187;42;145;0;0;2;13;10;8;2;4;3;0;0;0;6;23;21;16;24;17;14;24
België;INTENSIEVE ZORGEN;873;282;591;0;0;43;58;67;51;38;12;6;7;0;0;39;64;68;90;96;104;61;69
België;PEDIATRISCHE NEUROLOGIE;98;71;27;0;0;7;17;11;11;3;4;10;8;0;0;0;1;1;4;1;3;6;11
België;NEFROLOGIE;341;136;205;0;0;20;37;25;23;12;5;8;6;0;0;12;24;22;22;25;25;20;55
België;URGENTIEGENEESKUNDE;451;120;331;0;0;3;19;27;24;22;6;11;8;0;0;3;21;45;54;55;51;48;54
België;ENDOCRINO-DIABETOLOGIE;338;181;157;0;0;27;32;37;31;19;14;13;8;0;0;3;9;24;16;13;16;21;55
België;NEONATOLOGIE;129;90;39;0;0;5;21;16;21;14;6;5;2;0;0;1;4;7;8;4;6;5;4
België;ONCOLOGIE;299;108;191;0;0;13;30;38;13;5;7;2;0;0;0;3;13;30;28;35;36;32;14
België;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;42;30;12;0;0;0;6;7;3;3;6;5;0;0;0;0;3;1;3;3;0;1;1
België;KLINISCHE HEMATOLOGIE;152;75;77;0;0;13;19;17;9;8;5;3;1;0;0;3;6;16;5;19;7;9;12
België;BEHEER VAN GEZONDHEIDSGEGEVENS;105;31;74;0;0;0;0;1;4;4;9;7;6;0;0;0;1;0;2;11;20;20;20
Gewest Vlaanderen;NUCLEAIRE IN VITRO GENEESKUNDE;112;38;74;0;0;0;0;3;6;11;12;2;4;0;0;0;0;1;6;10;15;18;24
Gewest Vlaanderen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;603;231;372;0;0;5;28;44;57;29;18;19;31;0;0;4;20;24;25;35;28;42;194
Gewest Vlaanderen;GERIATRIE;105;35;70;0;0;0;9;5;11;3;4;2;1;0;0;0;2;4;2;3;8;8;43
Gewest Vlaanderen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;132;23;109;0;0;2;9;3;6;0;1;2;0;0;0;4;22;17;10;17;13;9;17
Gewest Vlaanderen;INTENSIEVE ZORGEN;570;214;356;0;0;31;47;53;43;27;8;2;3;0;0;28;41;48;59;53;58;30;39
Gewest Vlaanderen;PEDIATRISCHE NEUROLOGIE;53;37;16;0;0;4;8;6;7;3;2;4;3;0;0;0;0;1;3;1;2;3;6
Gewest Vlaanderen;NEFROLOGIE;188;77;111;0;0;14;23;14;13;4;4;4;1;0;0;9;15;14;11;14;11;9;28
Gewest Vlaanderen;URGENTIEGENEESKUNDE;246;62;184;0;0;3;10;17;16;8;1;4;3;0;0;3;17;26;34;32;26;20;26
Gewest Vlaanderen;ENDOCRINO-DIABETOLOGIE;162;94;68;0;0;18;19;11;16;13;9;7;1;0;0;1;4;12;8;5;7;10;21
Gewest Vlaanderen;NEONATOLOGIE;66;43;23;0;0;3;10;5;9;10;4;2;0;0;0;1;2;2;5;3;5;2;3
Gewest Vlaanderen;ONCOLOGIE;211;84;127;0;0;10;23;28;11;5;6;1;0;0;0;2;7;19;20;24;25;22;8
Gewest Vlaanderen;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;25;19;6;0;0;0;4;5;1;3;4;2;0;0;0;0;1;0;2;2;0;0;1
Gewest Vlaanderen;KLINISCHE HEMATOLOGIE;82;43;39;0;0;6;13;11;5;4;2;2;0;0;0;2;3;6;4;8;6;5;5
Gewest Vlaanderen;BEHEER VAN GEZONDHEIDSGEGEVENS;45;9;36;0;0;0;0;0;1;1;3;2;2;0;0;0;1;0;2;7;7;8;11
Gewest Wallonië;NUCLEAIRE IN VITRO GENEESKUNDE;67;29;38;0;0;0;0;0;2;5;12;4;6;0;0;1;0;0;0;3;6;12;16
Gewest Wallonië;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;273;89;184;0;0;0;1;12;14;7;12;16;27;0;0;0;1;6;4;19;19;23;112
Gewest Wallonië;GERIATRIE;43;14;29;0;0;0;0;4;3;2;2;1;2;0;0;0;0;0;2;3;2;4;18
Gewest Wallonië;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;33;7;26;0;0;0;2;5;0;0;0;0;0;0;0;2;1;2;5;6;3;3;4
Gewest Wallonië;INTENSIEVE ZORGEN;226;44;182;0;0;10;4;10;5;8;4;2;1;0;0;9;13;13;29;32;38;25;23
Gewest Wallonië;PEDIATRISCHE NEUROLOGIE;34;24;10;0;0;3;4;5;4;0;1;4;3;0;0;0;1;0;1;0;1;3;4
Gewest Wallonië;NEFROLOGIE;103;37;66;0;0;3;8;7;7;5;1;3;3;0;0;1;5;6;7;8;10;11;18
Gewest Wallonië;URGENTIEGENEESKUNDE;165;43;122;0;0;0;6;9;7;10;3;4;4;0;0;0;4;14;15;20;24;23;22
Gewest Wallonië;ENDOCRINO-DIABETOLOGIE;120;59;61;0;0;4;9;17;15;3;5;3;3;0;0;2;3;9;5;6;8;8;20
Gewest Wallonië;NEONATOLOGIE;40;27;13;0;0;1;7;5;7;2;1;3;1;0;0;0;2;5;2;1;1;1;1
Gewest Wallonië;ONCOLOGIE;67;17;50;0;0;2;5;8;0;0;1;1;0;0;0;1;4;9;7;8;8;9;4
Gewest Wallonië;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;10;6;4;0;0;0;1;1;1;0;1;2;0;0;0;0;1;1;1;1;0;0;0
Gewest Wallonië;KLINISCHE HEMATOLOGIE;50;22;28;0;0;6;4;5;2;3;1;1;0;0;0;1;2;8;0;8;1;4;4
Gewest Wallonië;BEHEER VAN GEZONDHEIDSGEGEVENS;47;15;32;0;0;0;0;1;0;3;4;5;2;0;0;0;0;0;0;3;11;11;7
Gewest Brussels hoofdstedelijk gewest;NUCLEAIRE IN VITRO GENEESKUNDE;32;16;16;0;0;0;0;0;0;1;6;4;5;0;0;0;0;0;0;2;3;3;8
Gewest Brussels hoofdstedelijk gewest;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;103;41;62;0;0;0;2;3;5;2;5;11;13;0;0;0;1;2;7;1;8;10;33
Gewest Brussels hoofdstedelijk gewest;GERIATRIE;9;3;6;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;4
Gewest Brussels hoofdstedelijk gewest;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;22;12;10;0;0;0;2;2;2;2;3;1;0;0;0;0;0;2;1;1;1;2;3
Gewest Brussels hoofdstedelijk gewest;INTENSIEVE ZORGEN;77;24;53;0;0;2;7;4;3;3;0;2;3;0;0;2;10;7;2;11;8;6;7
Gewest Brussels hoofdstedelijk gewest;PEDIATRISCHE NEUROLOGIE;11;10;1;0;0;0;5;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;1
Gewest Brussels hoofdstedelijk gewest;NEFROLOGIE;50;22;28;0;0;3;6;4;3;3;0;1;2;0;0;2;4;2;4;3;4;0;9
Gewest Brussels hoofdstedelijk gewest;URGENTIEGENEESKUNDE;40;15;25;0;0;0;3;1;1;4;2;3;1;0;0;0;0;5;5;3;1;5;6
Gewest Brussels hoofdstedelijk gewest;ENDOCRINO-DIABETOLOGIE;56;28;28;0;0;5;4;9;0;3;0;3;4;0;0;0;2;3;3;2;1;3;14
Gewest Brussels hoofdstedelijk gewest;NEONATOLOGIE;23;20;3;0;0;1;4;6;5;2;1;0;1;0;0;0;0;0;1;0;0;2;0
Gewest Brussels hoofdstedelijk gewest;ONCOLOGIE;21;7;14;0;0;1;2;2;2;0;0;0;0;0;0;0;2;2;1;3;3;1;2
Gewest Brussels hoofdstedelijk gewest;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;7;5;2;0;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0
Gewest Brussels hoofdstedelijk gewest;KLINISCHE HEMATOLOGIE;20;10;10;0;0;1;2;1;2;1;2;0;1;0;0;0;1;2;1;3;0;0;3
Gewest Brussels hoofdstedelijk gewest;BEHEER VAN GEZONDHEIDSGEGEVENS;13;7;6;0;0;0;0;0;3;0;2;0;2;0;0;0;0;0;0;1;2;1;2
Prov Vlaams Brabant;NUCLEAIRE IN VITRO GENEESKUNDE;37;12;25;0;0;0;0;0;3;0;5;2;2;0;0;0;0;1;0;3;2;9;10
Prov Vlaams Brabant;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;162;63;99;0;0;3;7;14;13;6;5;7;8;0;0;0;4;4;4;7;5;12;63
Prov Vlaams Brabant;GERIATRIE;22;13;9;0;0;0;3;2;4;1;2;1;0;0;0;0;0;0;1;0;2;1;5
Prov Vlaams Brabant;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;25;9;16;0;0;2;3;2;0;0;0;2;0;0;0;0;4;3;0;3;3;1;2
Prov Vlaams Brabant;INTENSIEVE ZORGEN;142;53;89;0;0;12;10;15;9;3;2;1;1;0;0;5;12;10;15;16;13;6;12
Prov Vlaams Brabant;PEDIATRISCHE NEUROLOGIE;18;11;7;0;0;1;3;0;3;0;1;2;1;0;0;0;0;0;3;0;2;0;2
Prov Vlaams Brabant;NEFROLOGIE;40;17;23;0;0;5;5;2;3;1;0;1;0;0;0;2;6;4;1;2;2;1;5
Prov Vlaams Brabant;URGENTIEGENEESKUNDE;58;21;37;0;0;2;4;6;3;2;0;2;2;0;0;1;3;3;8;6;4;5;7
Prov Vlaams Brabant;ENDOCRINO-DIABETOLOGIE;47;32;15;0;0;5;6;4;6;3;5;2;1;0;0;0;1;5;2;0;1;1;5
Prov Vlaams Brabant;NEONATOLOGIE;22;14;8;0;0;1;3;1;3;4;2;0;0;0;0;1;0;0;1;3;0;2;1
Prov Vlaams Brabant;ONCOLOGIE;39;17;22;0;0;3;4;5;3;0;2;0;0;0;0;1;2;3;5;1;4;4;2
Prov Vlaams Brabant;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;11;9;2;0;0;0;2;4;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0
Prov Vlaams Brabant;KLINISCHE HEMATOLOGIE;28;14;14;0;0;2;4;4;1;1;0;2;0;0;0;0;2;2;2;3;1;1;3
Prov Vlaams Brabant;BEHEER VAN GEZONDHEIDSGEGEVENS;11;6;5;0;0;0;0;0;1;1;2;1;1;0;0;0;0;0;0;2;1;2;0
Prov West-Vlaanderen;NUCLEAIRE IN VITRO GENEESKUNDE;10;3;7;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;2;0;4
Prov West-Vlaanderen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;134;43;91;0;0;1;4;4;13;9;2;4;6;0;0;1;2;2;7;9;7;7;56
Prov West-Vlaanderen;GERIATRIE;34;11;23;0;0;0;4;2;3;1;0;1;0;0;0;0;0;1;0;1;2;0;19
Prov West-Vlaanderen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;25;1;24;0;0;0;0;0;1;0;0;0;0;0;0;1;5;4;3;6;2;0;3
Prov West-Vlaanderen;INTENSIEVE ZORGEN;96;29;67;0;0;3;10;7;3;5;1;0;0;0;0;5;8;9;11;9;13;4;8
Prov West-Vlaanderen;PEDIATRISCHE NEUROLOGIE;6;3;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
Prov West-Vlaanderen;NEFROLOGIE;39;12;27;0;0;1;5;2;2;2;0;0;0;0;0;2;0;3;5;1;2;2;12
Prov West-Vlaanderen;URGENTIEGENEESKUNDE;52;15;37;0;0;1;3;2;5;2;0;1;1;0;0;0;5;4;6;9;2;8;3
Prov West-Vlaanderen;ENDOCRINO-DIABETOLOGIE;18;8;10;0;0;1;1;3;1;1;0;1;0;0;0;0;0;1;2;1;1;1;4
Prov West-Vlaanderen;NEONATOLOGIE;10;5;5;0;0;2;1;1;1;0;0;0;0;0;0;0;0;1;2;0;2;0;0
Prov West-Vlaanderen;ONCOLOGIE;44;10;34;0;0;0;7;2;0;1;0;0;0;0;0;0;1;5;2;7;5;12;2
Prov West-Vlaanderen;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Prov West-Vlaanderen;KLINISCHE HEMATOLOGIE;9;2;7;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;2;2;1;0
Prov West-Vlaanderen;BEHEER VAN GEZONDHEIDSGEGEVENS;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
Prov Oost-Vlaanderen;NUCLEAIRE IN VITRO GENEESKUNDE;35;10;25;0;0;0;0;2;0;4;3;0;1;0;0;0;0;0;4;4;6;6;5
Prov Oost-Vlaanderen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;124;55;69;0;0;0;9;13;11;7;3;1;11;0;0;1;6;6;6;11;6;5;28
Prov Oost-Vlaanderen;GERIATRIE;15;4;11;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;9
Prov Oost-Vlaanderen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;30;8;22;0;0;0;3;1;3;0;1;0;0;0;0;0;2;4;2;2;4;4;4
Prov Oost-Vlaanderen;INTENSIEVE ZORGEN;121;46;75;0;0;9;9;9;12;6;0;0;1;0;0;9;5;11;12;13;11;9;5
Prov Oost-Vlaanderen;PEDIATRISCHE NEUROLOGIE;11;7;4;0;0;0;1;1;2;1;1;0;1;0;0;0;0;1;0;0;0;1;2
Prov Oost-Vlaanderen;NEFROLOGIE;46;18;28;0;0;1;7;3;2;1;3;0;1;0;0;2;6;2;3;5;2;1;7
Prov Oost-Vlaanderen;URGENTIEGENEESKUNDE;47;8;39;0;0;0;1;4;2;1;0;0;0;0;0;0;5;8;8;4;7;1;6
Prov Oost-Vlaanderen;ENDOCRINO-DIABETOLOGIE;38;20;18;0;0;6;4;1;4;3;1;1;0;0;0;0;1;2;2;1;4;1;7
Prov Oost-Vlaanderen;NEONATOLOGIE;10;8;2;0;0;0;3;1;1;2;0;1;0;0;0;0;0;0;1;0;0;0;1
Prov Oost-Vlaanderen;ONCOLOGIE;54;26;28;0;0;2;6;13;3;0;1;1;0;0;0;1;3;4;7;4;6;2;1
Prov Oost-Vlaanderen;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;7;6;1;0;0;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1
Prov Oost-Vlaanderen;KLINISCHE HEMATOLOGIE;16;11;5;0;0;1;4;3;1;1;1;0;0;0;0;2;0;0;0;0;2;0;1
Prov Oost-Vlaanderen;BEHEER VAN GEZONDHEIDSGEGEVENS;14;1;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;4;1;4
Prov Antwerpen;NUCLEAIRE IN VITRO GENEESKUNDE;21;10;11;0;0;0;0;1;2;4;3;0;0;0;0;0;0;0;0;2;4;2;3
Prov Antwerpen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;129;57;72;0;0;1;6;10;15;7;7;7;4;0;0;1;4;5;8;6;5;13;30
Prov Antwerpen;GERIATRIE;28;5;23;0;0;0;0;1;2;0;2;0;0;0;0;0;0;3;0;1;4;6;9
Prov Antwerpen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;35;4;31;0;0;0;2;0;2;0;0;0;0;0;0;3;7;2;3;5;2;2;7
Prov Antwerpen;INTENSIEVE ZORGEN;141;57;84;0;0;3;13;15;13;8;3;1;1;0;0;6;8;14;14;12;13;8;9
Prov Antwerpen;PEDIATRISCHE NEUROLOGIE;14;12;2;0;0;1;1;4;2;2;0;2;0;0;0;0;0;0;0;0;0;1;1
Prov Antwerpen;NEFROLOGIE;48;25;23;0;0;6;6;6;4;0;1;2;0;0;0;1;3;3;2;3;3;5;3
Prov Antwerpen;URGENTIEGENEESKUNDE;61;11;50;0;0;0;2;3;3;1;1;1;0;0;0;2;3;5;9;10;11;4;6
Prov Antwerpen;ENDOCRINO-DIABETOLOGIE;44;27;17;0;0;5;7;2;3;5;2;3;0;0;0;1;1;2;1;3;1;4;4
Prov Antwerpen;NEONATOLOGIE;22;14;8;0;0;0;3;2;3;3;2;1;0;0;0;0;2;1;1;0;3;0;1
Prov Antwerpen;ONCOLOGIE;53;26;27;0;0;3;6;6;5;4;2;0;0;0;0;0;0;4;1;9;7;3;3
Prov Antwerpen;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;3;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Prov Antwerpen;KLINISCHE HEMATOLOGIE;23;12;11;0;0;2;3;3;3;1;0;0;0;0;0;0;1;1;2;2;1;3;1
Prov Antwerpen;BEHEER VAN GEZONDHEIDSGEGEVENS;10;2;8;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;3;2
Prov Limburg;NUCLEAIRE IN VITRO GENEESKUNDE;9;3;6;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;1;1;2
