Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;TOUTES SPECIALITES;28545;11866;16679;0;32;1533;1725;1891;1818;1440;1151;872;1404;0;7;867;1157;1572;1585;1811;2168;2122;5390
Région Flandre;TOUTES SPECIALITES;15401;6268;9133;0;21;890;955;1049;1055;805;553;401;539;0;3;506;669;917;903;1013;1230;1191;2701
Région Wallonie;TOUTES SPECIALITES;9290;3767;5523;0;7;390;502;595;556;454;413;304;546;0;3;224;338;447;526;622;709;711;1943
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;3854;1831;2023;0;4;253;268;247;207;181;185;167;319;0;1;137;150;208;156;176;229;220;746
Prov Brabant flamand;TOUTES SPECIALITES;4145;1865;2280;0;10;244;270;338;314;228;168;126;167;0;1;138;157;235;230;267;325;279;648
Prov Flandre occidentale;TOUTES SPECIALITES;2513;847;1666;0;3;134;132;126;134;116;58;56;88;0;0;76;118;135;144;164;204;214;611
Prov Flandre orientale;TOUTES SPECIALITES;3329;1404;1925;0;5;210;240;216;224;178;133;77;121;0;1;116;142;201;190;222;244;248;561
Prov Anvers;TOUTES SPECIALITES;3868;1570;2298;0;3;220;224;267;278;196;145;117;120;0;1;137;174;232;236;260;316;309;633
Prov Limbourg;TOUTES SPECIALITES;1546;582;964;0;0;82;89;102;105;87;49;25;43;0;0;39;78;114;103;100;141;141;248
Prov Brabant wallon;TOUTES SPECIALITES;1978;816;1162;0;2;68;95;119;113;108;124;65;122;0;0;33;77;90;123;137;165;143;394
Prov Hainaut;TOUTES SPECIALITES;2441;944;1497;0;1;96;119;155;133;98;97;86;159;0;0;41;79;105;133;171;197;202;569
