Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;TOUTES SPECIALITES;27988;11422;16566;0;31;1435;1736;1932;1707;1380;1082;881;1238;0;8;789;1239;1590;1563;1945;2144;2151;5137
Région Flandre;TOUTES SPECIALITES;15037;5995;9042;0;23;811;975;1064;988;766;518;389;461;0;3;461;720;919;889;1080;1214;1199;2557
Région Wallonie;TOUTES SPECIALITES;9152;3658;5494;0;5;387;495;627;522;434;388;316;484;0;3;209;343;474;513;678;709;723;1842
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;3799;1769;2030;0;3;237;266;241;197;180;176;176;293;0;2;119;176;197;161;187;221;229;738
Prov Brabant flamand;TOUTES SPECIALITES;4041;1783;2258;0;11;235;272;331;293;217;164;119;141;0;0;122;177;228;244;282;315;272;618
Prov Flandre occidentale;TOUTES SPECIALITES;2458;805;1653;0;2;112;139;126;121;112;55;61;77;0;1;71;120;140;139;181;195;224;582
Prov Flandre orientale;TOUTES SPECIALITES;3250;1340;1910;0;4;186;238;232;212;164;124;70;110;0;1;107;153;210;174;223;259;251;532
Prov Anvers;TOUTES SPECIALITES;3768;1503;2265;0;5;196;241;268;261;189;133;113;97;0;0;120;190;224;233;282;306;307;603
Prov Limbourg;TOUTES SPECIALITES;1520;564;956;0;1;82;85;107;101;84;42;26;36;0;1;41;80;117;99;112;139;145;222
Prov Brabant wallon;TOUTES SPECIALITES;1951;802;1149;0;1;80;88;126;117;102;120;63;105;0;1;27;75;102;115;156;156;149;368
Prov Hainaut;TOUTES SPECIALITES;2403;905;1498;0;0;88;114;163;117;100;87;95;141;0;1;41;79;107;135;186;204;200;545
Prov Liège;TOUTES SPECIALITES;3004;1259;1745;0;4;150;189;205;182;144;118;101;166;0;1;96;110;153;165;202;214;228;576
Prov Namur;TOUTES SPECIALITES;1323;513;810;0;0;50;80;96;78;61;51;40;57;0;0;37;67;83;75;93;96;102;257
Prov Luxembourg;TOUTES SPECIALITES;471;179;292;0;0;19;24;37;28;27;12;17;15;0;0;8;12;29;23;41;39;44;96
Prov Région de Bruxelles-capitale;TOUTES SPECIALITES;3799;1769;2030;0;3;237;266;241;197;180;176;176;293;0;2;119;176;197;161;187;221;229;738
Belgique;MEDECINE DU TRAVAIL;1166;636;530;0;1;9;48;130;102;111;105;75;55;0;0;0;13;47;30;46;101;112;181
