Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;ALLE APOTHEKERS;17524;12105;5419;612;1462;1393;1449;1501;1449;944;902;1263;1130;144;388;390;468;479;530;484;502;824;1210
Gewest Vlaanderen;ALLE APOTHEKERS;10187;6949;3238;411;868;809;822;838;869;532;522;705;573;94;218;197;266;246;299;287;330;549;752
Gewest Wallonië;ALLE APOTHEKERS;5745;4034;1711;172;428;438;504;556;456;321;295;440;424;41;113;139;153;189;183;148;132;222;391
Gewest Brussels hoofdstedelijk gewest;ALLE APOTHEKERS;1592;1122;470;29;166;146;123;107;124;91;85;118;133;9;57;54;49;44;48;49;40;53;67
Prov Vlaams Brabant;ALLE APOTHEKERS;2252;1607;645;65;198;189;199;199;197;139;122;168;131;14;62;42;60;55;67;76;64;78;127
Prov West-Vlaanderen;ALLE APOTHEKERS;1906;1272;634;75;164;135;153;148;154;91;93;139;120;21;22;30;50;34;45;47;68;127;190
Prov Oost-Vlaanderen;ALLE APOTHEKERS;2466;1658;808;123;184;195;212;213;198;110;132;160;131;18;53;44;68;85;62;63;97;153;165
Prov Antwerpen;ALLE APOTHEKERS;2623;1766;857;97;231;213;183;206;237;155;127;174;143;24;64;58;68;54;100;84;81;134;190
Prov Limburg;ALLE APOTHEKERS;940;646;294;51;91;77;75;72;83;37;48;64;48;17;17;23;20;18;25;17;20;57;80
Prov Waals Brabant;ALLE APOTHEKERS;977;711;266;31;71;66;97;101;73;64;60;82;66;9;10;23;29;36;30;23;21;26;59
Prov Henegouwen;ALLE APOTHEKERS;1628;1131;497;46;101;127;160;160;129;105;86;128;89;10;32;49;51;55;59;44;54;75;68
Prov Luik;ALLE APOTHEKERS;1947;1347;600;57;145;150;129;182;150;87;87;144;216;12;49;38;43;64;52;54;36;69;183
Prov Namen;ALLE APOTHEKERS;831;599;232;29;76;63;86;77;73;52;48;65;30;7;15;22;18;21;30;18;19;37;45
Prov Luxemburg;ALLE APOTHEKERS;362;246;116;9;35;32;32;36;31;13;14;21;23;3;7;7;12;13;12;9;2;15;36
Prov Brussels hoofdstedelijk gewest;ALLE APOTHEKERS;1592;1122;470;29;166;146;123;107;124;91;85;118;133;9;57;54;49;44;48;49;40;53;67
België;GEEN ERKENNING;16426;11208;5218;573;1285;1235;1346;1397;1363;901;829;1172;1107;137;352;377;449;467;508;468;483;782;1195
België;ZIEKENHUISFARMACIE;1098;897;201;39;177;158;103;104;86;43;73;91;23;7;36;13;19;12;22;16;19;42;15
Gewest Vlaanderen;GEEN ERKENNING;9533;6410;3123;389;773;703;764;776;812;510;477;646;560;92;201;191;251;243;289;278;318;517;743
Gewest Vlaanderen;ZIEKENHUISFARMACIE;654;539;115;22;95;106;58;62;57;22;45;59;13;2;17;6;15;3;10;9;12;32;9
Gewest Wallonië;GEEN ERKENNING;5398;3751;1647;157;371;396;470;521;432;301;273;415;415;38;98;139;149;180;175;144;125;214;385
Gewest Wallonië;ZIEKENHUISFARMACIE;347;283;64;15;57;42;34;35;24;20;22;25;9;3;15;0;4;9;8;4;7;8;6
Gewest Brussels hoofdstedelijk gewest;GEEN ERKENNING;1495;1047;448;27;141;136;112;100;119;90;79;111;132;7;53;47;49;44;44;46;40;51;67
Gewest Brussels hoofdstedelijk gewest;ZIEKENHUISFARMACIE;97;75;22;2;25;10;11;7;5;1;6;7;1;2;4;7;0;0;4;3;0;2;0
Prov Vlaams Brabant;GEEN ERKENNING;2122;1500;622;63;181;164;185;191;188;134;110;154;130;14;57;39;59;54;67;72;63;72;125
Prov Vlaams Brabant;ZIEKENHUISFARMACIE;130;107;23;2;17;25;14;8;9;5;12;14;1;0;5;3;1;1;0;4;1;6;2
Prov West-Vlaanderen;GEEN ERKENNING;1789;1176;613;72;139;123;139;140;144;88;86;126;119;20;19;30;46;34;43;46;65;121;189
Prov West-Vlaanderen;ZIEKENHUISFARMACIE;117;96;21;3;25;12;14;8;10;3;7;13;1;1;3;0;4;0;2;1;3;6;1
Prov Oost-Vlaanderen;GEEN ERKENNING;2285;1506;779;113;155;163;193;199;185;105;124;144;125;18;52;42;61;85;60;62;91;145;163
Prov Oost-Vlaanderen;ZIEKENHUISFARMACIE;181;152;29;10;29;32;19;14;13;5;8;16;6;0;1;2;7;0;2;1;6;8;2
Prov Antwerpen;GEEN ERKENNING;2457;1632;825;92;214;185;177;182;219;147;113;163;140;23;58;57;65;53;95;82;80;126;186
Prov Antwerpen;ZIEKENHUISFARMACIE;166;134;32;5;17;28;6;24;18;8;14;11;3;1;6;1;3;1;5;2;1;8;4
Prov Limburg;GEEN ERKENNING;880;596;284;49;84;68;70;64;76;36;44;59;46;17;15;23;20;17;24;16;19;53;80
Prov Limburg;ZIEKENHUISFARMACIE;60;50;10;2;7;9;5;8;7;1;4;5;2;0;2;0;0;1;1;1;1;4;0
Prov Waals Brabant;GEEN ERKENNING;916;655;261;29;59;58;89;96;68;60;56;74;66;8;9;23;29;36;30;22;20;25;59
Prov Waals Brabant;ZIEKENHUISFARMACIE;61;56;5;2;12;8;8;5;5;4;4;8;0;1;1;0;0;0;0;1;1;1;0
Prov Henegouwen;GEEN ERKENNING;1532;1056;476;42;89;115;149;156;120;98;79;122;86;9;30;49;49;53;55;42;53;71;65
Prov Henegouwen;ZIEKENHUISFARMACIE;96;75;21;4;12;12;11;4;9;7;7;6;3;1;2;0;2;2;4;2;1;4;3
Prov Luik;GEEN ERKENNING;1837;1262;575;49;129;141;118;167;146;82;81;136;213;11;38;38;42;60;50;54;33;68;181
Prov Luik;ZIEKENHUISFARMACIE;110;85;25;8;16;9;11;15;4;5;6;8;3;1;11;0;1;4;2;0;3;1;2
Prov Namen;GEEN ERKENNING;768;545;223;28;63;53;82;67;68;48;43;63;30;7;15;22;17;19;29;17;17;35;45
Prov Namen;ZIEKENHUISFARMACIE;63;54;9;1;13;10;4;10;5;4;5;2;0;0;0;0;1;2;1;1;2;2;0
Prov Luxemburg;GEEN ERKENNING;345;233;112;9;31;29;32;35;30;13;14;20;20;3;6;7;12;12;11;9;2;15;35
Prov Luxemburg;ZIEKENHUISFARMACIE;17;13;4;0;4;3;0;1;1;0;0;1;3;0;1;0;0;1;1;0;0;0;1
Prov Brussels hoofdstedelijk gewest;GEEN ERKENNING;1495;1047;448;27;141;136;112;100;119;90;79;111;132;7;53;47;49;44;44;46;40;51;67
Prov Brussels hoofdstedelijk gewest;ZIEKENHUISFARMACIE;97;75;22;2;25;10;11;7;5;1;6;7;1;2;4;7;0;0;4;3;0;2;0
