Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;TOUTES SPECIALITES;9420;4607;4813;46;449;483;305;461;477;534;689;680;483;8;265;224;214;245;225;411;940;1027;1254
Région Flandre;TOUTES SPECIALITES;5534;2733;2801;33;266;284;170;279;304;330;413;421;233;3;141;124;92;143;103;208;550;682;755
Région Wallonie;TOUTES SPECIALITES;2714;1310;1404;12;97;122;92;132;128;136;221;200;170;1;60;50;75;62;77;135;299;274;371
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;1172;564;608;1;86;77;43;50;45;68;55;59;80;4;64;50;47;40;45;68;91;71;128
Prov Brabant flamand;TOUTES SPECIALITES;1250;685;565;5;49;55;52;71;89;93;111;104;56;0;30;31;14;36;36;50;116;130;122
Prov Flandre occidentale;TOUTES SPECIALITES;1021;465;556;7;44;55;24;60;49;38;79;62;47;2;19;12;17;19;13;24;104;154;192
Prov Flandre orientale;TOUTES SPECIALITES;1204;598;606;8;83;53;35;58;68;66;65;99;63;0;44;32;17;36;18;52;103;143;161
Prov Anvers;TOUTES SPECIALITES;1361;657;704;9;58;85;36;50;64;97;105;102;51;0;29;33;28;35;30;61;156;156;176
Prov Limbourg;TOUTES SPECIALITES;698;328;370;4;32;36;23;40;34;36;53;54;16;1;19;16;16;17;6;21;71;99;104
Prov Brabant wallon;TOUTES SPECIALITES;560;306;254;3;12;18;24;29;37;32;46;57;48;0;13;10;16;14;16;24;39;45;77
Prov Hainaut;TOUTES SPECIALITES;687;318;369;3;20;25;23;35;36;29;63;51;33;0;14;14;18;12;22;38;68;88;95
Prov Liège;TOUTES SPECIALITES;968;441;527;5;38;59;37;46;29;44;77;55;51;0;28;20;30;22;24;46;131;95;131
Prov Namur;TOUTES SPECIALITES;332;167;165;1;16;17;5;14;20;23;21;22;28;1;4;2;9;8;9;18;32;34;48
Prov Luxembourg;TOUTES SPECIALITES;167;78;89;0;11;3;3;8;6;8;14;15;10;0;1;4;2;6;6;9;29;12;20
Prov Région de Bruxelles-capitale;TOUTES SPECIALITES;1172;564;608;1;86;77;43;50;45;68;55;59;80;4;64;50;47;40;45;68;91;71;128
Belgique;DENTISTERIE GENERALE;8736;4160;4576;46;412;430;261;410;418;458;646;623;456;8;248;200;191;218;210;386;900;986;1229
Belgique;PARODONTOLOGIE;188;106;82;0;15;14;14;20;18;18;3;3;1;0;11;15;8;12;7;13;7;7;2
Belgique;ORTHODONTIE;496;341;155;0;22;39;30;31;41;58;40;54;26;0;6;9;15;15;8;12;33;34;23
Région Flandre;DENTISTERIE GENERALE;5104;2447;2657;33;240;249;146;248;270;278;385;377;221;3;131;109;77;130;91;196;525;653;742
Région Flandre;PARODONTOLOGIE;137;82;55;0;14;9;7;15;15;15;3;3;1;0;7;12;5;7;6;6;6;5;1
Région Flandre;ORTHODONTIE;293;204;89;0;12;26;17;16;19;37;25;41;11;0;3;3;10;6;6;6;19;24;12
Région Wallonie;DENTISTERIE GENERALE;2537;1192;1345;12;91;109;77;119;107;122;209;190;156;1;57;45;70;57;75;124;289;263;364
Région Wallonie;PARODONTOLOGIE;33;17;16;0;1;3;5;3;3;2;0;0;0;0;1;2;3;2;1;5;0;2;0
Région Wallonie;ORTHODONTIE;144;101;43;0;5;10;10;10;18;12;12;10;14;0;2;3;2;3;1;6;10;9;7
Région Région de Bruxelles-capitale;DENTISTERIE GENERALE;1095;521;574;1;81;72;38;43;41;58;52;56;79;4;60;46;44;31;44;66;86;70;123
Région Région de Bruxelles-capitale;PARODONTOLOGIE;18;7;11;0;0;2;2;2;0;1;0;0;0;0;3;1;0;3;0;2;1;0;1
Région Région de Bruxelles-capitale;ORTHODONTIE;59;36;23;0;5;3;3;5;4;9;3;3;1;0;1;3;3;6;1;0;4;1;4
Prov Brabant flamand;DENTISTERIE GENERALE;1138;608;530;5;46;49;46;63;76;80;103;89;51;0;30;28;12;31;33;46;110;121;119
Prov Brabant flamand;PARODONTOLOGIE;35;20;15;0;2;1;1;4;5;3;1;3;0;0;0;2;1;2;3;3;1;2;1
Prov Brabant flamand;ORTHODONTIE;77;57;20;0;1;5;5;4;8;10;7;12;5;0;0;1;1;3;0;1;5;7;2
Prov Flandre occidentale;DENTISTERIE GENERALE;962;427;535;7;39;50;21;53;46;34;73;58;46;2;18;9;17;16;9;23;100;152;189
Prov Flandre occidentale;PARODONTOLOGIE;22;16;6;0;3;3;0;5;2;2;1;0;0;0;1;2;0;1;0;1;1;0;0
Prov Flandre occidentale;ORTHODONTIE;37;22;15;0;2;2;3;2;1;2;5;4;1;0;0;1;0;2;4;0;3;2;3
Prov Flandre orientale;DENTISTERIE GENERALE;1095;528;567;8;74;42;28;52;56;56;61;91;60;0;39;25;13;33;15;47;96;141;158
Prov Flandre orientale;PARODONTOLOGIE;37;21;16;0;4;4;2;1;7;3;0;0;0;0;3;6;1;2;2;2;0;0;0
Prov Flandre orientale;ORTHODONTIE;72;49;23;0;5;7;5;5;5;7;4;8;3;0;2;1;3;1;1;3;7;2;3
Prov Anvers;DENTISTERIE GENERALE;1255;585;670;9;50;75;30;42;59;79;99;93;49;0;27;31;22;33;29;59;149;147;173
Prov Anvers;PARODONTOLOGIE;32;18;14;0;4;1;4;3;1;4;0;0;1;0;2;2;2;2;0;0;3;3;0
Prov Anvers;ORTHODONTIE;74;54;20;0;4;9;2;5;4;14;6;9;1;0;0;0;4;0;1;2;4;6;3
Prov Limbourg;DENTISTERIE GENERALE;654;299;355;4;31;33;21;38;33;29;49;46;15;1;17;16;13;17;5;21;70;92;103
Prov Limbourg;PARODONTOLOGIE;11;7;4;0;1;0;0;2;0;3;1;0;0;0;1;0;1;0;1;0;1;0;0
Prov Limbourg;ORTHODONTIE;33;22;11;0;0;3;2;0;1;4;3;8;1;0;1;0;2;0;0;0;0;7;1
Prov Brabant wallon;DENTISTERIE GENERALE;512;275;237;3;10;17;22;25;28;28;44;55;43;0;11;10;14;13;16;21;37;41;74
Prov Brabant wallon;PARODONTOLOGIE;9;2;7;0;0;0;1;0;1;0;0;0;0;0;1;0;2;0;0;2;0;2;0
Prov Brabant wallon;ORTHODONTIE;39;29;10;0;2;1;1;4;8;4;2;2;5;0;1;0;0;1;0;1;2;2;3
Prov Hainaut;DENTISTERIE GENERALE;657;298;359;3;19;25;21;31;32;28;60;48;31;0;14;14;18;12;22;35;65;85;94
Prov Hainaut;PARODONTOLOGIE;4;3;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Hainaut;ORTHODONTIE;26;17;9;0;0;0;2;3;3;1;3;3;2;0;0;0;0;0;0;2;3;3;1
Prov Liège;DENTISTERIE GENERALE;895;392;503;5;35;49;28;42;25;39;73;51;45;0;27;17;27;20;22;43;127;91;129
Prov Liège;PARODONTOLOGIE;16;10;6;0;0;3;4;1;1;1;0;0;0;0;0;2;1;1;1;1;0;0;0
Prov Liège;ORTHODONTIE;57;39;18;0;3;7;5;3;3;4;4;4;6;0;1;1;2;1;1;2;4;4;2
Prov Namur;DENTISTERIE GENERALE;317;155;162;1;16;16;4;13;16;20;20;21;28;1;4;2;9;7;9;17;32;34;47
Prov Namur;PARODONTOLOGIE;4;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
Prov Namur;ORTHODONTIE;11;10;1;0;0;1;1;0;4;2;1;1;0;0;0;0;0;0;0;0;0;0;1
Prov Luxembourg;DENTISTERIE GENERALE;156;72;84;0;11;2;2;8;6;7;12;15;9;0;1;2;2;5;6;8;28;12;20
Prov Luxembourg;ORTHODONTIE;11;6;5;0;0;1;1;0;0;1;2;0;1;0;0;2;0;1;0;1;1;0;0
Prov Région de Bruxelles-capitale;DENTISTERIE GENERALE;1095;521;574;1;81;72;38;43;41;58;52;56;79;4;60;46;44;31;44;66;86;70;123
Prov Région de Bruxelles-capitale;PARODONTOLOGIE;18;7;11;0;0;2;2;2;0;1;0;0;0;0;3;1;0;3;0;2;1;0;1
Prov Région de Bruxelles-capitale;ORTHODONTIE;59;36;23;0;5;3;3;5;4;9;3;3;1;0;1;3;3;6;1;0;4;1;4
