territoire;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Belgique;134;123;11;3;10;20;6;20;18;23;8;6;9;2;1;1;2;3;1;1;0;0;0
Région Flandre;98;93;5;1;4;16;5;17;14;19;6;6;5;0;0;0;2;2;1;0;0;0;0
Région Wallonie;21;19;2;0;4;3;1;3;2;1;2;0;3;1;0;0;0;0;0;1;0;0;0
Région Région de Bruxelles-capitale;15;11;4;2;2;1;0;0;2;3;0;0;1;1;1;1;0;1;0;0;0;0;0
Prov Brabant flamand;13;13;0;0;0;2;0;3;1;3;0;2;2;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;24;22;2;0;1;1;0;5;3;8;2;1;1;0;0;0;2;0;0;0;0;0;0
Prov Flandre orientale;33;32;1;0;2;7;5;6;4;5;1;1;1;0;0;0;0;0;1;0;0;0;0
Prov Anvers;22;21;1;1;1;5;0;3;5;2;3;1;0;0;0;0;0;1;0;0;0;0;0
Prov Limbourg;6;5;1;0;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0
Prov Brabant wallon;3;3;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;6;6;0;0;2;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Prov Liège;7;7;0;0;0;2;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0
Prov Namur;2;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;3;1;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0
Prov Région de Bruxelles-capitale;15;11;4;2;2;1;0;0;2;3;0;0;1;1;1;1;0;1;0;0;0;0;0
