Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;TOUTES SPECIALITES;178;98;80;0;0;81;7;7;3;0;0;0;0;0;0;60;10;6;1;3;0;0;0
Région Flandre;TOUTES SPECIALITES;133;77;56;0;0;66;6;4;1;0;0;0;0;0;0;46;4;4;0;2;0;0;0
Région Wallonie;TOUTES SPECIALITES;24;9;15;0;0;6;0;2;1;0;0;0;0;0;0;7;5;1;1;1;0;0;0
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;21;12;9;0;0;9;1;1;1;0;0;0;0;0;0;7;1;1;0;0;0;0;0
Prov Brabant flamand;TOUTES SPECIALITES;36;17;19;0;0;14;0;3;0;0;0;0;0;0;0;14;2;3;0;0;0;0;0
Prov Flandre occidentale;TOUTES SPECIALITES;19;11;8;0;0;10;1;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0
Prov Flandre orientale;TOUTES SPECIALITES;38;25;13;0;0;23;2;0;0;0;0;0;0;0;0;11;1;1;0;0;0;0;0
Prov Anvers;TOUTES SPECIALITES;34;21;13;0;0;16;3;1;1;0;0;0;0;0;0;12;1;0;0;0;0;0;0
Prov Limbourg;TOUTES SPECIALITES;6;3;3;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0
Prov Brabant wallon;TOUTES SPECIALITES;4;2;2;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Prov Hainaut;TOUTES SPECIALITES;4;2;2;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Liège;TOUTES SPECIALITES;10;3;7;0;0;2;0;1;0;0;0;0;0;0;0;3;3;0;0;1;0;0;0
Prov Namur;TOUTES SPECIALITES;5;2;3;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Prov Luxembourg;TOUTES SPECIALITES;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;TOUTES SPECIALITES;21;12;9;0;0;9;1;1;1;0;0;0;0;0;0;7;1;1;0;0;0;0;0
Belgique;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;28;14;14;0;0;9;1;2;2;0;0;0;0;0;0;8;4;1;0;1;0;0;0
Belgique;CHIRURGIE ORALE ET MAXILLO-FACIALE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Belgique;SOINS INTENSIFS;62;29;33;0;0;27;1;0;1;0;0;0;0;0;0;26;4;2;0;1;0;0;0
Belgique;NEUROLOGIE PEDIATRIQUE;10;6;4;0;0;6;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0
Belgique;NEPHROLOGIE;14;8;6;0;0;8;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Belgique;MEDECINE D'URGENCE;20;12;8;0;0;9;1;2;0;0;0;0;0;0;0;3;1;2;1;1;0;0;0
Belgique;ENDOCRINO-DIABETOLOGIE;15;14;1;0;0;10;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Belgique;NEONATOLOGIE;5;3;2;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Belgique;ONCOLOGIE;8;4;4;0;0;3;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Belgique;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Belgique;HEMATOLOGIE CLINIQUE;9;6;3;0;0;5;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Région Flandre;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;19;8;11;0;0;7;1;0;0;0;0;0;0;0;0;7;2;1;0;1;0;0;0
Région Flandre;CHIRURGIE ORALE ET MAXILLO-FACIALE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Région Flandre;SOINS INTENSIFS;46;25;21;0;0;23;1;0;1;0;0;0;0;0;0;19;1;0;0;1;0;0;0
Région Flandre;NEUROLOGIE PEDIATRIQUE;7;5;2;0;0;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Région Flandre;NEPHROLOGIE;12;6;6;0;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Région Flandre;MEDECINE D'URGENCE;17;11;6;0;0;8;1;2;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0
Région Flandre;ENDOCRINO-DIABETOLOGIE;13;12;1;0;0;9;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Flandre;NEONATOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Flandre;ONCOLOGIE;8;4;4;0;0;3;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Région Flandre;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Flandre;HEMATOLOGIE CLINIQUE;5;4;1;0;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Wallonie;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;8;5;3;0;0;2;0;2;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Région Wallonie;SOINS INTENSIFS;10;1;9;0;0;1;0;0;0;0;0;0;0;0;0;5;3;1;0;0;0;0;0
Région Wallonie;NEUROLOGIE PEDIATRIQUE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Wallonie;NEPHROLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;MEDECINE D'URGENCE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Région Wallonie;ENDOCRINO-DIABETOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Wallonie;NEONATOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;CHIRURGIE ORALE ET MAXILLO-FACIALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Région de Bruxelles-capitale;SOINS INTENSIFS;6;3;3;0;0;3;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0
Région Région de Bruxelles-capitale;NEUROLOGIE PEDIATRIQUE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
