Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;ALLE SPECIALITEITEN;268;170;98;78;83;2;5;0;2;0;0;0;0;26;58;12;2;0;0;0;0;0;0
Gewest Vlaanderen;ALLE SPECIALITEITEN;134;93;41;47;41;0;4;0;1;0;0;0;0;12;23;6;0;0;0;0;0;0;0
Gewest Wallonië;ALLE SPECIALITEITEN;64;40;24;23;17;0;0;0;0;0;0;0;0;7;14;2;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;70;37;33;8;25;2;1;0;1;0;0;0;0;7;21;4;1;0;0;0;0;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;32;21;11;6;12;0;3;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;23;14;9;12;2;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;38;28;10;9;19;0;0;0;0;0;0;0;0;2;7;1;0;0;0;0;0;0;0
Prov Antwerpen;ALLE SPECIALITEITEN;29;23;6;15;6;0;1;0;1;0;0;0;0;3;2;1;0;0;0;0;0;0;0
Prov Limburg;ALLE SPECIALITEITEN;12;7;5;5;2;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;7;4;3;2;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;10;7;3;6;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Luik;ALLE SPECIALITEITEN;36;20;16;10;10;0;0;0;0;0;0;0;0;4;9;2;1;0;0;0;0;0;0
Prov Namen;ALLE SPECIALITEITEN;8;6;2;3;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Prov Luxemburg;ALLE SPECIALITEITEN;3;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;70;37;33;8;25;2;1;0;1;0;0;0;0;7;21;4;1;0;0;0;0;0;0
België;ALGEMENE TANDHEELKUNDE;192;121;71;66;47;1;5;0;2;0;0;0;0;22;40;8;1;0;0;0;0;0;0
België;PARODONTOLOGIE;29;11;18;2;9;0;0;0;0;0;0;0;0;4;11;3;0;0;0;0;0;0;0
België;ORTHODONTIE;47;38;9;10;27;1;0;0;0;0;0;0;0;0;7;1;1;0;0;0;0;0;0
Gewest Vlaanderen;ALGEMENE TANDHEELKUNDE;93;68;25;45;18;0;4;0;1;0;0;0;0;10;11;4;0;0;0;0;0;0;0
Gewest Vlaanderen;PARODONTOLOGIE;17;4;13;0;4;0;0;0;0;0;0;0;0;2;9;2;0;0;0;0;0;0;0
Gewest Vlaanderen;ORTHODONTIE;24;21;3;2;19;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Gewest Wallonië;ALGEMENE TANDHEELKUNDE;50;28;22;16;12;0;0;0;0;0;0;0;0;6;13;2;1;0;0;0;0;0;0
Gewest Wallonië;PARODONTOLOGIE;6;4;2;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Gewest Wallonië;ORTHODONTIE;8;8;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALGEMENE TANDHEELKUNDE;49;25;24;5;17;1;1;0;1;0;0;0;0;6;16;2;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PARODONTOLOGIE;6;3;3;0;3;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ORTHODONTIE;15;9;6;3;5;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0
Prov Vlaams Brabant;ALGEMENE TANDHEELKUNDE;21;15;6;6;6;0;3;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
Prov Vlaams Brabant;PARODONTOLOGIE;7;2;5;0;2;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0
Prov Vlaams Brabant;ORTHODONTIE;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;ALGEMENE TANDHEELKUNDE;20;12;8;12;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;ORTHODONTIE;3;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALGEMENE TANDHEELKUNDE;21;18;3;9;9;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;PARODONTOLOGIE;7;1;6;0;1;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ORTHODONTIE;10;9;1;0;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Antwerpen;ALGEMENE TANDHEELKUNDE;22;17;5;13;2;0;1;0;1;0;0;0;0;3;1;1;0;0;0;0;0;0;0
Prov Antwerpen;PARODONTOLOGIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Antwerpen;ORTHODONTIE;6;5;1;2;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limburg;ALGEMENE TANDHEELKUNDE;9;6;3;5;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Prov Limburg;PARODONTOLOGIE;2;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Prov Limburg;ORTHODONTIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;ALGEMENE TANDHEELKUNDE;7;4;3;2;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
Prov Henegouwen;ALGEMENE TANDHEELKUNDE;9;6;3;5;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
Prov Henegouwen;ORTHODONTIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luik;ALGEMENE TANDHEELKUNDE;24;10;14;5;5;0;0;0;0;0;0;0;0;3;8;2;1;0;0;0;0;0;0
Prov Luik;PARODONTOLOGIE;5;3;2;1;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Prov Luik;ORTHODONTIE;7;7;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namen;ALGEMENE TANDHEELKUNDE;7;5;2;2;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Prov Namen;PARODONTOLOGIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxemburg;ALGEMENE TANDHEELKUNDE;3;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALGEMENE TANDHEELKUNDE;49;25;24;5;17;1;1;0;1;0;0;0;0;6;16;2;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;PARODONTOLOGIE;6;3;3;0;3;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ORTHODONTIE;15;9;6;3;5;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0
