territoire;spécialité;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Belgique;TOUTES SPECIALITES;4410;2620;1790;26;2035;479;48;23;5;4;0;0;0;11;1335;358;46;26;10;2;0;2;0
Région Flandre;TOUTES SPECIALITES;2489;1458;1031;13;1161;245;27;9;2;1;0;0;0;6;797;199;18;7;2;1;0;1;0
Région Wallonie;TOUTES SPECIALITES;1044;638;406;11;513;90;11;9;1;3;0;0;0;4;314;63;9;10;6;0;0;0;0
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;877;524;353;2;361;144;10;5;2;0;0;0;0;1;224;96;19;9;2;1;0;1;0
Prov Brabant flamand;TOUTES SPECIALITES;729;429;300;6;339;75;5;3;1;0;0;0;0;2;215;72;7;2;1;1;0;0;0
Prov Flandre occidentale;TOUTES SPECIALITES;345;197;148;3;170;20;4;0;0;0;0;0;0;1;138;7;1;1;0;0;0;0;0
Prov Flandre orientale;TOUTES SPECIALITES;598;352;246;3;267;70;9;3;0;0;0;0;0;2;189;46;5;3;0;0;0;1;0
Prov Anvers;TOUTES SPECIALITES;646;375;271;1;297;64;8;3;1;1;0;0;0;1;202;63;3;1;1;0;0;0;0
Prov Limbourg;TOUTES SPECIALITES;171;105;66;0;88;16;1;0;0;0;0;0;0;0;53;11;2;0;0;0;0;0;0
Prov Brabant wallon;TOUTES SPECIALITES;173;112;61;2;84;20;2;3;0;1;0;0;0;3;47;7;1;3;0;0;0;0;0
Prov Hainaut;TOUTES SPECIALITES;227;151;76;2;124;15;5;2;1;2;0;0;0;1;59;10;1;2;3;0;0;0;0
Prov Liège;TOUTES SPECIALITES;475;275;200;6;220;43;3;3;0;0;0;0;0;0;153;34;7;4;2;0;0;0;0
Prov Namur;TOUTES SPECIALITES;122;65;57;0;60;4;1;0;0;0;0;0;0;0;46;10;0;0;1;0;0;0;0
Prov Luxembourg;TOUTES SPECIALITES;47;35;12;1;25;8;0;1;0;0;0;0;0;0;9;2;0;1;0;0;0;0;0
