gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;8680;4078;4602;33;370;292;414;447;484;694;736;326;282;9;162;171;240;214;314;875;1108;545;964
Gewest Vlaanderen;ALLE SPECIALITEITEN;5105;2405;2700;21;230;152;247;292;288;428;461;150;136;7;109;74;133;107;155;513;717;311;574
Gewest Wallonië;ALLE SPECIALITEITEN;2553;1189;1364;9;90;89;112;118;136;206;214;124;91;1;28;60;59;67;101;268;311;188;281
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;1022;484;538;3;50;51;55;37;60;60;61;52;55;1;25;37;48;40;58;94;80;46;109
Prov Vlaams Brabant;ALLE SPECIALITEITEN;1149;621;528;2;48;37;68;75;97;107;120;31;36;0;24;14;26;30;38;119;132;53;92
Prov West-Vlaanderen;ALLE SPECIALITEITEN;953;412;541;8;43;27;51;53;32;74;69;30;25;1;13;13;18;16;20;88;152;79;141
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;1105;522;583;4;59;32;52;65;58;67;104;45;36;1;29;17;41;19;39;93;150;68;126
Prov Antwerpen;ALLE SPECIALITEITEN;1259;569;690;4;54;35;42;64;76;125;106;30;33;4;26;21;31;32;44;144;183;66;139
Prov Limburg;ALLE SPECIALITEITEN;639;281;358;3;26;21;34;35;25;55;62;14;6;1;17;9;17;10;14;69;100;45;76
Prov Waals Brabant;ALLE SPECIALITEITEN;516;282;234;0;14;20;25;31;32;46;55;31;28;0;5;10;8;16;15;37;52;38;53
Prov Henegouwen;ALLE SPECIALITEITEN;666;299;367;4;20;21;22;39;31;59;58;27;18;1;8;19;13;17;29;55;106;43;76
Prov Luik;ALLE SPECIALITEITEN;909;398;511;3;45;40;44;27;44;64;68;40;23;0;13;25;23;19;38;120;98;68;107
Prov Namen;ALLE SPECIALITEITEN;315;144;171;0;9;6;15;16;17;23;22;19;17;0;1;5;12;9;13;34;38;24;35
Prov Luxemburg;ALLE SPECIALITEITEN;147;66;81;2;2;2;6;5;12;14;11;7;5;0;1;1;3;6;6;22;17;15;10
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;1022;484;538;3;50;51;55;37;60;60;61;52;55;1;25;37;48;40;58;94;80;46;109
België;ALGEMENE TANDHEELKUNDE;8095;3697;4398;33;340;248;371;397;412;642;680;304;270;9;153;154;213;195;294;837;1066;525;952
België;PARODONTOLOGIE;157;87;70;0;9;16;16;17;19;6;3;1;0;0;8;6;16;7;12;12;6;3;0
België;ORTHODONTIE;428;294;134;0;21;28;27;33;53;46;53;21;12;0;1;11;11;12;8;26;36;17;12
Gewest Vlaanderen;ALGEMENE TANDHEELKUNDE;4734;2164;2570;21;209;127;223;263;243;391;416;142;129;7;101;63;116;96;143;488;689;301;566
Gewest Vlaanderen;PARODONTOLOGIE;114;64;50;0;7;8;11;13;15;6;3;1;0;0;8;5;10;5;8;8;4;2;0
Gewest Vlaanderen;ORTHODONTIE;257;177;80;0;14;17;13;16;30;31;42;7;7;0;0;6;7;6;4;17;24;8;8
Gewest Wallonië;ALGEMENE TANDHEELKUNDE;2398;1085;1313;9;84;75;101;99;118;196;205;111;87;1;27;56;54;63;94;260;298;181;279
Gewest Wallonië;PARODONTOLOGIE;29;16;13;0;2;5;3;3;3;0;0;0;0;0;0;1;3;2;3;2;2;0;0
Gewest Wallonië;ORTHODONTIE;126;88;38;0;4;9;8;16;15;10;9;13;4;0;1;3;2;2;4;6;11;7;2
Gewest Brussels hoofdstedelijk gewest;ALGEMENE TANDHEELKUNDE;963;448;515;3;47;46;47;35;51;55;59;51;54;1;25;35;43;36;57;89;79;43;107
Gewest Brussels hoofdstedelijk gewest;PARODONTOLOGIE;14;7;7;0;0;3;2;1;1;0;0;0;0;0;0;0;3;0;1;2;0;1;0
Gewest Brussels hoofdstedelijk gewest;ORTHODONTIE;45;29;16;0;3;2;6;1;8;5;2;1;1;0;0;2;2;4;0;3;1;2;2
Prov Vlaams Brabant;ALGEMENE TANDHEELKUNDE;1045;552;493;2;45;33;61;64;82;99;104;30;32;0;22;13;22;26;34;113;124;48;91
Prov Vlaams Brabant;PARODONTOLOGIE;33;17;16;0;1;1;2;5;4;1;3;0;0;0;2;0;2;3;3;3;1;2;0
Prov Vlaams Brabant;ORTHODONTIE;71;52;19;0;2;3;5;6;11;7;13;1;4;0;0;1;2;1;1;3;7;3;1
Prov West-Vlaanderen;ALGEMENE TANDHEELKUNDE;899;379;520;8;40;24;46;50;27;67;64;28;25;1;11;12;14;13;18;84;150;79;138
Prov West-Vlaanderen;PARODONTOLOGIE;18;11;7;0;2;0;3;2;3;1;0;0;0;0;2;1;2;0;1;1;0;0;0
Prov West-Vlaanderen;ORTHODONTIE;36;22;14;0;1;3;2;1;2;6;5;2;0;0;0;0;2;3;1;3;2;0;3
Prov Oost-Vlaanderen;ALGEMENE TANDHEELKUNDE;1018;467;551;4;51;24;48;55;48;63;97;42;35;1;27;13;35;17;36;84;148;65;125
Prov Oost-Vlaanderen;PARODONTOLOGIE;28;16;12;0;3;3;1;5;4;0;0;0;0;0;2;3;3;1;3;0;0;0;0
Prov Oost-Vlaanderen;ORTHODONTIE;59;39;20;0;5;5;3;5;6;4;7;3;1;0;0;1;3;1;0;9;2;3;1
Prov Antwerpen;ALGEMENE TANDHEELKUNDE;1173;511;662;4;48;28;36;60;63;113;99;28;32;4;25;17;30;30;42;139;173;66;136
Prov Antwerpen;PARODONTOLOGIE;24;14;10;0;1;4;3;1;3;1;0;1;0;0;1;1;1;1;0;3;3;0;0
Prov Antwerpen;ORTHODONTIE;62;44;18;0;5;3;3;3;10;11;7;1;1;0;0;3;0;1;2;2;7;0;3
Prov Limburg;ALGEMENE TANDHEELKUNDE;599;255;344;3;25;18;32;34;23;49;52;14;5;1;16;8;15;10;13;68;94;43;76
Prov Limburg;PARODONTOLOGIE;11;6;5;0;0;0;2;0;1;3;0;0;0;0;1;0;2;0;1;1;0;0;0
Prov Limburg;ORTHODONTIE;29;20;9;0;1;3;0;1;1;3;10;0;1;0;0;1;0;0;0;0;6;2;0
Prov Waals Brabant;ALGEMENE TANDHEELKUNDE;473;254;219;0;13;19;21;24;26;45;53;27;26;0;5;9;7;15;13;35;48;35;52
Prov Waals Brabant;PARODONTOLOGIE;8;2;6;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;2;0;2;0;0
Prov Waals Brabant;ORTHODONTIE;35;26;9;0;1;1;3;6;6;1;2;4;2;0;0;0;0;1;0;2;2;3;1
Prov Henegouwen;ALGEMENE TANDHEELKUNDE;638;280;358;4;20;19;22;33;28;57;55;25;17;1;8;19;13;17;27;54;101;42;76
Prov Henegouwen;PARODONTOLOGIE;3;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Henegouwen;ORTHODONTIE;25;17;8;0;0;2;0;4;3;2;3;2;1;0;0;0;0;0;1;1;5;1;0
Prov Luik;ALGEMENE TANDHEELKUNDE;849;358;491;3;40;31;40;24;39;60;65;33;23;0;13;22;21;16;36;117;94;66;106
Prov Luik;PARODONTOLOGIE;14;10;4;0;2;5;1;0;2;0;0;0;0;0;0;0;1;2;0;1;0;0;0
Prov Luik;ORTHODONTIE;46;30;16;0;3;4;3;3;3;4;3;7;0;0;0;3;1;1;2;2;4;2;1
Prov Namen;ALGEMENE TANDHEELKUNDE;299;132;167;0;9;5;12;13;14;22;21;19;17;0;1;5;11;9;12;33;38;23;35
Prov Namen;PARODONTOLOGIE;4;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Prov Namen;ORTHODONTIE;12;10;2;0;0;1;2;3;2;1;1;0;0;0;0;0;0;0;1;0;0;1;0
Prov Luxemburg;ALGEMENE TANDHEELKUNDE;139;61;78;2;2;1;6;5;11;12;11;7;4;0;0;1;2;6;6;21;17;15;10
Prov Luxemburg;ORTHODONTIE;8;5;3;0;0;1;0;0;1;2;0;0;1;0;1;0;1;0;0;1;0;0;0
Prov Brussels hoofdstedelijk gewest;ALGEMENE TANDHEELKUNDE;963;448;515;3;47;46;47;35;51;55;59;51;54;1;25;35;43;36;57;89;79;43;107
