Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;TOUTES SPECIALITES;4056;1445;2611;0;0;101;290;308;228;170;131;117;100;0;0;61;193;293;305;368;354;364;673
Région Flandre;TOUTES SPECIALITES;2374;852;1522;0;0;71;187;208;145;100;63;50;28;0;0;45;137;186;200;209;190;199;356
Région Wallonie;TOUTES SPECIALITES;1218;392;826;0;0;18;62;80;57;46;44;44;41;0;0;12;37;85;80;127;129;128;228
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;464;201;263;0;0;12;41;20;26;24;24;23;31;0;0;4;19;22;25;32;35;37;89
Prov Brabant flamand;TOUTES SPECIALITES;598;242;356;0;0;20;51;61;33;27;24;17;9;0;0;16;25;39;47;46;41;46;96
Prov Flandre occidentale;TOUTES SPECIALITES;444;119;325;0;0;11;29;24;23;16;3;10;3;0;0;6;24;36;40;43;36;40;100
Prov Flandre orientale;TOUTES SPECIALITES;522;196;326;0;0;18;47;49;29;24;10;10;9;0;0;9;35;44;49;48;41;36;64
Prov Anvers;TOUTES SPECIALITES;570;225;345;0;0;15;44;54;46;26;24;11;5;0;0;10;29;40;45;51;49;55;66
Prov Limbourg;TOUTES SPECIALITES;240;70;170;0;0;7;16;20;14;7;2;2;2;0;0;4;24;27;19;21;23;22;30
Prov Brabant wallon;TOUTES SPECIALITES;261;82;179;0;0;2;12;10;14;13;15;7;9;0;0;1;7;17;20;28;27;24;55
Prov Hainaut;TOUTES SPECIALITES;315;87;228;0;0;4;12;25;9;8;7;11;11;0;0;3;6;13;23;45;40;33;65
Prov Liège;TOUTES SPECIALITES;413;147;266;0;0;8;23;28;23;14;14;21;16;0;0;6;15;36;25;28;43;48;65
Prov Namur;TOUTES SPECIALITES;171;56;115;0;0;4;10;14;7;7;7;2;5;0;0;2;7;14;10;20;13;19;30
Prov Luxembourg;TOUTES SPECIALITES;58;20;38;0;0;0;5;3;4;4;1;3;0;0;0;0;2;5;2;6;6;4;13
Prov Région de Bruxelles-capitale;TOUTES SPECIALITES;464;201;263;0;0;12;41;20;26;24;24;23;31;0;0;4;19;22;25;32;35;37;89
Belgique;MEDECINE NUCLEAIRE IN VITRO;213;82;131;0;0;0;2;5;10;24;19;12;10;0;0;0;0;3;7;19;31;31;40
Belgique;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;958;329;629;0;0;5;38;52;59;43;30;47;55;0;0;4;21;32;36;59;53;106;318
Belgique;GERIATRIE;165;54;111;0;0;6;8;13;10;4;7;2;4;0;0;1;2;5;4;7;12;15;65
Belgique;CHIRURGIE ORALE ET MAXILLO-FACIALE;179;42;137;0;0;3;17;9;5;2;5;1;0;0;0;2;27;21;21;17;19;11;19
Belgique;SOINS INTENSIFS;789;236;553;0;0;26;54;71;42;23;11;4;5;0;0;30;59;86;84;106;83;56;49
Belgique;NEUROLOGIE PEDIATRIQUE;91;63;28;0;0;4;14;15;6;5;4;9;6;0;0;0;1;3;4;1;3;8;8
Belgique;NEPHROLOGIE;314;118;196;0;0;16;32;29;12;12;7;5;5;0;0;10;25;23;18;31;14;27;48
Belgique;MEDECINE D'URGENCE;448;117;331;0;0;4;28;26;23;14;10;9;3;0;0;5;22;56;62;47;60;31;48
Belgique;ENDOCRINO-DIABETOLOGIE;304;154;150;0;0;15;37;29;29;13;15;11;5;0;0;5;11;17;17;11;20;18;51
Belgique;NEONATOLOGIE;121;84;37;0;0;10;20;19;16;8;7;4;0;0;0;1;4;7;9;4;6;5;1
Belgique;ONCOLOGIE;214;58;156;0;0;0;20;23;5;5;3;2;0;0;0;0;12;26;24;42;23;26;3
Belgique;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;9;8;1;0;0;0;1;1;0;3;1;2;0;0;0;0;0;1;0;0;0;0;0
Belgique;HEMATOLOGIE CLINIQUE;145;69;76;0;0;12;19;15;6;8;4;2;3;0;0;3;8;12;13;13;7;11;9
Belgique;GESTION DE DONNEES DE SANTE;106;31;75;0;0;0;0;1;5;6;8;7;4;0;0;0;1;1;6;11;23;19;14
Région Flandre;MEDECINE NUCLEAIRE IN VITRO;113;37;76;0;0;0;2;3;8;11;7;3;3;0;0;0;0;3;6;12;20;14;21
Région Flandre;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;568;203;365;0;0;5;33;37;43;29;13;22;21;0;0;4;16;27;23;36;26;63;170
Région Flandre;GERIATRIE;107;35;72;0;0;6;3;11;6;3;3;2;1;0;0;1;2;3;1;4;9;9;43
Région Flandre;CHIRURGIE ORALE ET MAXILLO-FACIALE;127;24;103;0;0;2;10;7;2;0;3;0;0;0;0;2;23;16;15;12;15;5;15
Région Flandre;SOINS INTENSIFS;508;175;333;0;0;19;40;58;32;15;8;2;1;0;0;24;41;54;57;51;47;29;30
Région Flandre;NEUROLOGIE PEDIATRIQUE;49;33;16;0;0;2;6;9;5;4;2;4;1;0;0;0;0;1;4;1;2;4;4
Région Flandre;NEPHROLOGIE;170;65;105;0;0;12;18;17;6;4;5;3;0;0;0;5;17;12;12;17;4;14;24
Région Flandre;MEDECINE D'URGENCE;238;59;179;0;0;2;18;18;11;4;1;5;0;0;0;4;16;35;37;26;28;14;19
Région Flandre;ENDOCRINO-DIABETOLOGIE;144;80;64;0;0;10;19;13;14;10;10;4;0;0;0;3;4;9;7;6;5;12;18
Région Flandre;NEONATOLOGIE;64;42;22;0;0;7;6;8;9;8;3;1;0;0;0;1;2;3;6;3;4;2;1
Région Flandre;ONCOLOGIE;163;49;114;0;0;0;20;16;5;4;3;1;0;0;0;0;10;19;18;30;16;18;3
Région Flandre;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;2;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Région Flandre;HEMATOLOGIE CLINIQUE;77;39;38;0;0;6;11;11;3;4;3;1;0;0;0;1;5;3;10;6;3;7;3
Région Flandre;GESTION DE DONNEES DE SANTE;44;9;35;0;0;0;0;0;1;3;2;2;1;0;0;0;1;1;4;5;11;8;5
