gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;273;176;97;79;80;13;3;1;0;0;0;0;0;28;51;13;2;2;0;1;0;0;0
Gewest Vlaanderen;ALLE SPECIALITEITEN;124;78;46;37;32;5;3;1;0;0;0;0;0;15;23;8;0;0;0;0;0;0;0
Gewest Wallonië;ALLE SPECIALITEITEN;87;63;24;36;23;4;0;0;0;0;0;0;0;9;13;0;1;1;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;62;35;27;6;25;4;0;0;0;0;0;0;0;4;15;5;1;1;0;1;0;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;34;19;15;4;10;2;3;0;0;0;0;0;0;3;9;3;0;0;0;0;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;21;18;3;13;4;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;32;21;11;9;11;1;0;0;0;0;0;0;0;3;5;3;0;0;0;0;0;0;0
Prov Antwerpen;ALLE SPECIALITEITEN;25;13;12;6;5;1;0;1;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0
Prov Limburg;ALLE SPECIALITEITEN;12;7;5;5;2;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;11;6;5;5;0;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;13;10;3;5;3;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
Prov Luik;ALLE SPECIALITEITEN;51;37;14;20;17;0;0;0;0;0;0;0;0;4;8;0;1;1;0;0;0;0;0
Prov Namen;ALLE SPECIALITEITEN;7;5;2;3;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Prov Luxemburg;ALLE SPECIALITEITEN;5;5;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;62;35;27;6;25;4;0;0;0;0;0;0;0;4;15;5;1;1;0;1;0;0;0
België;ALGEMENE TANDHEELKUNDE;197;127;70;68;43;12;3;1;0;0;0;0;0;23;36;7;1;2;0;1;0;0;0
België;PARODONTOLOGIE;28;12;16;2;10;0;0;0;0;0;0;0;0;4;7;5;0;0;0;0;0;0;0
België;ORTHODONTIE;48;37;11;9;27;1;0;0;0;0;0;0;0;1;8;1;1;0;0;0;0;0;0
Gewest Vlaanderen;ALGEMENE TANDHEELKUNDE;80;52;28;32;11;5;3;1;0;0;0;0;0;12;13;3;0;0;0;0;0;0;0
Gewest Vlaanderen;PARODONTOLOGIE;19;5;14;1;4;0;0;0;0;0;0;0;0;2;7;5;0;0;0;0;0;0;0
Gewest Vlaanderen;ORTHODONTIE;25;21;4;4;17;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0
Gewest Wallonië;ALGEMENE TANDHEELKUNDE;70;48;22;31;13;4;0;0;0;0;0;0;0;8;12;0;1;1;0;0;0;0;0
Gewest Wallonië;PARODONTOLOGIE;7;6;1;1;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Gewest Wallonië;ORTHODONTIE;10;9;1;4;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALGEMENE TANDHEELKUNDE;47;27;20;5;19;3;0;0;0;0;0;0;0;3;11;4;0;1;0;1;0;0;0
Gewest Brussels hoofdstedelijk gewest;PARODONTOLOGIE;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ORTHODONTIE;13;7;6;1;5;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0
Prov Vlaams Brabant;ALGEMENE TANDHEELKUNDE;20;12;8;4;3;2;3;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;PARODONTOLOGIE;8;2;6;0;2;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0
Prov Vlaams Brabant;ORTHODONTIE;6;5;1;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;ALGEMENE TANDHEELKUNDE;15;12;3;9;2;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;PARODONTOLOGIE;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;ORTHODONTIE;4;4;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALGEMENE TANDHEELKUNDE;16;13;3;8;4;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;PARODONTOLOGIE;7;1;6;0;1;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ORTHODONTIE;9;7;2;1;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Antwerpen;ALGEMENE TANDHEELKUNDE;19;9;10;6;1;1;0;1;0;0;0;0;0;6;4;0;0;0;0;0;0;0;0
Prov Antwerpen;PARODONTOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Antwerpen;ORTHODONTIE;5;4;1;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limburg;ALGEMENE TANDHEELKUNDE;10;6;4;5;1;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0
Prov Limburg;PARODONTOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limburg;ORTHODONTIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;ALGEMENE TANDHEELKUNDE;11;6;5;5;0;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0
Prov Henegouwen;ALGEMENE TANDHEELKUNDE;10;7;3;3;2;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
Prov Henegouwen;PARODONTOLOGIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Henegouwen;ORTHODONTIE;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luik;ALGEMENE TANDHEELKUNDE;40;28;12;18;10;0;0;0;0;0;0;0;0;3;7;0;1;1;0;0;0;0;0
Prov Luik;PARODONTOLOGIE;4;3;1;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov Luik;ORTHODONTIE;7;6;1;1;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Namen;ALGEMENE TANDHEELKUNDE;4;2;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Prov Namen;PARODONTOLOGIE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namen;ORTHODONTIE;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxemburg;ALGEMENE TANDHEELKUNDE;5;5;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALGEMENE TANDHEELKUNDE;47;27;20;5;19;3;0;0;0;0;0;0;0;3;11;4;0;1;0;1;0;0;0
Prov Brussels hoofdstedelijk gewest;PARODONTOLOGIE;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ORTHODONTIE;13;7;6;1;5;1;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0
