Territoire-Spécialité;Unnamed: 1;Unnamed: 2;Total;Genre;Unnamed: 5;Femme;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Homme;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;;;;Femme;Homme;-25;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65+;-25;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65+
;Belgique;"Toutes les
sages-femmes";13206.0;13098;108;903;1914;2267;1534;1319;950;1024;1112;960;1115;3;5;6;6;10;10;19;17;25;7
;Région flamande;"Toutes les
sages-femmes";9145.0;9076;69;688;1304;1536;1071;1014;635;687;761;667;713;1;3;3;5;3;6;14;14;17;3
;Région wallonne;"Toutes les
sages-femmes";3251.0;3220;31;164;443;557;358;263;269;300;286;252;328;2;1;3;0;5;3;3;3;8;3
;"Région de Bruxelles
Capitale";"Toutes les
sages-femmes";810.0;802;8;51;167;174;105;42;46;37;65;41;74;0;1;0;1;2;1;2;0;0;1
;Brabant flamand;"Toutes les
sages-femmes";1727.0;1709;18;113;236;337;210;157;117;125;157;129;128;0;1;1;1;1;2;2;4;5;1
;Flandre occidentale;"Toutes les
sages-femmes";1782.0;1770;12;151;254;285;194;174;129;137;147;143;156;0;1;1;1;0;0;2;1;5;1
;Flandre orientale;"Toutes les
sages-femmes";1925.0;1908;17;168;277;359;238;268;121;157;131;113;76;0;0;0;1;1;2;6;4;3;0
;Anvers;"Toutes les
sages-femmes";2456.0;2441;15;148;358;378;287;279;174;180;215;186;236;1;1;1;2;1;2;1;3;2;1
;Limbourg;"Toutes les
sages-femmes";1255.0;1248;7;108;179;177;142;136;94;88;111;96;117;0;0;0;0;0;0;3;2;2;0
;Brabant Wallon;"Toutes les
sages-femmes";457.0;452;5;25;47;81;55;35;30;38;44;45;52;0;0;1;0;0;0;0;1;2;1
;Hainaut;"Toutes les
sages-femmes";972.0;961;11;37;129;160;97;85;94;108;88;70;93;1;1;0;0;1;1;2;1;3;1
;Liège;"Toutes les
sages-femmes";965.0;954;11;48;133;164;134;78;86;77;73;69;92;0;0;1;0;4;2;1;1;2;0
;Namur;"Toutes les
sages-femmes";572.0;570;2;37;80;111;48;44;36;54;46;46;68;1;0;0;0;0;0;0;0;1;0
;Luxembourg;"Toutes les
sages-femmes";285.0;283;2;17;54;41;24;21;23;23;35;22;23;0;0;1;0;0;0;0;0;0;1
;"Région de Bruxelles
Capitale";"Toutes les
sages-femmes";810.0;802;8;51;167;174;105;42;46;37;65;41;74;0;1;0;1;2;1;2;0;0;1
;Belgique;"Sans habilitation à
prescrire";11356.0;11258;98;618;1275;1892;1356;1183;874;967;1052;933;1108;2;2;5;5;9;9;19;17;24;6
;Région flamande;"Sans habilitation à
prescrire";8208.0;8143;65;532;1008;1345;983;928;588;666;731;650;712;1;1;3;4;3;5;14;14;17;3
;Région wallonne;"Sans habilitation à
prescrire";2591.0;2565;26;60;187;439;300;226;252;272;261;242;326;1;0;2;0;5;3;3;3;7;2
;"Région de Bruxelles
Capitale";"Sans habilitation à
prescrire";557.0;550;7;26;80;108;73;29;34;29;60;41;70;0;1;0;1;1;1;2;0;0;1
;Brabant flamand;"Sans habilitation à
prescrire";1496.0;1478;18;99;175;278;183;130;98;119;146;123;127;0;1;1;1;1;2;2;4;5;1
;Flandre occidentale;"Sans habilitation à
prescrire";1632.0;1621;11;118;200;261;182;165;120;134;145;140;156;0;0;1;1;0;0;2;1;5;1
;Flandre orientale;"Sans habilitation à
prescrire";1705.0;1688;17;123;204;323;218;248;116;149;123;108;76;0;0;0;1;1;2;6;4;3;0
;Anvers;"Sans habilitation à
prescrire";2245.0;2233;12;116;289;332;266;261;163;177;209;184;236;1;0;1;1;1;1;1;3;2;1
;Limbourg;"Sans habilitation à
prescrire";1130.0;1123;7;76;140;151;134;124;91;87;108;95;117;0;0;0;0;0;0;3;2;2;0
;Brabant Wallon;"Sans habilitation à
prescrire";359.0;354;5;10;21;55;44;28;27;32;42;43;52;0;0;1;0;0;0;0;1;2;1
;Hainaut;"Sans habilitation à
prescrire";746.0;738;8;8;42;120;71;74;88;98;77;67;93;1;0;0;0;1;1;2;1;2;0
;Liège;"Sans habilitation à
prescrire";841.0;831;10;26;73;154;127;70;82;71;69;69;90;0;0;0;0;4;2;1;1;2;0
;Namur;"Sans habilitation à
prescrire";428.0;427;1;3;33;80;40;36;33;52;41;41;68;0;0;0;0;0;0;0;0;1;0
;Luxembourg;"Sans habilitation à
prescrire";217.0;215;2;13;18;30;18;18;22;19;32;22;23;0;0;1;0;0;0;0;0;0;1
;"Région de Bruxelles
Capitale";"Sans habilitation à
prescrire";557.0;550;7;26;80;108;73;29;34;29;60;41;70;0;1;0;1;1;1;2;0;0;1
;Belgique;"Prescription de
médicaments";1850.0;1840;10;285;639;375;178;136;76;57;60;27;7;1;3;1;1;1;1;0;0;1;1
;Région flamande;"Prescription de
médicaments";937.0;933;4;156;296;191;88;86;47;21;30;17;1;0;2;0;1;0;1;0;0;0;0
;Région wallonne;"Prescription de
médicaments";660.0;655;5;104;256;118;58;37;17;28;25;10;2;1;1;1;0;0;0;0;0;1;1
;"Région de Bruxelles
Capitale";"Prescription de
médicaments";253.0;252;1;25;87;66;32;13;12;8;5;0;4;0;0;0;0;1;0;0;0;0;0
;Brabant flamand;"Prescription de
médicaments";231.0;231;0;14;61;59;27;27;19;6;11;6;1;0;0;0;0;0;0;0;0;0;0
;Flandre occidentale;"Prescription de
médicaments";150.0;149;1;33;54;24;12;9;9;3;2;3;0;0;1;0;0;0;0;0;0;0;0
;Flandre orientale;"Prescription de
médicaments";220.0;220;0;45;73;36;20;20;5;8;8;5;0;0;0;0;0;0;0;0;0;0;0
;Anvers;"Prescription de
médicaments";211.0;208;3;32;69;46;21;18;11;3;6;2;0;0;1;0;1;0;1;0;0;0;0
;Limbourg;"Prescription de
médicaments";125.0;125;0;32;39;26;8;12;3;1;3;1;0;0;0;0;0;0;0;0;0;0;0
;Brabant Wallon;"Prescription de
médicaments";98.0;98;0;15;26;26;11;7;3;6;2;2;0;0;0;0;0;0;0;0;0;0;0
;Hainaut;"Prescription de
médicaments";226.0;223;3;29;87;40;26;11;6;10;11;3;0;0;1;0;0;0;0;0;0;1;1
;Liège;"Prescription de
médicaments";124.0;123;1;22;60;10;7;8;4;6;4;0;2;0;0;1;0;0;0;0;0;0;0
;Namur;"Prescription de
médicaments";144.0;143;1;34;47;31;8;8;3;2;5;5;0;1;0;0;0;0;0;0;0;0;0
;Luxembourg;"Prescription de
médicaments";68.0;68;0;4;36;11;6;3;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0
;"Région de Bruxelles
Capitale";"Prescription de
médicaments";253.0;252;1;25;87;66;32;13;12;8;5;0;4;0;0;0;0;1;0;0;0;0;0
