territoire;spécialité;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Belgique;TOUTES SPECIALITES;5093;2934;2159;27;2240;559;61;23;17;6;0;1;0;13;1599;466;36;18;13;4;8;1;1
Région Flandre;TOUTES SPECIALITES;2736;1561;1175;13;1203;288;29;13;9;6;0;0;0;9;888;242;14;8;6;0;6;1;1
Région Wallonie;TOUTES SPECIALITES;1305;772;533;11;605;125;19;5;6;0;0;1;0;2;410;97;7;7;5;4;1;0;0
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;1052;601;451;3;432;146;13;5;2;0;0;0;0;2;301;127;15;3;2;0;1;0;0
Prov Brabant flamand;TOUTES SPECIALITES;802;452;350;1;330;101;7;7;4;2;0;0;0;2;252;83;6;1;1;0;5;0;0
Prov Flandre occidentale;TOUTES SPECIALITES;312;170;142;2;142;21;2;0;3;0;0;0;0;1;118;21;1;1;0;0;0;0;0
Prov Flandre orientale;TOUTES SPECIALITES;702;416;286;2;326;70;15;1;1;1;0;0;0;4;220;55;4;1;0;0;0;1;1
Prov Anvers;TOUTES SPECIALITES;717;410;307;7;313;78;5;5;0;2;0;0;0;1;224;72;2;4;3;0;1;0;0
Prov Limbourg;TOUTES SPECIALITES;203;113;90;1;92;18;0;0;1;1;0;0;0;1;74;11;1;1;2;0;0;0;0
Prov Brabant wallon;TOUTES SPECIALITES;227;138;89;1;112;22;2;1;0;0;0;0;0;0;70;17;0;0;1;1;0;0;0
Prov Hainaut;TOUTES SPECIALITES;304;193;111;3;153;30;4;1;2;0;0;0;0;1;88;18;1;1;0;1;1;0;0
Prov Liège;TOUTES SPECIALITES;562;325;237;5;256;50;7;3;3;0;0;1;0;1;175;46;6;5;3;1;0;0;0
Prov Namur;TOUTES SPECIALITES;155;85;70;2;63;15;5;0;0;0;0;0;0;0;53;15;0;1;1;0;0;0;0
Prov Luxembourg;TOUTES SPECIALITES;57;31;26;0;21;8;1;0;1;0;0;0;0;0;24;1;0;0;0;1;0;0;0
Prov Région de Bruxelles-capitale;TOUTES SPECIALITES;1052;601;451;3;432;146;13;5;2;0;0;0;0;2;301;127;15;3;2;0;1;0;0
Belgique;MEDECINE DU TRAVAIL;73;45;28;0;6;13;10;4;8;4;0;0;0;0;3;6;2;5;2;2;6;1;1
Belgique;ANESTHESIE-REANIMATION;582;240;342;3;180;51;5;1;0;0;0;0;0;0;261;67;9;2;2;0;1;0;0
Belgique;CHIRURGIE;324;165;159;3;114;46;1;1;0;0;0;0;0;0;113;44;1;1;0;0;0;0;0
Belgique;NEUROCHIRURGIE;55;15;40;0;10;5;0;0;0;0;0;0;0;1;26;13;0;0;0;0;0;0;0
Belgique;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;47;21;26;0;16;4;1;0;0;0;0;0;0;0;18;7;1;0;0;0;0;0;0
Belgique;NEUROLOGIE;142;92;50;2;77;12;1;0;0;0;0;0;0;1;40;9;0;0;0;0;0;0;0
Belgique;GYNECOLOGIE-OBSTETRIQUE;306;276;30;0;235;38;2;1;0;0;0;0;0;0;23;7;0;0;0;0;0;0;0
Belgique;OPHTALMOLOGIE;128;86;42;5;73;7;0;1;0;0;0;0;0;1;38;1;0;0;1;0;1;0;0
Belgique;OTO-RHINO-LARYNGOLOGIE;98;71;27;2;64;5;0;0;0;0;0;0;0;0;20;7;0;0;0;0;0;0;0
Belgique;UROLOGIE;125;58;67;1;44;13;0;0;0;0;0;0;0;0;43;23;1;0;0;0;0;0;0
Belgique;CHIRURGIE ORTHOPEDIQUE;243;82;161;0;62;19;1;0;0;0;0;0;0;2;120;37;1;0;1;0;0;0;0
Belgique;STOMATOLOGIE;58;18;40;0;18;0;0;0;0;0;0;0;0;1;35;4;0;0;0;0;0;0;0
Belgique;DERMATO-VENEREOLOGIE;88;74;14;0;69;4;0;1;0;0;0;0;0;0;8;4;2;0;0;0;0;0;0
Belgique;PNEUMOLOGIE;64;39;25;0;21;16;2;0;0;0;0;0;0;0;13;12;0;0;0;0;0;0;0
Belgique;GASTRO-ENTEROLOGIE;93;60;33;0;30;27;2;1;0;0;0;0;0;0;19;14;0;0;0;0;0;0;0
Belgique;PEDIATRIE;405;346;59;2;297;42;5;0;0;0;0;0;0;0;50;9;0;0;0;0;0;0;0
Belgique;CARDIOLOGIE;144;56;88;0;26;29;0;0;0;0;0;1;0;0;45;43;0;0;0;0;0;0;0
Belgique;MEDECINE PHYSIQUE ET READAPTATION;93;48;45;0;38;9;1;0;0;0;0;0;0;0;37;7;0;0;1;0;0;0;0
Belgique;BIOLOGIE CLINIQUE;62;32;30;0;20;9;2;1;0;0;0;0;0;1;22;7;0;0;0;0;0;0;0
Belgique;RADIODIAGNOSTIC;237;86;151;1;65;16;2;2;0;0;0;0;0;3;119;28;1;0;0;0;0;0;0
Belgique;RADIOTHERAPIE-ONCOLOGIE;45;23;22;1;16;6;0;0;0;0;0;0;0;0;13;8;0;1;0;0;0;0;0
Belgique;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;103;87;16;0;66;16;2;2;1;0;0;0;0;0;13;1;1;0;0;1;0;0;0
Belgique;MEDECINE NUCLEAIRE;36;18;18;1;13;4;0;0;0;0;0;0;0;0;13;4;1;0;0;0;0;0;0
Belgique;ANATOMIE PATHOLOGIQUE;58;35;23;1;25;8;0;1;0;0;0;0;0;1;17;4;0;1;0;0;0;0;0
Belgique;MEDECINE INTERNE;701;386;315;2;343;33;5;2;1;0;0;0;0;1;283;26;5;0;0;0;0;0;0
Belgique;RHUMATOLOGIE;20;17;3;1;8;8;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Belgique;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;220;128;92;0;92;25;5;2;3;1;0;0;0;0;69;16;1;3;3;0;0;0;0
Belgique;MEDECINE LEGALE;6;5;1;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Belgique;MEDECINE D'URGENCE;360;194;166;1;131;47;11;1;2;1;0;0;0;1;103;46;8;5;2;1;0;0;0
Belgique;MEDECINE AIGUE;21;11;10;1;7;2;0;0;1;0;0;0;0;0;8;1;1;0;0;0;0;0;0
Belgique;GERIATRIE;109;87;22;0;56;26;2;2;1;0;0;0;0;0;18;2;1;0;1;0;0;0;0
Belgique;ONCOLOGIE MEDICALE;47;33;14;0;13;19;1;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0
Région Flandre;MEDECINE DU TRAVAIL;42;27;15;0;3;7;3;3;7;4;0;0;0;0;2;3;0;3;0;0;5;1;1
Région Flandre;ANESTHESIE-REANIMATION;313;128;185;2;100;21;4;1;0;0;0;0;0;0;146;34;2;1;1;0;1;0;0
Région Flandre;CHIRURGIE;174;86;88;0;58;27;0;1;0;0;0;0;0;0;66;22;0;0;0;0;0;0;0
Région Flandre;NEUROCHIRURGIE;30;7;23;0;4;3;0;0;0;0;0;0;0;1;14;8;0;0;0;0;0;0;0
Région Flandre;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;25;10;15;0;8;2;0;0;0;0;0;0;0;0;10;5;0;0;0;0;0;0;0
Région Flandre;NEUROLOGIE;80;55;25;1;48;5;1;0;0;0;0;0;0;1;21;3;0;0;0;0;0;0;0
Région Flandre;GYNECOLOGIE-OBSTETRIQUE;180;159;21;0;136;20;2;1;0;0;0;0;0;0;18;3;0;0;0;0;0;0;0
Région Flandre;OPHTALMOLOGIE;65;46;19;2;40;4;0;0;0;0;0;0;0;0;18;0;0;0;1;0;0;0;0
Région Flandre;OTO-RHINO-LARYNGOLOGIE;54;44;10;2;38;4;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0
Région Flandre;UROLOGIE;79;37;42;1;29;7;0;0;0;0;0;0;0;0;32;9;1;0;0;0;0;0;0
Région Flandre;CHIRURGIE ORTHOPEDIQUE;141;45;96;0;32;13;0;0;0;0;0;0;0;2;69;24;1;0;0;0;0;0;0
Région Flandre;STOMATOLOGIE;33;12;21;0;12;0;0;0;0;0;0;0;0;0;19;2;0;0;0;0;0;0;0
Région Flandre;DERMATO-VENEREOLOGIE;50;42;8;0;39;2;0;1;0;0;0;0;0;0;4;3;1;0;0;0;0;0;0
Région Flandre;PNEUMOLOGIE;29;17;12;0;9;8;0;0;0;0;0;0;0;0;7;5;0;0;0;0;0;0;0
Région Flandre;GASTRO-ENTEROLOGIE;57;35;22;0;18;15;2;0;0;0;0;0;0;0;12;10;0;0;0;0;0;0;0
Région Flandre;PEDIATRIE;187;164;23;1;139;21;3;0;0;0;0;0;0;0;19;4;0;0;0;0;0;0;0
Région Flandre;CARDIOLOGIE;73;23;50;0;8;15;0;0;0;0;0;0;0;0;23;27;0;0;0;0;0;0;0
Région Flandre;MEDECINE PHYSIQUE ET READAPTATION;51;23;28;0;21;2;0;0;0;0;0;0;0;0;25;3;0;0;0;0;0;0;0
Région Flandre;BIOLOGIE CLINIQUE;35;21;14;0;15;4;1;1;0;0;0;0;0;1;12;1;0;0;0;0;0;0;0
Région Flandre;RADIODIAGNOSTIC;130;41;89;0;32;7;0;2;0;0;0;0;0;3;72;13;1;0;0;0;0;0;0
Région Flandre;RADIOTHERAPIE-ONCOLOGIE;27;15;12;0;11;4;0;0;0;0;0;0;0;0;7;4;0;1;0;0;0;0;0
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;55;49;6;0;38;9;1;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
Région Flandre;MEDECINE NUCLEAIRE;20;12;8;0;10;2;0;0;0;0;0;0;0;0;5;2;1;0;0;0;0;0;0
Région Flandre;ANATOMIE PATHOLOGIQUE;35;20;15;1;13;5;0;1;0;0;0;0;0;1;13;1;0;0;0;0;0;0;0
Région Flandre;MEDECINE INTERNE;380;206;174;2;184;18;1;1;0;0;0;0;0;0;155;17;2;0;0;0;0;0;0
Région Flandre;RHUMATOLOGIE;10;9;1;0;3;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région Flandre;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;122;72;50;0;52;15;3;0;1;1;0;0;0;0;37;8;1;2;2;0;0;0;0
Région Flandre;MEDECINE LEGALE;6;5;1;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Région Flandre;MEDECINE D'URGENCE;169;94;75;0;68;18;7;0;0;1;0;0;0;0;51;20;2;1;1;0;0;0;0
Région Flandre;MEDECINE AIGUE;16;9;7;1;6;1;0;0;1;0;0;0;0;0;6;0;1;0;0;0;0;0;0
Région Flandre;GERIATRIE;42;30;12;0;18;11;1;0;0;0;0;0;0;0;8;2;1;0;1;0;0;0;0
Région Flandre;ONCOLOGIE MEDICALE;26;18;8;0;6;12;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0
Région Wallonie;MEDECINE DU TRAVAIL;26;16;10;0;3;5;6;1;1;0;0;0;0;0;1;1;1;2;2;2;1;0;0
Région Wallonie;ANESTHESIE-REANIMATION;153;62;91;1;48;12;1;0;0;0;0;0;0;0;70;17;2;1;1;0;0;0;0
Région Wallonie;CHIRURGIE;87;51;36;3;34;13;1;0;0;0;0;0;0;0;27;8;0;1;0;0;0;0;0
Région Wallonie;NEUROCHIRURGIE;17;5;12;0;4;1;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0
Région Wallonie;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;12;7;5;0;5;1;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0
