Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);33438;19866;13572;1262;2973;1887;2289;2413;2102;2059;1887;1527;1467;644;1724;939;1260;1547;1234;1326;1497;1489;1912
Gewest Vlaanderen;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);18444;11298;7146;647;1456;1142;1390;1596;1284;1148;1066;885;684;273;697;445;691;846;649;719;837;891;1098
Gewest Wallonië;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);11839;6739;5100;516;1077;507;776;700;711;751;663;485;553;304;681;293;452;613;508;534;550;484;681
Gewest Brussels hoofdstedelijk gewest;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);3155;1829;1326;99;440;238;123;117;107;160;158;157;230;67;346;201;117;88;77;73;110;114;133
Prov Vlaams Brabant;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);4009;2527;1482;153;371;253;289;321;286;255;240;201;158;60;186;107;156;168;131;145;155;171;203
Prov West-Vlaanderen;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);3516;2004;1512;117;224;162;259;318;224;190;210;164;136;48;92;78;157;171;145;157;204;187;273
Prov Oost-Vlaanderen;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);4213;2704;1509;137;319;287;378;393;295;278;217;227;173;49;118;85;138;186;135;191;176;189;242
Prov Antwerpen;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);4441;2742;1699;156;351;306;302;363;334;310;278;193;149;67;180;122;140;197;150;161;206;213;263
Prov Limburg;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);2265;1321;944;84;191;134;162;201;145;115;121;100;68;49;121;53;100;124;88;65;96;131;117
Prov Waals Brabant;ALLE KINESITHERAPEUTEN (AANTAL PERSONEN);2102;1346;756;102;200;96;143;131;109;161;171;99;134;41;123;59;59;96;72;80;86;63;77
