Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;TOUTES SPECIALITES;3713;1291;2422;0;0;89;249;271;214;152;130;102;84;0;0;57;184;257;293;336;336;339;620
Région Flandre;TOUTES SPECIALITES;2124;737;1387;0;0;61;159;181;134;80;57;45;20;0;0;36;128;166;184;183;181;187;322
Région Wallonie;TOUTES SPECIALITES;1160;368;792;0;0;16;58;73;57;48;45;36;35;0;0;15;39;74;85;122;121;118;218
Région Région de Bruxelles-capitale;TOUTES SPECIALITES;429;186;243;0;0;12;32;17;23;24;28;21;29;0;0;6;17;17;24;31;34;34;80
Prov Brabant flamand;TOUTES SPECIALITES;534;208;326;0;0;11;51;49;29;21;26;14;7;0;0;11;25;34;46;45;38;44;83
Prov Flandre occidentale;TOUTES SPECIALITES;406;110;296;0;0;11;24;26;24;11;4;8;2;0;0;5;24;35;40;33;31;36;92
Prov Flandre orientale;TOUTES SPECIALITES;466;169;297;0;0;19;30;45;30;22;5;13;5;0;0;10;22;45;42;45;38;33;62
Prov Anvers;TOUTES SPECIALITES;496;188;308;0;0;14;39;44;37;21;20;9;4;0;0;5;29;32;41;43;49;51;58
Prov Limbourg;TOUTES SPECIALITES;222;62;160;0;0;6;15;17;14;5;2;1;2;0;0;5;28;20;15;17;25;23;27
Prov Brabant wallon;TOUTES SPECIALITES;247;78;169;0;0;1;11;9;15;13;14;8;7;0;0;0;10;16;18;24;24;26;51
Prov Hainaut;TOUTES SPECIALITES;300;82;218;0;0;3;14;22;8;8;7;10;10;0;0;0;6;13;27;42;39;25;66
Prov Liège;TOUTES SPECIALITES;394;138;256;0;0;10;19;26;24;14;16;16;13;0;0;9;15;29;21;35;38;45;64
Prov Namur;TOUTES SPECIALITES;165;52;113;0;0;2;11;13;6;8;7;0;5;0;0;5;5;14;16;15;14;17;27
Prov Luxembourg;TOUTES SPECIALITES;54;18;36;0;0;0;3;3;4;5;1;2;0;0;0;1;3;2;3;6;6;5;10
Prov Région de Bruxelles-capitale;TOUTES SPECIALITES;429;186;243;0;0;12;32;17;23;24;28;21;29;0;0;6;17;17;24;31;34;34;80
Belgique;MEDECINE NUCLEAIRE IN VITRO;215;82;133;0;0;0;2;6;11;25;20;11;7;0;0;0;0;4;8;21;30;31;39
Belgique;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;938;312;626;0;0;0;36;51;56;41;36;44;48;0;0;2;15;27;48;52;64;120;298
Belgique;GERIATRIE;170;54;116;0;0;6;9;14;9;5;6;1;4;0;0;1;3;5;6;7;16;15;63
Belgique;CHIRURGIE ORALE ET MAXILLO-FACIALE;171;38;133;0;0;2;15;11;3;1;6;0;0;0;0;5;24;20;19;20;15;13;17
Belgique;SOINS INTENSIFS;757;217;540;0;0;22;56;58;43;19;11;4;4;0;0;26;63;83;87;110;77;50;44
Belgique;NEUROLOGIE PEDIATRIQUE;85;58;27;0;0;4;12;14;4;6;5;7;6;0;0;0;2;3;3;2;5;4;8
Belgique;NEPHROLOGIE;306;112;194;0;0;20;27;27;12;9;10;3;4;0;0;14;21;23;22;28;20;22;44
