territoire;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Belgique;124;115;9;0;18;11;12;18;21;18;4;7;6;1;1;0;3;2;1;1;0;0;0
Région Flandre;95;90;5;0;11;10;11;15;15;17;2;6;3;0;0;0;3;1;1;0;0;0;0
Région Wallonie;18;16;2;0;4;1;1;2;3;0;2;1;2;0;1;0;0;0;0;1;0;0;0
Région Région de Bruxelles-capitale;11;9;2;0;3;0;0;1;3;1;0;0;1;1;0;0;0;1;0;0;0;0;0
Prov Brabant flamand;12;12;0;0;1;1;3;0;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;24;22;2;0;2;0;1;6;4;6;1;1;1;0;0;0;2;0;0;0;0;0;0
Prov Flandre orientale;35;34;1;0;7;5;6;6;5;3;1;0;1;0;0;0;0;0;1;0;0;0;0
Prov Anvers;18;17;1;0;1;3;1;3;4;4;0;1;0;0;0;0;0;1;0;0;0;0;0
Prov Limbourg;6;5;1;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0
Prov Brabant wallon;4;3;1;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Hainaut;5;5;0;0;2;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Prov Liège;5;5;0;0;0;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;3;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Région de Bruxelles-capitale;11;9;2;0;3;0;0;1;3;1;0;0;1;1;0;0;0;1;0;0;0;0;0
