gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;178;98;80;0;0;81;7;7;3;0;0;0;0;0;0;60;10;6;1;3;0;0;0
Gewest Vlaanderen;ALLE SPECIALITEITEN;133;77;56;0;0;66;6;4;1;0;0;0;0;0;0;46;4;4;0;2;0;0;0
Gewest Wallonië;ALLE SPECIALITEITEN;24;9;15;0;0;6;0;2;1;0;0;0;0;0;0;7;5;1;1;1;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;21;12;9;0;0;9;1;1;1;0;0;0;0;0;0;7;1;1;0;0;0;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;36;17;19;0;0;14;0;3;0;0;0;0;0;0;0;14;2;3;0;0;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;19;11;8;0;0;10;1;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;38;25;13;0;0;23;2;0;0;0;0;0;0;0;0;11;1;1;0;0;0;0;0
Prov Antwerpen;ALLE SPECIALITEITEN;34;21;13;0;0;16;3;1;1;0;0;0;0;0;0;12;1;0;0;0;0;0;0
Prov Limburg;ALLE SPECIALITEITEN;6;3;3;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;4;2;2;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;4;2;2;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Luik;ALLE SPECIALITEITEN;10;3;7;0;0;2;0;1;0;0;0;0;0;0;0;3;3;0;0;1;0;0;0
Prov Namen;ALLE SPECIALITEITEN;5;2;3;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Prov Luxemburg;ALLE SPECIALITEITEN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;21;12;9;0;0;9;1;1;1;0;0;0;0;0;0;7;1;1;0;0;0;0;0
België;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;28;14;14;0;0;9;1;2;2;0;0;0;0;0;0;8;4;1;0;1;0;0;0
België;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
België;INTENSIEVE ZORGEN;62;29;33;0;0;27;1;0;1;0;0;0;0;0;0;26;4;2;0;1;0;0;0
België;PEDIATRISCHE NEUROLOGIE;10;6;4;0;0;6;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0
België;NEFROLOGIE;14;8;6;0;0;8;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
België;URGENTIEGENEESKUNDE;20;12;8;0;0;9;1;2;0;0;0;0;0;0;0;3;1;2;1;1;0;0;0
België;ENDOCRINO-DIABETOLOGIE;15;14;1;0;0;10;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
België;NEONATOLOGIE;5;3;2;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
België;ONCOLOGIE;8;4;4;0;0;3;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
België;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
België;KLINISCHE HEMATOLOGIE;9;6;3;0;0;5;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Gewest Vlaanderen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;19;8;11;0;0;7;1;0;0;0;0;0;0;0;0;7;2;1;0;1;0;0;0
Gewest Vlaanderen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Gewest Vlaanderen;INTENSIEVE ZORGEN;46;25;21;0;0;23;1;0;1;0;0;0;0;0;0;19;1;0;0;1;0;0;0
Gewest Vlaanderen;PEDIATRISCHE NEUROLOGIE;7;5;2;0;0;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Gewest Vlaanderen;NEFROLOGIE;12;6;6;0;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Gewest Vlaanderen;URGENTIEGENEESKUNDE;17;11;6;0;0;8;1;2;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0
Gewest Vlaanderen;ENDOCRINO-DIABETOLOGIE;13;12;1;0;0;9;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Gewest Vlaanderen;NEONATOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Vlaanderen;ONCOLOGIE;8;4;4;0;0;3;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Gewest Vlaanderen;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Vlaanderen;KLINISCHE HEMATOLOGIE;5;4;1;0;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Gewest Wallonië;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;8;5;3;0;0;2;0;2;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Gewest Wallonië;INTENSIEVE ZORGEN;10;1;9;0;0;1;0;0;0;0;0;0;0;0;0;5;3;1;0;0;0;0;0
Gewest Wallonië;PEDIATRISCHE NEUROLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Gewest Wallonië;NEFROLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Wallonië;URGENTIEGENEESKUNDE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Gewest Wallonië;ENDOCRINO-DIABETOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Wallonië;NEONATOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;INTENSIEVE ZORGEN;6;3;3;0;0;3;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PEDIATRISCHE NEUROLOGIE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;NEFROLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;URGENTIEGENEESKUNDE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ENDOCRINO-DIABETOLOGIE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;NEONATOLOGIE;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;KLINISCHE HEMATOLOGIE;4;2;2;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Vlaams Brabant;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;6;1;5;0;0;1;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0
Prov Vlaams Brabant;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Prov Vlaams Brabant;INTENSIEVE ZORGEN;9;4;5;0;0;4;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Prov Vlaams Brabant;PEDIATRISCHE NEUROLOGIE;4;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Vlaams Brabant;NEFROLOGIE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Vlaams Brabant;URGENTIEGENEESKUNDE;3;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Prov Vlaams Brabant;ENDOCRINO-DIABETOLOGIE;4;3;1;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Vlaams Brabant;ONCOLOGIE;3;2;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Vlaams Brabant;KLINISCHE HEMATOLOGIE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov West-Vlaanderen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;5;3;2;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Prov West-Vlaanderen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov West-Vlaanderen;INTENSIEVE ZORGEN;7;4;3;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Prov West-Vlaanderen;NEFROLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov West-Vlaanderen;URGENTIEGENEESKUNDE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;ENDOCRINO-DIABETOLOGIE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;NEONATOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov West-Vlaanderen;ONCOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;INTENSIEVE ZORGEN;11;7;4;0;0;7;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;PEDIATRISCHE NEUROLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Prov Oost-Vlaanderen;NEFROLOGIE;7;4;3;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;URGENTIEGENEESKUNDE;6;3;3;0;0;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Prov Oost-Vlaanderen;ENDOCRINO-DIABETOLOGIE;4;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ONCOLOGIE;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;KLINISCHE HEMATOLOGIE;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Antwerpen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;5;1;4;0;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Prov Antwerpen;INTENSIEVE ZORGEN;14;8;6;0;0;6;1;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0
Prov Antwerpen;PEDIATRISCHE NEUROLOGIE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Antwerpen;NEFROLOGIE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Antwerpen;URGENTIEGENEESKUNDE;5;4;1;0;0;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Antwerpen;ENDOCRINO-DIABETOLOGIE;4;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Antwerpen;ONCOLOGIE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Antwerpen;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limburg;INTENSIEVE ZORGEN;5;2;3;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0
Prov Limburg;URGENTIEGENEESKUNDE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;INTENSIEVE ZORGEN;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Waals Brabant;NEFROLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Waals Brabant;URGENTIEGENEESKUNDE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Henegouwen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Henegouwen;INTENSIEVE ZORGEN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Henegouwen;NEONATOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luik;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;4;2;2;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Prov Luik;INTENSIEVE ZORGEN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Prov Luik;PEDIATRISCHE NEUROLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Luik;URGENTIEGENEESKUNDE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Luik;ENDOCRINO-DIABETOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namen;INTENSIEVE ZORGEN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Prov Luxemburg;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;INTENSIEVE ZORGEN;6;3;3;0;0;3;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;PEDIATRISCHE NEUROLOGIE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;NEFROLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;URGENTIEGENEESKUNDE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ENDOCRINO-DIABETOLOGIE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;NEONATOLOGIE;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;PEDIATRISCHE HEMATOLOGIE EN ONCOLOGIE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;KLINISCHE HEMATOLOGIE;4;2;2;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
