Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;ALLE SPECIALITEITEN;4410;2620;1790;26;2035;479;48;23;5;4;0;0;0;11;1335;358;46;26;10;2;0;2;0
Gewest Vlaanderen;ALLE SPECIALITEITEN;2489;1458;1031;13;1161;245;27;9;2;1;0;0;0;6;797;199;18;7;2;1;0;1;0
Gewest Wallonië;ALLE SPECIALITEITEN;1044;638;406;11;513;90;11;9;1;3;0;0;0;4;314;63;9;10;6;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;877;524;353;2;361;144;10;5;2;0;0;0;0;1;224;96;19;9;2;1;0;1;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;729;429;300;6;339;75;5;3;1;0;0;0;0;2;215;72;7;2;1;1;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;345;197;148;3;170;20;4;0;0;0;0;0;0;1;138;7;1;1;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;598;352;246;3;267;70;9;3;0;0;0;0;0;2;189;46;5;3;0;0;0;1;0
Prov Antwerpen;ALLE SPECIALITEITEN;646;375;271;1;297;64;8;3;1;1;0;0;0;1;202;63;3;1;1;0;0;0;0
Prov Limburg;ALLE SPECIALITEITEN;171;105;66;0;88;16;1;0;0;0;0;0;0;0;53;11;2;0;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;173;112;61;2;84;20;2;3;0;1;0;0;0;3;47;7;1;3;0;0;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;227;151;76;2;124;15;5;2;1;2;0;0;0;1;59;10;1;2;3;0;0;0;0
Prov Luik;ALLE SPECIALITEITEN;475;275;200;6;220;43;3;3;0;0;0;0;0;0;153;34;7;4;2;0;0;0;0
Prov Namen;ALLE SPECIALITEITEN;122;65;57;0;60;4;1;0;0;0;0;0;0;0;46;10;0;0;1;0;0;0;0
Prov Luxemburg;ALLE SPECIALITEITEN;47;35;12;1;25;8;0;1;0;0;0;0;0;0;9;2;0;1;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;877;524;353;2;361;144;10;5;2;0;0;0;0;1;224;96;19;9;2;1;0;1;0
België;ANESTHESIE-REANIMATIE;515;245;270;3;193;42;4;2;1;0;0;0;0;2;209;44;12;3;0;0;0;0;0
België;HEELKUNDE;310;146;164;1;114;27;3;1;0;0;0;0;0;2;117;40;5;0;0;0;0;0;0
België;NEUROCHIRURGIE;58;17;41;0;13;4;0;0;0;0;0;0;0;1;26;12;2;0;0;0;0;0;0
België;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;47;23;24;1;13;7;1;1;0;0;0;0;0;0;16;7;1;0;0;0;0;0;0
België;NEUROLOGIE;125;75;50;1;61;13;0;0;0;0;0;0;0;1;39;9;0;1;0;0;0;0;0
België;GYNAECOLOGIE-VERLOSKUNDE;295;258;37;3;215;34;5;1;0;0;0;0;0;0;30;4;2;0;0;0;0;1;0
België;OFTALMOLOGIE;115;84;31;2;76;6;0;0;0;0;0;0;0;2;28;1;0;0;0;0;0;0;0
België;OTORHINOLARYNGOLOGIE;91;67;24;1;57;9;0;0;0;0;0;0;0;0;20;4;0;0;0;0;0;0;0
België;UROLOGIE;104;39;65;0;33;5;1;0;0;0;0;0;0;1;47;17;0;0;0;0;0;0;0
België;ORTHOPEDISCHE HEELKUNDE;211;52;159;0;43;8;0;1;0;0;0;0;0;0;102;46;9;1;1;0;0;0;0
België;STOMATOLOGIE;39;13;26;0;10;3;0;0;0;0;0;0;0;0;21;5;0;0;0;0;0;0;0
België;DERMATO-VENEREOLOGIE;79;69;10;2;60;6;1;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0
België;PNEUMOLOGIE;67;43;24;0;24;16;3;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;0
