territoire;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Belgique;106;99;7;2;14;10;14;15;21;10;4;4;5;0;1;0;4;1;0;1;0;0;0
Région Flandre;89;84;5;1;14;9;12;12;16;10;4;4;2;0;0;0;4;1;0;0;0;0;0
Région Wallonie;11;9;2;0;0;1;2;2;2;0;0;0;2;0;1;0;0;0;0;1;0;0;0
Région Région de Bruxelles-capitale;6;6;0;1;0;0;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;11;11;0;0;1;1;3;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;24;22;2;0;3;0;3;4;6;4;0;1;1;0;0;0;2;0;0;0;0;0;0
Prov Flandre orientale;33;32;1;1;8;6;3;5;6;1;1;0;1;0;0;0;0;1;0;0;0;0;0
Prov Anvers;16;15;1;0;2;1;3;2;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0
Prov Limbourg;5;4;1;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0
Prov Brabant wallon;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;4;4;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Prov Liège;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Luxembourg;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Région de Bruxelles-capitale;6;6;0;1;0;0;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
