gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;172;103;69;0;0;89;7;4;3;0;0;0;0;0;1;43;8;8;4;3;1;1;0
Gewest Vlaanderen;ALLE SPECIALITEITEN;119;71;48;0;0;67;2;1;1;0;0;0;0;0;0;35;2;6;1;2;1;1;0
Gewest Wallonië;ALLE SPECIALITEITEN;30;18;12;0;0;14;0;2;2;0;0;0;0;0;1;4;4;0;2;1;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;23;14;9;0;0;8;5;1;0;0;0;0;0;0;0;4;2;2;1;0;0;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;33;16;17;0;0;16;0;0;0;0;0;0;0;0;0;13;0;1;1;2;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;13;10;3;0;0;9;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;28;16;12;0;0;16;0;0;0;0;0;0;0;0;0;9;1;1;0;0;1;0;0
Prov Antwerpen;ALLE SPECIALITEITEN;31;20;11;0;0;18;1;0;1;0;0;0;0;0;0;7;1;2;0;0;0;1;0
Prov Limburg;ALLE SPECIALITEITEN;14;9;5;0;0;8;0;1;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;6;4;2;0;0;2;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Prov Luik;ALLE SPECIALITEITEN;15;7;8;0;0;6;0;1;0;0;0;0;0;0;1;2;3;0;1;1;0;0;0
Prov Namen;ALLE SPECIALITEITEN;4;3;1;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Luxemburg;ALLE SPECIALITEITEN;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;23;14;9;0;0;8;5;1;0;0;0;0;0;0;0;4;2;2;1;0;0;0;0
België;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;37;18;19;0;0;10;3;2;3;0;0;0;0;0;0;11;2;2;3;1;0;0;0
België;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;7;3;4;0;0;3;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
