territoire;total;total_femmes;total_hommes;femmes_20_24;femmes_25_29;femmes_30_34;femmes_35_39;femmes_40_44;femmes_45_49;femmes_50_54;femmes_55_59;femmes_60_64;femmes_65plus;hommes_20_24;hommes_25_29;hommes_30_34;hommes_35_39;hommes_40_44;hommes_45_49;hommes_50_54;hommes_55_59;hommes_60_64;hommes_65plus
Belgique;127;118;9;5;16;11;16;16;20;17;5;6;6;1;1;0;5;1;0;1;0;0;0
Région Flandre;96;91;5;1;13;9;14;12;15;15;4;5;3;0;0;0;4;1;0;0;0;0;0
Région Wallonie;18;16;2;1;1;2;2;3;2;1;1;1;2;0;1;0;0;0;0;1;0;0;0
Région Région de Bruxelles-capitale;13;11;2;3;2;0;0;1;3;1;0;0;1;1;0;0;1;0;0;0;0;0;0
Prov Brabant flamand;11;11;0;0;1;1;3;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;26;24;2;0;3;0;2;5;5;5;1;2;1;0;0;0;2;0;0;0;0;0;0
Prov Flandre orientale;35;34;1;1;8;5;5;5;5;3;1;0;1;0;0;0;0;1;0;0;0;0;0
Prov Anvers;18;17;1;0;1;2;4;2;3;4;1;0;0;0;0;0;1;0;0;0;0;0;0
Prov Limbourg;6;5;1;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0
Prov Brabant wallon;4;3;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Hainaut;5;5;0;1;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Prov Liège;6;6;0;0;0;2;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Prov Région de Bruxelles-capitale;13;11;2;3;2;0;0;1;3;1;0;0;1;1;0;0;1;0;0;0;0;0;0
