Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;ALLE SPECIALITEITEN;168;99;69;0;2;79;10;3;2;2;1;0;0;0;1;44;9;6;3;4;2;0;0
Gewest Vlaanderen;ALLE SPECIALITEITEN;122;72;50;0;2;63;3;1;2;1;0;0;0;0;0;36;6;2;1;3;2;0;0
Gewest Wallonië;ALLE SPECIALITEITEN;34;18;16;0;0;11;4;2;0;0;1;0;0;0;1;7;3;3;1;1;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;12;9;3;0;0;5;3;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;47;34;13;0;0;32;1;0;1;0;0;0;0;0;0;9;0;1;1;2;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;13;5;8;0;0;4;1;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;27;15;12;0;2;13;0;0;0;0;0;0;0;0;0;10;0;1;0;0;1;0;0
Prov Antwerpen;ALLE SPECIALITEITEN;27;15;12;0;0;11;1;1;1;1;0;0;0;0;0;8;3;0;0;0;1;0;0
Prov Limburg;ALLE SPECIALITEITEN;8;3;5;0;0;3;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;7;4;3;0;0;2;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;4;3;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Prov Luik;ALLE SPECIALITEITEN;18;7;11;0;0;5;2;0;0;0;0;0;0;0;1;4;2;2;1;1;0;0;0
