Gebied;Specialiteit;Totaal;Totaal_vrouwen;Totaal_mannen;Vrouwen_20_24;Vrouwen_25_29;Vrouwen_30_34;Vrouwen_35_39;Vrouwen_40_44;Vrouwen_45_49;Vrouwen_50_54;Vrouwen_55_59;Vrouwen_60_64;Vrouwen_65plus;Mannen_20_24;Mannen_25_29;Mannen_30_34;Mannen_35_39;Mannen_40_44;Mannen_45_49;Mannen_50_54;Mannen_55_59;Mannen_60_64;Mannen_65plus
België;ALLE SPECIALITEITEN;125;75;50;0;1;51;6;11;4;0;2;0;0;0;1;35;6;2;4;1;1;0;0
Gewest Vlaanderen;ALLE SPECIALITEITEN;72;43;29;0;0;34;2;3;3;0;1;0;0;0;1;23;3;0;1;1;0;0;0
Gewest Wallonië;ALLE SPECIALITEITEN;26;17;9;0;0;7;2;7;1;0;0;0;0;0;0;5;2;1;1;0;0;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;27;15;12;0;1;10;2;1;0;0;1;0;0;0;0;7;1;1;2;0;1;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;21;14;7;0;0;10;1;1;2;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;9;6;3;0;0;6;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;14;8;6;0;0;8;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0
Prov Antwerpen;ALLE SPECIALITEITEN;20;8;12;0;0;7;0;0;0;0;1;0;0;0;1;8;1;0;1;1;0;0;0
Prov Limburg;ALLE SPECIALITEITEN;8;7;1;0;0;3;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;5;3;2;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;6;4;2;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Prov Luik;ALLE SPECIALITEITEN;13;10;3;0;0;4;1;5;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Prov Namen;ALLE SPECIALITEITEN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Luxemburg;ALLE SPECIALITEITEN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;27;15;12;0;1;10;2;1;0;0;1;0;0;0;0;7;1;1;2;0;1;0;0
België;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;27;16;11;0;0;4;3;8;1;0;0;0;0;0;0;4;3;2;1;0;1;0;0
België;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;8;3;5;0;0;3;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
België;INTENSIEVE ZORGEN;40;24;16;0;0;21;0;1;1;0;1;0;0;0;0;16;0;0;0;0;0;0;0
België;PEDIATRISCHE NEUROLOGIE;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
België;NEFROLOGIE;11;5;6;0;1;4;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
België;URGENTIEGENEESKUNDE;17;10;7;0;0;7;2;0;1;0;0;0;0;0;0;2;2;0;2;1;0;0;0
België;ENDOCRINO-DIABETOLOGIE;12;8;4;0;0;5;1;0;1;0;1;0;0;0;1;2;0;0;1;0;0;0;0
België;NEONATOLOGIE;5;5;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
België;KLINISCHE HEMATOLOGIE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Gewest Vlaanderen;FUNCTIONELE EN PROFESSIONELE REVALIDATIE VAN GEHANDICAPTEN;10;7;3;0;0;3;1;3;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Gewest Vlaanderen;MOND-,KAAK- EN AANGEZICHTSCHIRURGIE;6;2;4;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Gewest Vlaanderen;INTENSIEVE ZORGEN;28;16;12;0;0;14;0;0;1;0;1;0;0;0;0;12;0;0;0;0;0;0;0
Gewest Vlaanderen;PEDIATRISCHE NEUROLOGIE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gewest Vlaanderen;NEFROLOGIE;8;4;4;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Gewest Vlaanderen;URGENTIEGENEESKUNDE;11;6;5;0;0;4;1;0;1;0;0;0;0;0;0;2;1;0;1;1;0;0;0
