Territoire;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;717;533;184;0;483;28;12;7;1;0;1;1;0;2;151;19;6;1;2;1;2;0;0
Région Flandre;436;324;112;0;298;15;6;4;0;0;0;1;0;1;101;8;1;0;0;1;0;0;0
Région Wallonie;170;131;39;0;125;4;2;0;0;0;0;0;0;0;31;4;2;0;1;0;1;0;0
Région Région de Bruxelles-capitale;111;78;33;0;60;9;4;3;1;0;1;0;0;1;19;7;3;1;1;0;1;0;0
Prov Brabant flamand;98;81;17;0;76;3;1;1;0;0;0;0;0;0;14;2;1;0;0;0;0;0;0
Prov Flandre occidentale;63;47;16;0;45;2;0;0;0;0;0;0;0;1;15;0;0;0;0;0;0;0;0
Prov Flandre orientale;109;82;27;0;76;3;1;2;0;0;0;0;0;0;25;2;0;0;0;0;0;0;0
Prov Anvers;114;76;38;0;68;3;3;1;0;0;0;1;0;0;33;4;0;0;0;1;0;0;0
Prov Limbourg;52;38;14;0;33;4;1;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0
Prov Brabant wallon;24;18;6;0;17;1;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0
Prov Hainaut;56;41;15;0;39;1;1;0;0;0;0;0;0;0;13;2;0;0;0;0;0;0;0
Prov Liège;56;44;12;0;41;2;1;0;0;0;0;0;0;0;9;0;1;0;1;0;1;0;0
Prov Namur;20;15;5;0;15;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0
Prov Luxembourg;14;13;1;0;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;111;78;33;0;60;9;4;3;1;0;1;0;0;1;19;7;3;1;1;0;1;0;0
