gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;ALLE SPECIALITEITEN;4896;2851;2045;32;2179;534;62;22;13;8;0;1;0;13;1522;424;35;24;12;4;6;4;1
Gewest Vlaanderen;ALLE SPECIALITEITEN;2703;1561;1142;22;1218;270;27;10;8;6;0;0;0;7;878;217;12;14;3;1;5;4;1
Gewest Wallonië;ALLE SPECIALITEITEN;1200;709;491;9;548;122;17;8;3;1;0;1;0;3;367;98;5;7;8;2;1;0;0
Gewest Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;993;581;412;1;413;142;18;4;2;1;0;0;0;3;277;109;18;3;1;1;0;0;0
Prov Vlaams Brabant;ALLE SPECIALITEITEN;827;471;356;3;354;99;4;6;3;2;0;0;0;1;254;82;8;3;1;1;4;2;0
Prov West-Vlaanderen;ALLE SPECIALITEITEN;297;173;124;4;150;14;3;0;2;0;0;0;0;4;103;15;0;2;0;0;0;0;0
Prov Oost-Vlaanderen;ALLE SPECIALITEITEN;689;401;288;5;309;73;11;1;1;1;0;0;0;1;233;47;1;4;0;0;0;2;0
Prov Antwerpen;ALLE SPECIALITEITEN;701;413;288;7;323;69;8;3;1;2;0;0;0;0;222;58;2;2;2;0;1;0;1
Prov Limburg;ALLE SPECIALITEITEN;189;103;86;3;82;15;1;0;1;1;0;0;0;1;66;15;1;3;0;0;0;0;0
Prov Waals Brabant;ALLE SPECIALITEITEN;199;114;85;2;90;20;2;0;0;0;0;0;0;0;56;24;0;2;2;1;0;0;0
Prov Henegouwen;ALLE SPECIALITEITEN;273;172;101;3;138;25;3;2;1;0;0;0;0;2;78;16;0;1;3;0;1;0;0
Prov Luik;ALLE SPECIALITEITEN;532;308;224;3;236;54;7;5;1;1;0;1;0;0;173;42;3;4;2;0;0;0;0
Prov Namen;ALLE SPECIALITEITEN;147;85;62;1;63;17;4;0;0;0;0;0;0;1;45;13;2;0;1;0;0;0;0
Prov Luxemburg;ALLE SPECIALITEITEN;49;30;19;0;21;6;1;1;1;0;0;0;0;0;15;3;0;0;0;1;0;0;0
Prov Brussels hoofdstedelijk gewest;ALLE SPECIALITEITEN;993;581;412;1;413;142;18;4;2;1;0;0;0;3;277;109;18;3;1;1;0;0;0
België;ARBEIDSGENEESKUNDE;80;48;32;0;10;12;10;4;6;5;0;1;0;0;2;9;1;4;3;3;5;4;1
België;ANESTHESIE-REANIMATIE;559;234;325;5;177;48;1;3;0;0;0;0;0;2;247;61;8;6;0;0;1;0;0
België;HEELKUNDE;331;168;163;0;126;40;1;1;0;0;0;0;0;0;114;44;4;1;0;0;0;0;0
België;NEUROCHIRURGIE;53;17;36;1;9;6;1;0;0;0;0;0;0;1;26;9;0;0;0;0;0;0;0
België;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;46;23;23;0;15;6;2;0;0;0;0;0;0;1;17;4;1;0;0;0;0;0;0
België;NEUROLOGIE;137;92;45;3;77;11;1;0;0;0;0;0;0;0;34;11;0;0;0;0;0;0;0
België;GYNAECOLOGIE-VERLOSKUNDE;300;266;34;3;229;32;2;0;0;0;0;0;0;0;27;6;1;0;0;0;0;0;0
België;OFTALMOLOGIE;128;92;36;3;80;7;1;1;0;0;0;0;0;0;34;2;0;0;0;0;0;0;0
België;OTORHINOLARYNGOLOGIE;93;72;21;0;61;11;0;0;0;0;0;0;0;0;19;2;0;0;0;0;0;0;0
België;UROLOGIE;113;51;62;0;38;13;0;0;0;0;0;0;0;0;47;15;0;0;0;0;0;0;0
België;ORTHOPEDISCHE HEELKUNDE;235;76;159;1;58;17;0;0;0;0;0;0;0;0;113;43;1;2;0;0;0;0;0
België;STOMATOLOGIE;56;17;39;1;14;2;0;0;0;0;0;0;0;0;37;2;0;0;0;0;0;0;0
België;DERMATO-VENEREOLOGIE;81;69;12;1;61;6;1;0;0;0;0;0;0;0;7;4;1;0;0;0;0;0;0
België;PNEUMOLOGIE;65;41;24;0;22;17;2;0;0;0;0;0;0;0;17;7;0;0;0;0;0;0;0
België;GASTRO-ENTEROLOGIE;90;59;31;0;33;24;1;1;0;0;0;0;0;0;13;18;0;0;0;0;0;0;0
België;PEDIATRIE;386;330;56;4;277;45;4;0;0;0;0;0;0;1;46;8;1;0;0;0;0;0;0
België;CARDIOLOGIE;132;45;87;0;27;17;1;0;0;0;0;0;0;0;53;33;1;0;0;0;0;0;0
België;FYSISCHE GENEESKUNDE EN REVALIDATIE;92;46;46;1;37;7;1;0;0;0;0;0;0;0;41;5;0;0;0;0;0;0;0
België;KLINISCHE BIOLOGIE;57;27;30;0;16;8;2;1;0;0;0;0;0;0;25;5;0;0;0;0;0;0;0
België;RONTGENDIAGNOSE;246;94;152;1;77;14;1;1;0;0;0;0;0;1;118;30;2;1;0;0;0;0;0
België;RADIOTHERAPIE-ONCOLOGIE;37;20;17;0;13;7;0;0;0;0;0;0;0;0;12;4;0;1;0;0;0;0;0
België;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;102;85;17;0;66;12;5;1;1;0;0;0;0;0;15;1;0;0;1;0;0;0;0
